organization_id,tenant_id,allotment_id,source_table,invoice_id,invoice_date,invoice_amount,amount_settled,amount_outstanding,settlement_status
00000000-0000-0000-0000-000000000001,011b7d1c-5697-5394-c05b-fa0473640657,261c6838-0d2b-4ef8-b7c0-722341418ce5,invoices,8deac298-e6a6-4a85-a1b3-07d5849edcd3,2026-02-01,19434.00,19434.00,0.00,paid
00000000-0000-0000-0000-000000000001,011b7d1c-5697-5394-c05b-fa0473640657,261c6838-0d2b-4ef8-b7c0-722341418ce5,invoices,0614f3b5-f259-4bb0-94ba-14bb462f670d,2026-03-01,19616.00,19616.00,0.00,paid
00000000-0000-0000-0000-000000000001,011b7d1c-5697-5394-c05b-fa0473640657,261c6838-0d2b-4ef8-b7c0-722341418ce5,invoices,6d2567bb-9f58-4d4b-852f-73a2ba42a499,2026-04-01,19899.00,19899.00,0.00,paid
00000000-0000-0000-0000-000000000001,011b7d1c-5697-5394-c05b-fa0473640657,261c6838-0d2b-4ef8-b7c0-722341418ce5,invoices,09e3d8c1-0e3e-4a15-9f52-23c2dfb73651,2026-05-01,20080.00,20080.00,0.00,paid
00000000-0000-0000-0000-000000000001,011b7d1c-5697-5394-c05b-fa0473640657,261c6838-0d2b-4ef8-b7c0-722341418ce5,invoices,81f8ef84-d02e-4b2c-916c-5c14207f60c3,2026-06-01,20209.00,20209.00,0.00,paid
00000000-0000-0000-0000-000000000001,011b7d1c-5697-5394-c05b-fa0473640657,261c6838-0d2b-4ef8-b7c0-722341418ce5,invoices,83946230-9e45-42e7-ae72-6abb6465a64b,2026-07-01,20410.00,20410.00,0.00,paid
00000000-0000-0000-0000-000000000001,011b7d1c-5697-5394-c05b-fa0473640657,261c6838-0d2b-4ef8-b7c0-722341418ce5,invoices,0df4e4e5-62d0-4980-b31e-85270d2035c1,2026-08-01,20457.00,20457.00,0.00,paid
00000000-0000-0000-0000-000000000001,01af6f97-6cb1-4799-9476-493b8af42437,65441d96-c57b-4b05-b65b-a7ff2a0b9127,invoices,1a1b13db-a8bf-48fc-a2ec-1c83a71755db,2026-07-01,13500.00,13500.00,0.00,paid
00000000-0000-0000-0000-000000000001,01af6f97-6cb1-4799-9476-493b8af42437,65441d96-c57b-4b05-b65b-a7ff2a0b9127,invoices,00b1c9e6-5a39-443e-9070-7e37c3ee20c0,2026-08-01,15577.00,15577.00,0.00,paid
00000000-0000-0000-0000-000000000001,02295215-68ff-b712-391f-44370ddab3fc,fc63a4a8-0b3e-406f-8ccb-2105eec8e19b,invoices,16bc3f9a-311e-4545-add4-a09b5ce107b0,2024-09-01,13500.00,13500.00,0.00,paid
00000000-0000-0000-0000-000000000001,02295215-68ff-b712-391f-44370ddab3fc,fc63a4a8-0b3e-406f-8ccb-2105eec8e19b,invoices,311769b5-8094-4bdc-ad03-2599dea1c2cc,2024-09-02,1000.00,1000.00,0.00,paid
00000000-0000-0000-0000-000000000001,02295215-68ff-b712-391f-44370ddab3fc,fc63a4a8-0b3e-406f-8ccb-2105eec8e19b,invoices,ace9f58b-9e1a-4aec-a820-a8c043b4d0c1,2024-10-01,14580.00,14580.00,0.00,paid
00000000-0000-0000-0000-000000000001,02295215-68ff-b712-391f-44370ddab3fc,fc63a4a8-0b3e-406f-8ccb-2105eec8e19b,invoices,3a850fca-8cce-48bf-80d9-da580f2f4977,2024-11-01,13746.00,13746.00,0.00,paid
00000000-0000-0000-0000-000000000001,02295215-68ff-b712-391f-44370ddab3fc,fc63a4a8-0b3e-406f-8ccb-2105eec8e19b,invoices,b4cac359-1ffa-4915-be19-8d31425852c9,2024-12-01,14490.00,14490.00,0.00,paid
00000000-0000-0000-0000-000000000001,02295215-68ff-b712-391f-44370ddab3fc,fc63a4a8-0b3e-406f-8ccb-2105eec8e19b,invoices,9d8c6593-9a38-43f8-9261-df4bd0f47383,2025-01-01,14089.00,14089.00,0.00,paid
00000000-0000-0000-0000-000000000001,02295215-68ff-b712-391f-44370ddab3fc,fc63a4a8-0b3e-406f-8ccb-2105eec8e19b,invoices,5c97fdf5-4cab-435f-9885-1baa9a25b0ea,2025-02-01,14740.00,14740.00,0.00,paid
00000000-0000-0000-0000-000000000001,02295215-68ff-b712-391f-44370ddab3fc,fc63a4a8-0b3e-406f-8ccb-2105eec8e19b,invoices,7ec1aab6-f4a0-4803-bdc4-5755b53158c2,2025-03-01,14900.00,14900.00,0.00,paid
00000000-0000-0000-0000-000000000001,02295215-68ff-b712-391f-44370ddab3fc,fc63a4a8-0b3e-406f-8ccb-2105eec8e19b,invoices,4771e810-b758-4674-93a7-c31359642497,2025-04-01,13787.00,13787.00,0.00,paid
00000000-0000-0000-0000-000000000001,02295215-68ff-b712-391f-44370ddab3fc,fc63a4a8-0b3e-406f-8ccb-2105eec8e19b,invoices,8cabe23b-c5e4-497a-8a46-e68d5f16cb83,2025-05-01,16480.00,16480.00,0.00,paid
00000000-0000-0000-0000-000000000001,02295215-68ff-b712-391f-44370ddab3fc,fc63a4a8-0b3e-406f-8ccb-2105eec8e19b,invoices,e64fe2d3-14af-47e9-80a5-dc1f344350da,2025-06-01,15957.00,15957.00,0.00,paid
00000000-0000-0000-0000-000000000001,02295215-68ff-b712-391f-44370ddab3fc,fc63a4a8-0b3e-406f-8ccb-2105eec8e19b,invoices,fea19a3a-29b4-41ce-97be-b2aea60c977c,2025-07-01,16270.00,16270.00,0.00,paid
00000000-0000-0000-0000-000000000001,02295215-68ff-b712-391f-44370ddab3fc,fc63a4a8-0b3e-406f-8ccb-2105eec8e19b,invoices,2eb3c6f8-2ee4-4739-a606-435ed9e0a6cc,2025-08-01,14334.00,14334.00,0.00,paid
00000000-0000-0000-0000-000000000001,02295215-68ff-b712-391f-44370ddab3fc,fc63a4a8-0b3e-406f-8ccb-2105eec8e19b,invoices,a1780422-a587-4a9c-8468-83bf7fccd809,2025-08-04,2250.00,2250.00,0.00,paid
00000000-0000-0000-0000-000000000001,02295215-68ff-b712-391f-44370ddab3fc,fc63a4a8-0b3e-406f-8ccb-2105eec8e19b,invoices,2d363fdd-4d3b-4c8e-8247-44cf5435c453,2025-09-01,1485.00,1485.00,0.00,paid
00000000-0000-0000-0000-000000000001,024cbfa9-4c24-ccad-9d51-c10966293351,2a75ba7a-e5ca-4409-ae0f-8efe8993c4ea,invoices,c12abf78-b732-4d15-9115-480e008d0ea2,2026-02-01,14143.00,14143.00,0.00,paid
00000000-0000-0000-0000-000000000001,024cbfa9-4c24-ccad-9d51-c10966293351,2a75ba7a-e5ca-4409-ae0f-8efe8993c4ea,invoices,214d5c4e-3100-444b-b978-6291d6bda8fc,2026-03-01,19276.00,19276.00,0.00,paid
00000000-0000-0000-0000-000000000001,024cbfa9-4c24-ccad-9d51-c10966293351,2a75ba7a-e5ca-4409-ae0f-8efe8993c4ea,invoices,9420de5b-beb1-4cf1-9d1c-599fd74a7679,2026-04-01,20170.00,20170.00,0.00,paid
00000000-0000-0000-0000-000000000001,024cbfa9-4c24-ccad-9d51-c10966293351,2a75ba7a-e5ca-4409-ae0f-8efe8993c4ea,invoices,3aec5030-42f0-4677-a7c1-9bb31bdedf4a,2026-05-01,2250.00,2250.00,0.00,paid
00000000-0000-0000-0000-000000000001,024cbfa9-4c24-ccad-9d51-c10966293351,2a75ba7a-e5ca-4409-ae0f-8efe8993c4ea,invoices,6a3ed4a5-541f-445a-808a-f85851190bc4,2026-05-01,12351.00,12351.00,0.00,paid
00000000-0000-0000-0000-000000000001,024cbfa9-4c24-ccad-9d51-c10966293351,2a75ba7a-e5ca-4409-ae0f-8efe8993c4ea,invoices,6a3ed4a5-541f-445a-808a-f85851190bc4,2026-05-01,12355.00,12355.00,0.00,paid
00000000-0000-0000-0000-000000000001,024cbfa9-4c24-ccad-9d51-c10966293351,2a75ba7a-e5ca-4409-ae0f-8efe8993c4ea,invoices,3aec5030-42f0-4677-a7c1-9bb31bdedf4a,2026-05-01,2250.00,2250.00,0.00,paid
00000000-0000-0000-0000-000000000001,0278721a-a690-833b-298a-16a351fb7a3a,6555e453-3efe-45a0-9b81-711fbf2d0726,invoices,e6c6960a-a54a-4d07-b6d3-30cde431335f,2025-06-01,19500.00,19500.00,0.00,paid
00000000-0000-0000-0000-000000000001,0278721a-a690-833b-298a-16a351fb7a3a,6555e453-3efe-45a0-9b81-711fbf2d0726,invoices,7073c60c-f118-4aba-a87f-275f940bdb3b,2025-07-01,21390.00,21390.00,0.00,paid
00000000-0000-0000-0000-000000000001,0278721a-a690-833b-298a-16a351fb7a3a,6555e453-3efe-45a0-9b81-711fbf2d0726,invoices,75a3abca-6b8e-4420-a303-7fadc9c69de4,2025-08-01,20962.00,20962.00,0.00,paid
00000000-0000-0000-0000-000000000001,0278721a-a690-833b-298a-16a351fb7a3a,6555e453-3efe-45a0-9b81-711fbf2d0726,invoices,a2ae471f-2c26-4aa9-98d3-049af1e20331,2025-09-01,21391.00,21391.00,0.00,paid
00000000-0000-0000-0000-000000000001,0278721a-a690-833b-298a-16a351fb7a3a,6555e453-3efe-45a0-9b81-711fbf2d0726,invoices,2c1ff024-19c9-40e1-8c7b-d01ac4041685,2025-10-01,21330.00,21330.00,0.00,paid
00000000-0000-0000-0000-000000000001,0278721a-a690-833b-298a-16a351fb7a3a,6555e453-3efe-45a0-9b81-711fbf2d0726,invoices,c3069a98-9043-49a8-a665-90a3384241a3,2025-11-01,20895.00,20895.00,0.00,paid
00000000-0000-0000-0000-000000000001,0278721a-a690-833b-298a-16a351fb7a3a,6555e453-3efe-45a0-9b81-711fbf2d0726,invoices,2411fd0b-e296-458a-b4e1-b5e6e9ddea28,2025-12-01,21075.00,21075.00,0.00,paid
00000000-0000-0000-0000-000000000001,0278721a-a690-833b-298a-16a351fb7a3a,6555e453-3efe-45a0-9b81-711fbf2d0726,invoices,b6b2ddec-53ce-400a-af74-7c6a6fff2a98,2026-01-01,19500.00,19500.00,0.00,paid
00000000-0000-0000-0000-000000000001,0278721a-a690-833b-298a-16a351fb7a3a,6555e453-3efe-45a0-9b81-711fbf2d0726,invoices,a55fabc4-0680-4a10-915c-9bc3d20a3444,2026-02-01,20151.00,20151.00,0.00,paid
00000000-0000-0000-0000-000000000001,0278721a-a690-833b-298a-16a351fb7a3a,6555e453-3efe-45a0-9b81-711fbf2d0726,invoices,6aa6e503-2067-42d7-a898-30bae139661a,2026-03-01,21124.00,21124.00,0.00,paid
00000000-0000-0000-0000-000000000001,0278721a-a690-833b-298a-16a351fb7a3a,6555e453-3efe-45a0-9b81-711fbf2d0726,invoices,aa1c0801-b478-4ab9-8eb5-e7c0c4ebaee6,2026-04-01,20833.00,20833.00,0.00,paid
00000000-0000-0000-0000-000000000001,0278721a-a690-833b-298a-16a351fb7a3a,6555e453-3efe-45a0-9b81-711fbf2d0726,invoices,38a905fa-689c-496a-8636-af778e7e8c80,2026-05-01,21420.00,21420.00,0.00,paid
00000000-0000-0000-0000-000000000001,0278721a-a690-833b-298a-16a351fb7a3a,6555e453-3efe-45a0-9b81-711fbf2d0726,invoices,38a905fa-689c-496a-8636-af778e7e8c80,2026-05-01,21450.00,21450.00,0.00,paid
00000000-0000-0000-0000-000000000001,0278721a-a690-833b-298a-16a351fb7a3a,6555e453-3efe-45a0-9b81-711fbf2d0726,invoices,76d250e6-ef95-4196-9d89-5520f555dc86,2026-06-01,21577.00,21577.00,0.00,paid
00000000-0000-0000-0000-000000000001,0278721a-a690-833b-298a-16a351fb7a3a,6555e453-3efe-45a0-9b81-711fbf2d0726,invoices,601c8d51-5697-4706-a4b6-75c701fdfa95,2026-07-01,21330.00,21330.00,0.00,paid
00000000-0000-0000-0000-000000000001,0278721a-a690-833b-298a-16a351fb7a3a,6555e453-3efe-45a0-9b81-711fbf2d0726,invoices,86e5d137-c011-46d2-a875-5c1c3fbf4d2e,2026-08-01,21918.00,21918.00,0.00,paid
00000000-0000-0000-0000-000000000001,02b429ce-a6d5-6fef-b9c9-9bf315c162d2,09480588-260f-4e91-bcf7-5033ba88e43c,invoices,569165d2-1109-4abd-9f2e-0f333df040d8,2025-04-16,1000.00,1000.00,0.00,paid
00000000-0000-0000-0000-000000000001,02b429ce-a6d5-6fef-b9c9-9bf315c162d2,09480588-260f-4e91-bcf7-5033ba88e43c,invoices,cefe4722-507a-4d05-8483-81c4d3b55cd3,2025-05-01,18390.00,18390.00,0.00,paid
00000000-0000-0000-0000-000000000001,02b429ce-a6d5-6fef-b9c9-9bf315c162d2,09480588-260f-4e91-bcf7-5033ba88e43c,invoices,cbff3555-e82b-4252-90fd-cf0238db2d0e,2025-06-01,21436.00,21436.00,0.00,paid
00000000-0000-0000-0000-000000000001,02b429ce-a6d5-6fef-b9c9-9bf315c162d2,09480588-260f-4e91-bcf7-5033ba88e43c,invoices,5d5f7368-262a-4905-b0ee-8db5990f8a8d,2025-07-01,21100.00,21100.00,0.00,paid
00000000-0000-0000-0000-000000000001,02b429ce-a6d5-6fef-b9c9-9bf315c162d2,09480588-260f-4e91-bcf7-5033ba88e43c,invoices,7b5ed88e-ef9f-492f-b6d6-641a3af1cf66,2025-07-02,2250.00,2250.00,0.00,paid
00000000-0000-0000-0000-000000000001,02b429ce-a6d5-6fef-b9c9-9bf315c162d2,09480588-260f-4e91-bcf7-5033ba88e43c,invoices,3000afd2-5c2a-4052-b34e-bcc9c3e37557,2025-08-01,3396.00,3396.00,0.00,paid
00000000-0000-0000-0000-000000000001,02b429ce-a6d5-6fef-b9c9-9bf315c162d2,09480588-260f-4e91-bcf7-5033ba88e43c,invoices,8d8ef8e6-2b6b-4f5e-bdf1-0fc3d9799965,2025-09-01,160.00,160.00,0.00,paid
00000000-0000-0000-0000-000000000001,0340956c-c19a-d700-7d78-cea190ab08b0,33a67359-b1b2-45e4-8dba-a9001a8d659e,invoices,17d6dfc9-8821-4b16-9940-dd205c7876b4,2025-08-01,12629.00,12629.00,0.00,paid
00000000-0000-0000-0000-000000000001,0340956c-c19a-d700-7d78-cea190ab08b0,33a67359-b1b2-45e4-8dba-a9001a8d659e,invoices,8adb0003-bf28-4b29-bd17-3f3c21698299,2025-08-03,1000.00,1000.00,0.00,paid
00000000-0000-0000-0000-000000000001,0340956c-c19a-d700-7d78-cea190ab08b0,33a67359-b1b2-45e4-8dba-a9001a8d659e,invoices,383a9fa5-d7dc-4990-ad05-e894f5f8ac49,2025-09-01,15240.00,15240.00,0.00,paid
00000000-0000-0000-0000-000000000001,0340956c-c19a-d700-7d78-cea190ab08b0,33a67359-b1b2-45e4-8dba-a9001a8d659e,invoices,26f75b4e-131c-4527-ade3-41c0f520004a,2025-10-01,10510.00,10510.00,0.00,paid
00000000-0000-0000-0000-000000000001,0340956c-c19a-d700-7d78-cea190ab08b0,33a67359-b1b2-45e4-8dba-a9001a8d659e,invoices,a38398a2-f5ea-430d-9f20-b8b9275fed76,2025-10-05,2250.00,2250.00,0.00,paid
00000000-0000-0000-0000-000000000001,0340956c-c19a-d700-7d78-cea190ab08b0,33a67359-b1b2-45e4-8dba-a9001a8d659e,invoices,cc614b83-c854-4812-8b50-fe5a5767d236,2025-11-01,1140.00,1140.00,0.00,paid
00000000-0000-0000-0000-000000000001,0366c854-a2dd-42cd-b83a-7a0affb3fa85,c0fa4ec4-61f4-4502-afd0-f819dff3ab5b,invoices,37c5e7b0-e3ad-450d-9725-7e58c7c2048c,2026-07-23,4500.00,4500.00,0.00,paid
00000000-0000-0000-0000-000000000001,0366c854-a2dd-42cd-b83a-7a0affb3fa85,c0fa4ec4-61f4-4502-afd0-f819dff3ab5b,invoices,08921217-7532-401a-a55c-1cac4e325d16,2026-08-01,15914.00,15914.00,0.00,paid
00000000-0000-0000-0000-000000000001,03ce56c0-8798-b95d-7125-311b80363e74,90df3267-4239-48a4-89aa-4a61e24239bc,invoices,b4736d93-5c63-4aee-ba0a-8e072f4dc8fc,2025-04-01,15008.00,15008.00,0.00,paid
00000000-0000-0000-0000-000000000001,03ce56c0-8798-b95d-7125-311b80363e74,90df3267-4239-48a4-89aa-4a61e24239bc,invoices,3a485219-15b8-4b6f-8f54-c79d27a410a5,2025-05-01,16810.00,16810.00,0.00,paid
00000000-0000-0000-0000-000000000001,03ce56c0-8798-b95d-7125-311b80363e74,90df3267-4239-48a4-89aa-4a61e24239bc,invoices,132e51f9-e700-4ae0-ac20-9c2d1000a22e,2025-06-01,16422.00,16422.00,0.00,paid
00000000-0000-0000-0000-000000000001,03ce56c0-8798-b95d-7125-311b80363e74,90df3267-4239-48a4-89aa-4a61e24239bc,invoices,db7cf6bf-99c8-4e02-bca9-168253a15f99,2025-07-01,16540.00,16540.00,0.00,paid
00000000-0000-0000-0000-000000000001,03ce56c0-8798-b95d-7125-311b80363e74,90df3267-4239-48a4-89aa-4a61e24239bc,invoices,aa756508-839a-4dbc-885e-4821197b53b9,2025-08-01,15928.00,15928.00,0.00,paid
00000000-0000-0000-0000-000000000001,03ce56c0-8798-b95d-7125-311b80363e74,90df3267-4239-48a4-89aa-4a61e24239bc,invoices,999e10c1-8df4-4c23-b71c-24bfa4a19dce,2025-09-01,16112.00,16112.00,0.00,paid
00000000-0000-0000-0000-000000000001,03ce56c0-8798-b95d-7125-311b80363e74,90df3267-4239-48a4-89aa-4a61e24239bc,invoices,5570bc18-e39e-4788-a8be-b86ac978c28b,2025-10-01,16360.00,16360.00,0.00,paid
00000000-0000-0000-0000-000000000001,03ce56c0-8798-b95d-7125-311b80363e74,90df3267-4239-48a4-89aa-4a61e24239bc,invoices,62db5d01-1c1d-4498-a70d-ca029ff11404,2025-11-01,15740.00,15740.00,0.00,paid
00000000-0000-0000-0000-000000000001,03ce56c0-8798-b95d-7125-311b80363e74,90df3267-4239-48a4-89aa-4a61e24239bc,invoices,3ba034ff-8bcf-477e-bc45-725ca68e0e5f,2025-12-01,16120.00,16120.00,0.00,paid
00000000-0000-0000-0000-000000000001,03ce56c0-8798-b95d-7125-311b80363e74,90df3267-4239-48a4-89aa-4a61e24239bc,invoices,87565ada-ee24-42a3-9741-c3acd33f573b,2026-01-01,15306.00,15306.00,0.00,paid
00000000-0000-0000-0000-000000000001,03ce56c0-8798-b95d-7125-311b80363e74,90df3267-4239-48a4-89aa-4a61e24239bc,invoices,6ca5c6cd-7df4-485c-be0d-2efcfd47b6e8,2026-02-01,15554.00,15554.00,0.00,paid
00000000-0000-0000-0000-000000000001,03ce56c0-8798-b95d-7125-311b80363e74,90df3267-4239-48a4-89aa-4a61e24239bc,invoices,f350efa6-e86b-4099-96c9-628fd3aa2aae,2026-03-01,15704.00,15704.00,0.00,paid
00000000-0000-0000-0000-000000000001,03ce56c0-8798-b95d-7125-311b80363e74,90df3267-4239-48a4-89aa-4a61e24239bc,invoices,1a0cd49c-5ac2-4aa3-9abe-9e8b435d6dcd,2026-04-01,15833.00,15833.00,0.00,paid
00000000-0000-0000-0000-000000000001,03ce56c0-8798-b95d-7125-311b80363e74,90df3267-4239-48a4-89aa-4a61e24239bc,invoices,347ec16e-5d53-4b36-b05a-167446febf3e,2026-05-01,16120.00,16120.00,0.00,paid
00000000-0000-0000-0000-000000000001,03ce56c0-8798-b95d-7125-311b80363e74,90df3267-4239-48a4-89aa-4a61e24239bc,invoices,9509d90b-6577-4650-866d-5be2c07c1767,2026-06-01,16515.00,16515.00,0.00,paid
00000000-0000-0000-0000-000000000001,03ce56c0-8798-b95d-7125-311b80363e74,90df3267-4239-48a4-89aa-4a61e24239bc,invoices,eec6ec9b-716a-4885-bcdf-3107ec930418,2026-07-01,16810.00,16810.00,0.00,paid
00000000-0000-0000-0000-000000000001,03ce56c0-8798-b95d-7125-311b80363e74,90df3267-4239-48a4-89aa-4a61e24239bc,invoices,5a3bdef2-a7f6-4a2f-88c3-f82c3c44ca5a,2026-08-01,16918.00,16918.00,0.00,paid
00000000-0000-0000-0000-000000000001,044fabca-8052-c100-2783-a270debc8c40,36c204f1-519c-4729-b424-1ca9d17fff37,invoices,537f2838-5b7e-4e9b-9067-3d9aee062102,2025-07-01,9823.00,9823.00,0.00,paid
00000000-0000-0000-0000-000000000001,044fabca-8052-c100-2783-a270debc8c40,36c204f1-519c-4729-b424-1ca9d17fff37,invoices,c3804860-00a1-45fd-a564-e4cf1e80b88d,2025-07-11,1000.00,1000.00,0.00,paid
00000000-0000-0000-0000-000000000001,044fabca-8052-c100-2783-a270debc8c40,36c204f1-519c-4729-b424-1ca9d17fff37,invoices,cf2da6ae-8ffd-4cee-bb06-8785bdf33fe2,2025-08-01,16306.00,16306.00,0.00,paid
00000000-0000-0000-0000-000000000001,044fabca-8052-c100-2783-a270debc8c40,36c204f1-519c-4729-b424-1ca9d17fff37,invoices,095857b0-8a64-4efb-9dd6-1001fcdef831,2025-08-31,2250.00,2250.00,0.00,paid
00000000-0000-0000-0000-000000000001,044fabca-8052-c100-2783-a270debc8c40,36c204f1-519c-4729-b424-1ca9d17fff37,invoices,3ceb4aaf-50b8-45c8-b045-dc664c5c26c6,2025-09-01,6972.00,6972.00,0.00,paid
00000000-0000-0000-0000-000000000001,044fabca-8052-c100-2783-a270debc8c40,36c204f1-519c-4729-b424-1ca9d17fff37,invoices,d3f2ce89-e7a1-401f-810a-ad813f24eb63,2025-10-01,690.00,690.00,0.00,paid
00000000-0000-0000-0000-000000000001,04ba1c6f-6c06-819d-9ecc-a0c5f795b922,cbde9bdc-2d51-4e5d-a732-1df1160c4b74,invoices,edf374e2-bc21-4132-b9d9-7fc7910a0962,2025-05-01,15500.00,15500.00,0.00,paid
00000000-0000-0000-0000-000000000001,04ba1c6f-6c06-819d-9ecc-a0c5f795b922,cbde9bdc-2d51-4e5d-a732-1df1160c4b74,invoices,f3a9a979-2b10-48c8-8c7c-3d0a3e5e6572,2025-06-01,17515.00,17515.00,0.00,paid
00000000-0000-0000-0000-000000000001,04ba1c6f-6c06-819d-9ecc-a0c5f795b922,cbde9bdc-2d51-4e5d-a732-1df1160c4b74,invoices,a587e4c5-dcce-4161-b9c5-6efb1837dcb3,2025-07-01,17690.00,17690.00,0.00,paid
00000000-0000-0000-0000-000000000001,04ba1c6f-6c06-819d-9ecc-a0c5f795b922,cbde9bdc-2d51-4e5d-a732-1df1160c4b74,invoices,b2d0f833-e3e5-4e18-9504-8e6f6c3749f7,2025-08-01,17267.00,17267.00,0.00,paid
00000000-0000-0000-0000-000000000001,04ba1c6f-6c06-819d-9ecc-a0c5f795b922,cbde9bdc-2d51-4e5d-a732-1df1160c4b74,invoices,379b0c77-ceb7-4df9-8270-80b5c3e386a8,2025-09-01,16771.00,16771.00,0.00,paid
