id,organization_id,maintenance_ticket_id,maintenance_item_id,stock_entry_id,quantity_used,cost_per_unit,total_cost,usage_source,remarks,created_by,created_at
767ba842-f955-4c1d-afbd-b4f94d916f44,00000000-0000-0000-0000-000000000001,8d86ddd2-88ae-48c2-8c5d-dfa12df947e1,80dc7bfc-2b8f-459b-86fa-76ff57c6ba8c,b12fc443-8d9a-40ba-97ce-66a399f8d20e,1,300700,300700,new_purchase,Purchased new and consumed in resolution,bd081ad6-5fe3-4c1d-a919-81b1055efa19,2026-05-20 13:57:53.38883+00
0d3ec95c-d556-44e4-95b3-711a36ba2dc0,00000000-0000-0000-0000-000000000001,8d86ddd2-88ae-48c2-8c5d-dfa12df947e1,80dc7bfc-2b8f-459b-86fa-76ff57c6ba8c,0798af81-573e-4b3e-9f61-b12735c0ffab,1,300700,300700,new_purchase,Purchased new and consumed in resolution,bd081ad6-5fe3-4c1d-a919-81b1055efa19,2026-05-20 13:58:00.043217+00
958b6df4-16dc-47ce-b71a-1f2d1a6b3d76,00000000-0000-0000-0000-000000000001,8d86ddd2-88ae-48c2-8c5d-dfa12df947e1,80dc7bfc-2b8f-459b-86fa-76ff57c6ba8c,ff4ac0b0-1c5b-4819-8302-178608d95952,1,300700,300700,new_purchase,Purchased new and consumed in resolution,bd081ad6-5fe3-4c1d-a919-81b1055efa19,2026-05-20 13:58:07.597867+00
9c862ea5-6683-42e0-b862-b9a75b3af099,00000000-0000-0000-0000-000000000001,3452ec27-2423-4f26-b3e8-61abde88cb0d,a8c5150b-6e9f-4aba-9dd5-aa369a9e4222,f4a57b21-d2fc-4b73-9431-b8558f137f72,1,1948,1948,new_purchase,Purchased new and consumed in resolution,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-05-26 07:58:44.738553+00
24d1c972-0b1a-4262-82b7-c21aa69bf3cb,00000000-0000-0000-0000-000000000001,3452ec27-2423-4f26-b3e8-61abde88cb0d,a8c5150b-6e9f-4aba-9dd5-aa369a9e4222,31827c7e-bb88-4482-ba71-83d3f19ae8fd,1,1948,1948,new_purchase,Purchased new and consumed in resolution,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-05-26 08:00:05.352532+00
af91cb4c-e346-4e5d-87a4-5b518129af03,00000000-0000-0000-0000-000000000001,3452ec27-2423-4f26-b3e8-61abde88cb0d,a8c5150b-6e9f-4aba-9dd5-aa369a9e4222,0efc72d2-279e-4804-8791-2d7db83469bb,1,1948,1948,new_purchase,Purchased new and consumed in resolution,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-05-26 08:00:57.405436+00
7c0efbe2-c6df-4fc9-afca-65a151e84cbf,00000000-0000-0000-0000-000000000001,3452ec27-2423-4f26-b3e8-61abde88cb0d,a8c5150b-6e9f-4aba-9dd5-aa369a9e4222,201b8651-5c36-4211-88a9-1860cace78c2,1,1948,1948,new_purchase,Purchased new and consumed in resolution,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-05-26 08:01:03.915403+00
e6372642-73f8-4736-8496-b298337ccf07,00000000-0000-0000-0000-000000000001,3d7e8e75-3347-4c38-9518-8b60c3c5e3fd,e781fc37-3a87-4ea6-b3ea-e7bb299b5dd8,795d8f01-7e5e-409e-8ff4-f768f98a17ed,1,220,220,new_purchase,Purchased new and consumed in resolution,bd081ad6-5fe3-4c1d-a919-81b1055efa19,2026-06-03 04:47:55.684875+00
7216761f-e8a5-4f1b-99a5-a10564b4198a,00000000-0000-0000-0000-000000000001,3d7e8e75-3347-4c38-9518-8b60c3c5e3fd,e781fc37-3a87-4ea6-b3ea-e7bb299b5dd8,3ef392be-fec5-4159-9082-e2cb2b514559,1,220,220,new_purchase,Purchased new and consumed in resolution,bd081ad6-5fe3-4c1d-a919-81b1055efa19,2026-06-03 04:49:58.746597+00
4af5cf8e-f5b6-4bed-bede-ecb4eae5717d,00000000-0000-0000-0000-000000000001,3d7e8e75-3347-4c38-9518-8b60c3c5e3fd,e781fc37-3a87-4ea6-b3ea-e7bb299b5dd8,3afb489e-b2fb-46b5-ad3a-748572568d84,1,220,220,new_purchase,Purchased new and consumed in resolution,bd081ad6-5fe3-4c1d-a919-81b1055efa19,2026-06-03 04:53:52.681541+00
a8cf208e-bb63-4f12-ac34-a149e22cd672,00000000-0000-0000-0000-000000000001,e2f11fa3-0123-4cab-a9e4-46d077572c09,88cf5349-74f4-4ebb-9d19-0cfc011d3bd8,5779c910-28d0-425b-9627-b1adc90f7033,1,1500,1500,new_purchase,Purchased new and consumed in resolution,f6623646-3abe-4faf-bff7-684ea1f04e96,2026-07-15 03:36:24.870276+00
be72b54d-2c86-430d-8d0b-0d4a0e91ec8c,00000000-0000-0000-0000-000000000001,e2f11fa3-0123-4cab-a9e4-46d077572c09,88cf5349-74f4-4ebb-9d19-0cfc011d3bd8,f635bc5c-6320-4506-8a16-29efbee55f49,1,1500,1500,new_purchase,Purchased new and consumed in resolution,f6623646-3abe-4faf-bff7-684ea1f04e96,2026-07-15 03:36:37.250225+00
2368e30f-58b5-48dd-8672-645e44c3cf23,00000000-0000-0000-0000-000000000001,7934badb-1059-4191-a4f4-a54e31d99bba,88cf5349-74f4-4ebb-9d19-0cfc011d3bd8,47697b77-4e8d-4add-83d0-57827f09d924,1,650,650,new_purchase,Purchased new and consumed in resolution,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-07-16 07:17:48.336033+00
ed69ce79-bc15-4301-8d3d-dff36acebd7f,00000000-0000-0000-0000-000000000001,7934badb-1059-4191-a4f4-a54e31d99bba,88dc5cc6-7338-402b-a444-4891ea25f01e,b5a01e80-8572-4123-acfc-3f2d73fdfc4a,1,450,450,new_purchase,Purchased new and consumed in resolution,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-07-16 07:17:48.676077+00
b526d0f0-039e-41c3-a579-8efad8f343a2,00000000-0000-0000-0000-000000000001,7934badb-1059-4191-a4f4-a54e31d99bba,e7f9f70f-daee-4b34-9de2-011a1a78ea16,10776869-2726-4476-a552-c555677f3934,1,80,80,new_purchase,Purchased new and consumed in resolution,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-07-16 07:17:49.018409+00
763575bd-f56a-47f9-8edf-a938406ab077,00000000-0000-0000-0000-000000000001,7934badb-1059-4191-a4f4-a54e31d99bba,88cf5349-74f4-4ebb-9d19-0cfc011d3bd8,168301b1-3160-4c2c-a401-feb32dc307b1,1,650,650,new_purchase,Purchased new and consumed in resolution,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-07-16 07:36:59.146803+00
1d9e2693-bbcb-4f0d-b186-65f55558be71,00000000-0000-0000-0000-000000000001,7934badb-1059-4191-a4f4-a54e31d99bba,88dc5cc6-7338-402b-a444-4891ea25f01e,3855b745-51ae-4f5c-8b4a-2f8fea1b6efb,1,450,450,new_purchase,Purchased new and consumed in resolution,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-07-16 07:36:59.45467+00
80280024-9874-4723-9a6e-645eb35aeab1,00000000-0000-0000-0000-000000000001,7934badb-1059-4191-a4f4-a54e31d99bba,e7f9f70f-daee-4b34-9de2-011a1a78ea16,96c6b87a-e015-4b75-9dda-d0ae749b670f,1,80,80,new_purchase,Purchased new and consumed in resolution,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-07-16 07:36:59.755007+00
f8c5cbb4-0b90-423e-b5da-9e94e641a6d1,00000000-0000-0000-0000-000000000001,7934badb-1059-4191-a4f4-a54e31d99bba,88cf5349-74f4-4ebb-9d19-0cfc011d3bd8,5a02eb1e-6ec4-4bc1-8905-2ef5299a59fe,1,650,650,new_purchase,Purchased new and consumed in resolution,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-07-16 07:41:20.997404+00
dca50b5c-0ed6-4796-a254-c7e04014f953,00000000-0000-0000-0000-000000000001,7934badb-1059-4191-a4f4-a54e31d99bba,88dc5cc6-7338-402b-a444-4891ea25f01e,15847050-372d-4515-8a4a-a5c15550100f,1,450,450,new_purchase,Purchased new and consumed in resolution,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-07-16 07:41:21.1512+00
18d9eab1-ec11-4c51-a9c6-4ca009c3d4b2,00000000-0000-0000-0000-000000000001,7934badb-1059-4191-a4f4-a54e31d99bba,e7f9f70f-daee-4b34-9de2-011a1a78ea16,4e84282a-f9f7-4c83-824b-5615ae87df95,1,80,80,new_purchase,Purchased new and consumed in resolution,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-07-16 07:41:21.295526+00
f52785bf-5a9d-49e1-a9fd-41f42d9e1cf8,00000000-0000-0000-0000-000000000001,f90ebf64-ee75-41cd-8a53-e97d7aad40da,77513902-5d2c-4be3-a287-e2a0a5772f1c,6dbdab1e-d274-4957-a299-fe0e05bcfc09,1,28,28,new_purchase,Purchased new and consumed in resolution,bd081ad6-5fe3-4c1d-a919-81b1055efa19,2026-07-17 07:41:48.797584+00
131162e9-c405-428c-bfa3-1ac8671b460c,00000000-0000-0000-0000-000000000001,f90ebf64-ee75-41cd-8a53-e97d7aad40da,77513902-5d2c-4be3-a287-e2a0a5772f1c,5bd307a8-0a9e-4ae9-81ae-1c1bd5e062cd,1,28,28,new_purchase,Purchased new and consumed in resolution,bd081ad6-5fe3-4c1d-a919-81b1055efa19,2026-07-17 07:41:51.685625+00
6c05a8d6-b93f-4b26-80e2-41e7d84f2e4f,00000000-0000-0000-0000-000000000001,f130f31f-51cd-41f5-a55e-46d12e05aa48,03fbeec3-8103-4622-9df5-ab6a977763bb,a2b99863-a731-49df-81ff-2f85ee712c21,1,50,50,new_purchase,Purchased new and consumed in resolution,bd081ad6-5fe3-4c1d-a919-81b1055efa19,2026-07-18 11:59:17.967798+00
88ff4cae-af14-48f3-8068-d95f042c8661,00000000-0000-0000-0000-000000000001,f130f31f-51cd-41f5-a55e-46d12e05aa48,03fbeec3-8103-4622-9df5-ab6a977763bb,eb129e39-ee8e-4203-9dda-f7ec5a227ff3,1,50,50,new_purchase,Purchased new and consumed in resolution,bd081ad6-5fe3-4c1d-a919-81b1055efa19,2026-07-18 12:01:14.504176+00
5e38890e-5dc8-4d4e-a7a9-b75e8bec1e6c,00000000-0000-0000-0000-000000000001,f130f31f-51cd-41f5-a55e-46d12e05aa48,03fbeec3-8103-4622-9df5-ab6a977763bb,4ccdc4d1-a393-403e-b242-d9b197d38645,1,50,50,new_purchase,Purchased new and consumed in resolution,bd081ad6-5fe3-4c1d-a919-81b1055efa19,2026-07-18 12:15:08.362147+00
95e7726f-987f-4895-a7f9-4dcaf25d028a,00000000-0000-0000-0000-000000000001,f130f31f-51cd-41f5-a55e-46d12e05aa48,03fbeec3-8103-4622-9df5-ab6a977763bb,c029bdff-7ff3-46af-9e63-04984b3f84f0,1,50,50,new_purchase,Purchased new and consumed in resolution,bd081ad6-5fe3-4c1d-a919-81b1055efa19,2026-07-18 12:15:28.986109+00
284a33e8-2197-4274-b6db-1ce65bd08200,00000000-0000-0000-0000-000000000001,3f7257c9-29d8-41bb-a4d5-18b68bbeba1f,4a51368b-5efa-4531-881a-e60e893e75b0,75a564e4-4972-4283-ad79-bdc2111b455e,1,10002500,10002500,new_purchase,Purchased new and consumed in resolution,bd081ad6-5fe3-4c1d-a919-81b1055efa19,2026-07-28 10:39:20.015398+00
