id,organization_id,tenant_id,allotment_id,adjustment_type,amount,reason,reference_number,adjustment_date,billing_month,property_id,apartment_id,bed_id,created_by,created_at,is_deleted,category,reference_type,reference_id,is_locked,locked_by
fbccb587-10be-452c-8ec8-e7c5435d8467,00000000-0000-0000-0000-000000000001,e6dde6a9-4da9-d1a2-802a-faf5db207e8e,948c83b1-ecc1-440f-9997-479b290ef8a0,credit_note,1000,Onbding charges,null,2025-04-01,2025-04,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,bde00681-ebfc-ef38-4f6e-4906a012de6b,f8438f04-74bb-497b-3e33-ff6f52b77043,null,2026-05-13 07:21:26.530374+00,false,rental_adjustment,null,null,false,null
887b363f-450e-499c-8114-d8488f29bbe6,00000000-0000-0000-0000-000000000001,6162731a-4a9c-e887-e586-1ea574985777,f2f4757e-a36f-4615-8d08-78e18eccf3b7,credit_note,1000,onboding charges,null,2025-01-01,2025-01,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,dd96a329-ec95-e96a-1348-69d976f39cd4,5dd54516-df42-d086-0eef-3495660d438f,null,2026-05-13 07:40:40.056886+00,false,others,null,null,false,null
43afa6e7-2036-4341-bba5-661c2de5616f,00000000-0000-0000-0000-000000000001,e99afa10-6249-3f5b-4364-da75f89e34f9,0299869f-22a5-4429-95e8-27424b5d4291,credit_note,1000,onboding charges,null,2026-02-01,2026-02,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,dd96a329-ec95-e96a-1348-69d976f39cd4,f64ad55d-d5e9-6b9e-9676-efeb66d20201,null,2026-05-13 07:48:09.625267+00,false,others,null,null,false,null
6c797e10-2154-43b5-ad7f-f817e99991ca,00000000-0000-0000-0000-000000000001,e426d68a-16d2-9097-ff7d-ae2521fb52e5,9c588654-a04c-4dad-9514-9aff226de468,credit_note,1000,onboding charges,null,2026-01-05,2026-01,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,77c3a6fd-4651-d880-29aa-abd19c8324df,2564984d-d7f3-5161-99d4-3d648f77f03e,null,2026-05-13 07:50:28.418314+00,false,referral_bonus,null,null,false,null
363606a3-f4dd-4a7b-ae22-e806fcf7371a,00000000-0000-0000-0000-000000000001,af8d560f-407a-4e9b-49e9-88f54d8671f4,56e6630d-239f-4544-99e4-87ae533ed05a,credit_note,1000,onboding charges,null,2025-08-07,2025-08,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,79853a4a-cb02-508c-e041-7e23378aec9c,b3011caa-4f84-1357-f007-ee364043173f,null,2026-05-13 07:52:08.440219+00,false,others,null,null,false,null
4b5eadb5-5403-4977-a4e0-1ebef6912cf8,00000000-0000-0000-0000-000000000001,cda37b51-1bbc-af0d-a560-49af88fdc751,467a4a8e-2db8-4bd3-a0b3-e4d37731be26,credit_note,1000,onboding charges,null,2025-08-24,2025-08,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,79853a4a-cb02-508c-e041-7e23378aec9c,f108b08d-b6c6-e6fe-5782-ba89ca9c16ad,null,2026-05-13 07:54:16.906645+00,false,others,null,null,false,null
0a9a33db-97fe-4e8e-b290-7df6615a4b09,00000000-0000-0000-0000-000000000001,cd2c3f97-4df7-b32f-d0c0-12031beae516,1265235c-5696-491b-925f-044ee29ba97e,credit_note,1000,onboding charges,null,2024-04-02,2024-04,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,79853a4a-cb02-508c-e041-7e23378aec9c,97739f0e-6b90-a7bd-7383-8dd160ac8f81,null,2026-05-13 07:56:00.369768+00,false,others,null,null,false,null
1b0159de-9023-4f9d-930e-5a07531e5f76,00000000-0000-0000-0000-000000000001,cf1318a5-0564-4af6-d90e-c3e76de1ef08,5268e485-491e-40b7-942f-61c133c796bb,credit_note,1000,onboding charges,null,2023-10-01,2023-10,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,5d204545-2f72-b89b-3190-a826b5ab6512,f5f9de92-380f-d57b-ad87-139022e4d27a,null,2026-05-13 08:02:34.483563+00,false,others,null,null,false,null
83ee1a76-80fd-4213-b4f4-2364177a2c7b,00000000-0000-0000-0000-000000000001,49355947-7605-ec5f-7d81-a6597f38d76b,0318d74f-95a7-4ced-92bb-ded9eb88d273,credit_note,1000,null,null,2022-10-15,2022-10,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,5d204545-2f72-b89b-3190-a826b5ab6512,85eff0e3-3d5f-9fe4-005e-7501036edcbb,null,2026-05-13 08:31:03.634237+00,false,others,null,null,false,null
6bf59647-fb74-4637-8522-420dcb5b13bc,00000000-0000-0000-0000-000000000001,950dd22f-78fa-d205-48b3-fe5a5cc7438e,62887698-aebf-475f-9c98-0a212110dd24,credit_note,1000,null,null,2021-12-17,2021-12,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,82b270bf-e567-2deb-5ef3-495baafd7645,5c31f9fd-7275-3511-295a-a2740dc3ff01,null,2026-05-13 08:31:33.165316+00,false,others,null,null,false,null
ab26cd9e-47a2-44c3-baf7-eaab23a5e2c9,00000000-0000-0000-0000-000000000001,251051cf-e3b5-5d37-918f-bf22b4875790,05a7138b-3291-401c-b2bf-28981d85d111,debit_note,219,Rental adjustment,null,2024-09-01,null,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,233cca0e-efcf-e631-d2fc-9997a6ba5706,0b49669f-6579-fa2c-a871-13f7c9f46ae6,null,2026-04-11 09:32:31.720205+00,false,others,null,null,false,null
783c5198-a9d8-4420-9271-a80b9056266c,00000000-0000-0000-0000-000000000001,251051cf-e3b5-5d37-918f-bf22b4875790,05a7138b-3291-401c-b2bf-28981d85d111,debit_note,272,Rental adjustment,null,2024-12-01,null,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,233cca0e-efcf-e631-d2fc-9997a6ba5706,0b49669f-6579-fa2c-a871-13f7c9f46ae6,null,2026-04-11 09:41:15.736921+00,false,others,null,null,false,null
1eb97388-d86c-4206-b8f6-0e0000067c0f,00000000-0000-0000-0000-000000000001,2bd67002-1f8f-faff-efc5-5063dbedf10f,fe2ad17f-410e-481b-ab4d-af0e65a40934,credit_note,1,test,null,2026-05-18,2026-05,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,b0875d50-a469-821b-57c3-03ac62809198,016f303d-6271-385d-c540-0595095bab14,null,2026-05-18 06:31:36.477406+00,true,others,null,null,false,null
b4771414-9085-4bce-ba8c-98609cfd2cc2,00000000-0000-0000-0000-000000000001,66fbcb59-3d06-d8cc-b1d5-53f38a599207,b6b48bf2-25a2-4810-9338-b1847a53c5ed,credit_note,19500,Advance TR From ZOLO,null,2025-01-01,null,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,c2ff0c11-4d1b-7b9b-b93c-aa37c9b6c40b,0dd3b0c2-ddcf-ddb3-1f9f-e19c9273b218,null,2026-04-11 11:12:10.215173+00,false,others,null,null,false,null
5f7fe6e6-13ed-450f-9703-db2d2113200c,00000000-0000-0000-0000-000000000001,d225973a-f437-d98e-4e24-0fb32a7bfbe8,0eaaeaef-9e94-4d72-ab6c-6f4fa8a5eb26,debit_note,600,null,null,2026-02-01,null,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,d2298bb8-a5e5-735a-c8ca-9b18c7daacd6,0e28e491-ba1e-8a78-875b-ab861c7f40e6,null,2026-04-11 11:22:52.987328+00,false,late_fees,null,null,false,null
15f15c6a-ed8f-4846-9354-1a0073d2b15d,00000000-0000-0000-0000-000000000001,f91c2854-a88b-4630-b2a6-c48401e4dd14,5d25f43a-c0a9-4111-b201-e334553b2899,credit_note,1,null,null,2026-05-26,2026-05,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,03edc7c5-4c46-b55e-523d-9fb7be29910b,42541fce-4dd2-805a-5d01-5aa7e5db8726,null,2026-05-26 05:14:10.10461+00,false,rental_adjustment,null,null,false,null
dc5f1c68-20a2-46b4-b7b8-61693dd4f015,00000000-0000-0000-0000-000000000001,c02eb961-2471-c285-9c28-fb9a12aaf70a,c1c258d3-0750-49fb-8d6a-a5a84de41974,debit_note,1600,null,null,2026-03-01,null,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,ffbd5fe0-d9b3-cb55-cfd7-2d72a3498109,6e45aca0-18fa-334d-4711-4da7cc94e30f,null,2026-04-11 11:57:02.480424+00,false,guest_stay,null,null,false,null
41bd303d-1f57-4c5a-b52c-9cfbed536c18,00000000-0000-0000-0000-000000000001,c0791d4c-9325-bf1b-30af-7af648c26338,c55284ff-f120-4606-8d96-29c8ec1ce454,debit_note,661,null,null,2026-03-07,2026-03,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,79853a4a-cb02-508c-e041-7e23378aec9c,e0a547db-d8f2-1e21-a742-6f7c135bd802,null,2026-05-27 10:34:07.604901+00,false,rental_adjustment,null,null,false,null
30ca0fb9-5281-44d2-96d4-888455571af1,00000000-0000-0000-0000-000000000001,2794ccf7-4966-f00d-35d6-34ac17db73ea,29309a70-09a1-4c35-b877-ca27b04ec436,debit_note,2494,Mar-24 till Mar-25 credit card charges,null,2025-03-31,null,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,d2298bb8-a5e5-735a-c8ca-9b18c7daacd6,e5918d8e-46b0-075e-14d9-60f3b60511e3,null,2026-04-12 18:24:57.430819+00,false,cc_charges,null,null,false,null
a30431c1-f668-4076-9f70-054808773d32,00000000-0000-0000-0000-000000000001,df5ea39c-c069-5211-271d-f0d3831adefa,3394785d-ad9b-442e-9c87-3ab4f47b1876,credit_note,500,Referral Bonus,null,2023-10-07,2023-10,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,bde00681-ebfc-ef38-4f6e-4906a012de6b,3a185413-10c3-cb63-5dcd-e49b06ca0d51,null,2026-03-28 04:41:49.875051+00,false,referral_bonus,null,null,false,null
e43d3c6a-c92c-44b9-a5ae-0b8d2ec35cfc,00000000-0000-0000-0000-000000000001,3b27dc97-dafa-0480-7b61-5549a3ea7eee,be99f7a0-c9f6-43b6-9cc5-04577043e0bb,debit_note,500,Late Fees,null,2026-03-13,null,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,03edc7c5-4c46-b55e-523d-9fb7be29910b,93a076cf-52c6-b904-02a9-5b95125d5dfb,null,2026-04-04 10:27:22.091019+00,false,late_fees,null,null,false,null
8c041dac-317a-4972-9f90-bdb2cd6416a2,00000000-0000-0000-0000-000000000001,3b27dc97-dafa-0480-7b61-5549a3ea7eee,be99f7a0-c9f6-43b6-9cc5-04577043e0bb,debit_note,51.54,Credit Card Charges,null,2026-02-08,null,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,03edc7c5-4c46-b55e-523d-9fb7be29910b,93a076cf-52c6-b904-02a9-5b95125d5dfb,null,2026-04-04 10:26:53.658032+00,false,cc_charges,null,null,false,null
9a308bb2-fc0d-4fb9-a1fd-f68379a41afa,00000000-0000-0000-0000-000000000001,b285539d-6e4c-f6f5-ee68-2dc683541067,8199be90-a807-4cdf-9133-819a6efc1905,credit_note,1000,Referral Bonus,null,2025-10-31,2025-11,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,aa73cade-c28c-dc5b-5980-55801ea0d415,50d7a816-da06-6897-ffe0-cb694a257dec,null,2026-03-28 04:41:49.875051+00,false,referral_bonus,null,null,false,null
22879a38-034a-40aa-bee3-c2fe1127ce35,00000000-0000-0000-0000-000000000001,890b32d9-f754-8150-5a18-8a21fcdf3828,57d1d250-caf0-4e54-afe7-757c96a4a181,credit_note,500,Referral Bonus,null,2025-09-08,2025-09,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,bc7f358d-0d6d-f95f-ff80-9089eefdef69,9570bcbc-dd00-294f-7a17-6204b4b0a29b,null,2026-03-28 04:41:49.875051+00,false,referral_bonus,null,null,false,null
1bf1570b-7320-42dc-9802-422856c74f58,00000000-0000-0000-0000-000000000001,890b32d9-f754-8150-5a18-8a21fcdf3828,57d1d250-caf0-4e54-afe7-757c96a4a181,credit_note,500,Referral Bonus,null,2025-09-02,2025-09,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,bc7f358d-0d6d-f95f-ff80-9089eefdef69,9570bcbc-dd00-294f-7a17-6204b4b0a29b,null,2026-03-28 04:41:49.875051+00,false,referral_bonus,null,null,false,null
9da1ee6e-5c13-4ba5-8e7f-092bff629a37,00000000-0000-0000-0000-000000000001,491b8136-32a1-37c5-5253-b53ff3991d86,78f157e9-bdd7-480f-9648-2b00b519de3c,credit_note,1000,Referral Bonus,null,2025-08-29,2025-08,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,4d1dd99b-b75a-70b5-406b-f5e869954002,043aa2fe-9dbb-89ff-b375-28efe0935fa5,null,2026-03-28 04:41:49.875051+00,false,referral_bonus,null,null,false,null
abf61f2e-3fa3-4ee2-b74d-e2c52dbd0110,00000000-0000-0000-0000-000000000001,d77b5c1e-605d-6795-5eee-1e2f9b83e069,f6976df5-ab7b-4cb2-8ce9-e36efe843745,credit_note,1000,Referral Bonus,null,2025-08-29,2025-08,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,4d1dd99b-b75a-70b5-406b-f5e869954002,c1d9a932-7c27-450f-3af9-3a818ace29ad,null,2026-03-28 04:41:49.875051+00,false,referral_bonus,null,null,false,null
ecec8a2b-6210-4aae-b4d3-a8a922b3c5e0,00000000-0000-0000-0000-000000000001,9defe9e8-4059-ba6b-5abd-0d1304e73008,4e78638f-65ec-472b-9991-cea4565d4ea7,credit_note,1000,Referral Bonus,null,2025-08-29,2025-08,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,4d1dd99b-b75a-70b5-406b-f5e869954002,d0016e85-d446-afda-1e0b-51fe21f42f9a,null,2026-03-28 04:41:49.875051+00,false,referral_bonus,null,null,false,null
0f68465c-bd32-4935-9324-a87b9d46e159,00000000-0000-0000-0000-000000000001,d497808b-36e2-ea42-d247-85b4e409078c,6a566076-355d-47b3-840f-1ddcb740c496,credit_note,1000,Referral Bonus,null,2025-08-29,2025-08,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,4d1dd99b-b75a-70b5-406b-f5e869954002,e133f456-e32c-9054-bace-f6d991cd3234,null,2026-03-28 04:41:49.875051+00,false,referral_bonus,null,null,false,null
4de2625d-69a3-49d3-975d-644abb78f813,00000000-0000-0000-0000-000000000001,11e96dd2-92f4-f793-56db-439d5b3de156,3f072df4-ca44-4975-9844-ebd8be4312e0,credit_note,1000,Referral Bonus,null,2025-08-29,2025-08,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,211a2b33-4e94-3da1-7d97-406bc26036f5,3c7a5a03-cf40-42aa-6d97-d087c877b352,null,2026-03-28 04:41:49.875051+00,false,referral_bonus,null,null,false,null
