id,organization_id,tenant_id,allotment_id,old_bed_id,new_bed_id,switch_type,switch_date,effective_date,rent_difference,adjustment_type,status,notes,created_at,old_allotment_id,new_allotment_id,old_property_id,new_property_id,old_apartment_id,new_apartment_id,old_rent,new_rent,deposit_difference,eb_charges,completed_at,cancelled_at,completed_by,cancelled_by
c5af3918-32be-4afc-ad04-aa608893c525,00000000-0000-0000-0000-000000000001,71a9340d-9832-4609-a110-d9b5aaffc020,c8d7a17b-b62f-41d7-8550-bfd1d1fec649,b943869b-b18f-a89f-0396-b63afbee28e9,235bd597-22a1-f0f2-0d40-a0a2f59f41fd,immediate,2026-07-01,2026-07-01,5000,tenant_pays,reversed,null,2026-07-01 05:53:12.566023+00,c8d7a17b-b62f-41d7-8550-bfd1d1fec649,e4d9bffa-07b6-4f98-b1bc-c16180642712,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,bc7f358d-0d6d-f95f-ff80-9089eefdef69,9d5d0096-0b78-a663-1142-be871dfa2bda,14500,19500,7500,199,2026-07-01 05:53:12.537+00,2026-07-01 08:26:41.588+00,8c42685b-f2df-4dec-96bd-0e77b715e33e,8c42685b-f2df-4dec-96bd-0e77b715e33e
a017ffb6-f7f2-4d94-9861-141ba1d1a955,00000000-0000-0000-0000-000000000001,71a9340d-9832-4609-a110-d9b5aaffc020,70452c2a-f59d-452c-8eae-71979521ff54,b943869b-b18f-a89f-0396-b63afbee28e9,235bd597-22a1-f0f2-0d40-a0a2f59f41fd,immediate,2026-07-01,2026-07-01,5000,tenant_pays,completed,null,2026-07-01 08:35:37.726851+00,70452c2a-f59d-452c-8eae-71979521ff54,f70dca28-1fc9-495a-aa3b-8966f09e7f57,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,bc7f358d-0d6d-f95f-ff80-9089eefdef69,9d5d0096-0b78-a663-1142-be871dfa2bda,14500,19500,7500,101,2026-07-01 08:35:37.866+00,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,null
cda27984-d744-40f9-9964-6e4aabca0f19,00000000-0000-0000-0000-000000000001,2d700a6b-44c4-438b-841f-febe1b2c47a7,481d5ba9-f2ad-47b5-85a8-606cab8e96c1,3f71f5af-8bd3-fe23-4d09-0210257ad798,7fd152e9-2f00-0fc6-c8ed-83b426803a4d,future,2026-07-01,2026-07-01,1000,tenant_pays,completed,null,2026-06-29 06:21:55.393364+00,481d5ba9-f2ad-47b5-85a8-606cab8e96c1,32d53862-5d4f-46ee-a5d3-3372c75389c1,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2fc42a4f-fe5a-ae08-0e4e-2c89ca71db85,bde00681-ebfc-ef38-4f6e-4906a012de6b,14500,15500,1500,0,2026-07-01 10:09:07.581+00,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,null
da28d786-5db6-4002-9b1a-a96fcaff6b60,00000000-0000-0000-0000-000000000001,d4890451-59e6-45f4-a75f-b2199aa5a3a7,dad1b29f-8aff-47de-904a-221021ab7353,26ce09f1-599b-0d8d-aa06-c08db6a2dcde,96bb1fe8-5e0d-fdd2-0b6f-94aa78cf0ba2,future,2026-07-16,2026-07-16,0,none,cancelled,null,2026-07-08 09:51:24.932671+00,dad1b29f-8aff-47de-904a-221021ab7353,null,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,b0875d50-a469-821b-57c3-03ac62809198,b0d4d2c8-f6ee-bc16-ffd7-fc33c8db8571,19500,19500,0,76,null,2026-07-17 07:16:18.784+00,null,8c42685b-f2df-4dec-96bd-0e77b715e33e
ac578722-d89d-4b3e-a5f8-7d14588cba88,00000000-0000-0000-0000-000000000001,d926094a-e5b5-4bc7-af79-7f822211d3f3,edccd11e-94f9-462f-b112-ac7a25e14c27,3f71f5af-8bd3-fe23-4d09-0210257ad798,26ce09f1-599b-0d8d-aa06-c08db6a2dcde,future,2026-07-16,2026-07-16,5000,tenant_pays,cancelled,null,2026-07-10 07:21:53.421219+00,edccd11e-94f9-462f-b112-ac7a25e14c27,null,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2fc42a4f-fe5a-ae08-0e4e-2c89ca71db85,b0875d50-a469-821b-57c3-03ac62809198,14500,19500,7500,570,null,2026-07-17 07:16:33.167+00,null,8c42685b-f2df-4dec-96bd-0e77b715e33e
198cfe8a-c8ef-499a-a21b-87e72199d722,00000000-0000-0000-0000-000000000001,d926094a-e5b5-4bc7-af79-7f822211d3f3,edccd11e-94f9-462f-b112-ac7a25e14c27,3f71f5af-8bd3-fe23-4d09-0210257ad798,96bb1fe8-5e0d-fdd2-0b6f-94aa78cf0ba2,immediate,2026-07-17,2026-07-17,5000,tenant_pays,completed,null,2026-07-17 07:16:52.107121+00,edccd11e-94f9-462f-b112-ac7a25e14c27,2cbbaf40-cfba-4ec9-93dd-f9cab8685a47,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2fc42a4f-fe5a-ae08-0e4e-2c89ca71db85,b0d4d2c8-f6ee-bc16-ffd7-fc33c8db8571,14500,19500,7500,651,2026-07-17 07:16:52.708+00,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,null
dae719d6-b612-4ede-9272-45d6d913d103,00000000-0000-0000-0000-000000000001,5ce46f7c-d9f9-426d-be11-5e3b6a2bedb0,bbdf0229-85be-4048-ad84-553cde28b461,717b9b58-969a-8452-088a-972edaf5da24,43a9bdbb-3395-d921-f3e4-2c43057aa600,immediate,2026-07-19,2026-07-19,-1000,credit_tenant,completed,null,2026-07-21 09:49:36.586335+00,bbdf0229-85be-4048-ad84-553cde28b461,eeb747fd-a4c0-4097-a86f-55f604dadabe,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,ffbd5fe0-d9b3-cb55-cfd7-2d72a3498109,dd96a329-ec95-e96a-1348-69d976f39cd4,15500,14500,-1500,805,2026-07-21 09:49:37.732+00,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,null
b4d27b5d-a339-4957-96bc-5dd3247ce9cd,00000000-0000-0000-0000-000000000001,12062e7c-25cc-4c45-8869-abf33c8a981c,a6a2c8c9-399e-49c5-bc51-3f362c903208,1bb2080e-607b-e17c-487b-3fc55b233158,2564984d-d7f3-5161-99d4-3d648f77f03e,future,2026-07-22,2026-07-22,4000,tenant_pays,completed,null,2026-07-08 09:44:20.962885+00,a6a2c8c9-399e-49c5-bc51-3f362c903208,6ca3eea4-73dc-4e3e-809a-bc43ca4d4e08,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,77c3a6fd-4651-d880-29aa-abd19c8324df,77c3a6fd-4651-d880-29aa-abd19c8324df,15500,19500,6000,717,2026-07-22 07:26:52.333+00,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,null
8dbe8c17-44a6-4865-a471-0a77291b529c,00000000-0000-0000-0000-000000000001,9eb73523-a830-4796-9317-1a3f4e9e7254,63c00eb8-28c7-4176-a247-574b0ca40a4c,51597632-5648-1987-017c-c65e2ad300f8,8e25f001-fe3b-3a8e-0754-b8a08d432526,immediate,2026-07-22,2026-07-22,1000,tenant_pays,completed,null,2026-07-22 10:09:32.005776+00,63c00eb8-28c7-4176-a247-574b0ca40a4c,af77c84c-c34c-43ff-a61d-62b390f12d3f,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,10c6863d-07c3-4fc4-94f9-6adc29157ce1,85292340-826d-52c1-65c7-7f2a9eb2c2c4,14500,15500,1500,1148,2026-07-22 10:09:32.96+00,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,null
d7a924e0-915a-482e-ad6c-4a33737e54d9,00000000-0000-0000-0000-000000000001,c2f58086-b0e6-4083-b634-acc444ebc69f,cd9ca88a-0864-48e3-b8e7-296f64e06185,32dfa2d6-dbf8-4dd2-90a0-e664e838b0ac,4692433b-f9b8-9bdd-a2ff-4cd11d36de58,immediate,2026-07-22,2026-07-22,1000,tenant_pays,completed,null,2026-07-22 10:09:48.663561+00,cd9ca88a-0864-48e3-b8e7-296f64e06185,e02f5ad1-ec73-468d-8cb6-27d54cb62b81,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,10c6863d-07c3-4fc4-94f9-6adc29157ce1,85292340-826d-52c1-65c7-7f2a9eb2c2c4,14500,15500,1500,1148,2026-07-22 10:09:49.645+00,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,null
d46b6224-fc61-44a1-a036-2ab36f9b5b82,00000000-0000-0000-0000-000000000001,be2214d4-f4b5-4c51-825a-83cddbfb06f8,45f06c81-d7ff-4111-a873-a9531d7c18b2,0c9684aa-8ff5-082e-bdcd-2f3ddeefce53,fd6cdb68-6242-d6f8-7bf2-78d3e2483220,future,2026-08-03,2026-08-03,5000,tenant_pays,completed,null,2026-07-17 05:08:43.25608+00,45f06c81-d7ff-4111-a873-a9531d7c18b2,d90be848-529b-49b3-ad05-997993e57c0a,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,1b4d1066-8fe4-199b-7b3b-39e4bded9714,1b4d1066-8fe4-199b-7b3b-39e4bded9714,14500,19500,7500,0,2026-08-04 05:28:02.787+00,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,null
510e7c87-6fe1-42d6-b35e-90d3b21661da,00000000-0000-0000-0000-000000000001,918b6526-10a3-4e0e-b3d8-7862211d2485,5c326c75-6587-41cb-a153-ab42deb95efc,5810da0c-60c8-5ffd-72cc-d74b1f3425e9,18323ac7-06c3-e126-fb43-8a9b6cbb53ba,immediate,2026-07-23,2026-07-23,0,none,completed,null,2026-07-24 07:10:53.256942+00,5c326c75-6587-41cb-a153-ab42deb95efc,3cabe0f9-bb7f-492b-b069-bfa191e91033,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,417c9738-a0f7-5a00-1091-37a9fd083dd6,1b4d1066-8fe4-199b-7b3b-39e4bded9714,15500,15500,0,386,2026-07-24 07:10:54.391+00,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,null
38dd4c3a-377c-458e-8d86-7903d9d02fbf,00000000-0000-0000-0000-000000000001,55e6e452-fae2-a5ac-3c12-21424bffbcac,052eaacd-614f-4cac-8bee-618b1549c36d,5964e174-4d85-43f8-388d-3f66a1ecbd0e,7aa135ce-55b9-8787-a51c-fa6c42aad3b2,immediate,2026-07-28,2026-07-28,0,none,completed,null,2026-07-30 05:17:10.271351+00,052eaacd-614f-4cac-8bee-618b1549c36d,6f08860a-522c-400d-b39a-2c974ff6f3cf,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,9d5d0096-0b78-a663-1142-be871dfa2bda,990e8a3e-a69c-7b31-f606-3eeb21e3d4c6,14500,14500,0,5727,2026-07-30 05:17:11.087+00,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,null
dc8cc558-27ae-4ca1-86a2-a0dc6341d1f7,00000000-0000-0000-0000-000000000001,61492721-611b-479f-9815-e09e0d7c95fd,047e4ff5-1a8d-4524-801a-60c70f28caf8,b67440c5-1089-ccdb-bb31-3211a4ee4d0e,5964e174-4d85-43f8-388d-3f66a1ecbd0e,future,2026-08-01,2026-08-01,-1000,credit_tenant,completed,null,2026-07-09 05:35:31.202442+00,047e4ff5-1a8d-4524-801a-60c70f28caf8,a7aee36f-3d41-45fa-b6f5-99d3affc290c,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,9d5d0096-0b78-a663-1142-be871dfa2bda,9d5d0096-0b78-a663-1142-be871dfa2bda,15500,14500,-1500,0,2026-07-30 05:17:33.461+00,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,null
425cd183-0327-45b1-bf43-d760b65f9053,00000000-0000-0000-0000-000000000001,5ce46f7c-d9f9-426d-be11-5e3b6a2bedb0,eeb747fd-a4c0-4097-a86f-55f604dadabe,43a9bdbb-3395-d921-f3e4-2c43057aa600,b67440c5-1089-ccdb-bb31-3211a4ee4d0e,immediate,2026-07-28,2026-07-28,1000,tenant_pays,completed,null,2026-07-30 05:19:51.534884+00,eeb747fd-a4c0-4097-a86f-55f604dadabe,1d8b2085-b87b-4a65-a8c6-ee6b287ba381,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,dd96a329-ec95-e96a-1348-69d976f39cd4,9d5d0096-0b78-a663-1142-be871dfa2bda,14500,15500,1500,552,2026-07-30 05:19:52.383+00,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,null
8e59b26f-2bec-4235-9566-cacdab937821,00000000-0000-0000-0000-000000000001,34e36bb4-6313-46d3-af36-4f9ef75dc0a4,d507ffac-5fb5-480b-b385-262ca3ff3224,b1a13405-1168-9d4a-5a76-9c4953645b2a,41f5e6bc-d64a-b8a7-f9d4-2826bba3d899,immediate,2026-07-28,2026-07-28,1000,tenant_pays,completed,null,2026-07-30 05:20:45.997893+00,d507ffac-5fb5-480b-b385-262ca3ff3224,ca1e5c59-fbe8-4786-b241-43233c852dc1,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,dd96a329-ec95-e96a-1348-69d976f39cd4,9d5d0096-0b78-a663-1142-be871dfa2bda,14500,15500,1500,552,2026-07-30 05:20:46.849+00,null,8c42685b-f2df-4dec-96bd-0e77b715e33e,null
