organization_id,invoice_id,invoice_number,billing_month,total_amount,amount_paid,balance,drift,status
00000000-0000-0000-0000-000000000001,16766b27-b994-403c-a3c1-817d2db072b5,IMPORT/24-03/00021-0,2024-03,19000.00,0,0,19000.00,pending
00000000-0000-0000-0000-000000000001,840beb50-fd4f-45e2-aef7-f0aee951394b,IMPORT/24-04/00022-0,2024-04,20147.00,0,0,20147.00,pending
00000000-0000-0000-0000-000000000001,b3d4a295-cb5d-47ba-a301-a55208dff954,IMPORT/24-05/00023-0,2024-05,19684.00,0,0,19684.00,pending
00000000-0000-0000-0000-000000000001,6dbabace-c4a4-4e95-aff0-125886edb759,IMPORT/24-06/00024-0,2024-06,21201.00,0,0,21201.00,pending
00000000-0000-0000-0000-000000000001,207771c1-d7fa-4386-aacd-f66b704b9c67,IMPORT/24-07/00025-0,2024-07,21070.00,0,0,21070.00,pending
00000000-0000-0000-0000-000000000001,8e3f77f9-6250-4e90-90c1-9b9ece333378,IMPORT/24-08/00026-0,2024-08,20488.00,0,0,20488.00,pending
00000000-0000-0000-0000-000000000001,15810142-9074-4e19-8bbf-66775561eaee,IMPORT/24-09/00027-0,2024-09,19697.00,0,0,19697.00,pending
00000000-0000-0000-0000-000000000001,aaa7534e-0131-4708-bbcf-fd1292ec33e3,IMPORT/24-10/00028-0,2024-10,20560.00,0,0,20560.00,pending
00000000-0000-0000-0000-000000000001,da6cc8d7-0ad3-4e0f-9e90-c0d690e9268b,IMPORT/24-11/00029-0,2024-11,20100.00,0,0,20100.00,pending
00000000-0000-0000-0000-000000000001,110b757d-e9a5-44c1-9d87-3ad8e8d28f66,IMPORT/24-12/00030-0,2024-12,20248.00,0,0,20248.00,pending
00000000-0000-0000-0000-000000000001,40fc14d6-e6b1-47a3-90a9-f837cbf65e1b,IMPORT/25-01/00031-0,2025-01,19476.00,0,0,19476.00,pending
00000000-0000-0000-0000-000000000001,cddd204e-9619-46a8-b004-1bf603e45683,IMPORT/25-02/00032-0,2025-02,19612.00,0,0,19612.00,pending
00000000-0000-0000-0000-000000000001,004fb733-65e7-4e7a-9438-9e003be3b016,IMPORT/25-03/00033-0,2025-03,20148.00,0,0,20148.00,pending
00000000-0000-0000-0000-000000000001,640c4db0-07c5-4842-bfe6-923302cfc389,IMPORT/25-04/00034-0,2025-04,21046.00,0,0,21046.00,pending
00000000-0000-0000-0000-000000000001,ce7372f9-f5fa-4f51-b124-8c44ba29f4ee,IMPORT/25-05/00035-0,2025-05,20444.00,0,0,20444.00,pending
00000000-0000-0000-0000-000000000001,5c3e660e-30fa-4c70-89a7-a86c3a354bb7,IMPORT/25-06/00036-0,2025-06,21515.00,0,0,21515.00,pending
00000000-0000-0000-0000-000000000001,f7427bc4-44e9-4472-85e6-169bca09677f,IMPORT/25-07/00037-0,2025-07,21690.00,0,0,21690.00,pending
00000000-0000-0000-0000-000000000001,40f5196a-a633-4786-8162-17d0716b567b,IMPORT/25-08/00038-0,2025-08,2263.00,0,0,2263.00,pending
00000000-0000-0000-0000-000000000001,d1e74355-89e6-40a5-9828-704e3aadc99c,IMPORT/25-05/00039-0,2025-05,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,451df69f-1a59-4872-aca6-2b541705e4a6,IMPORT/25-05/00040-0,2025-05,14500.00,0,0,14500.00,pending
00000000-0000-0000-0000-000000000001,cd84838b-191a-45b8-a811-6b9156a15c4c,IMPORT/25-06/00041-0,2025-06,2610.00,0,0,2610.00,pending
00000000-0000-0000-0000-000000000001,e2c66070-c3ba-4002-a48c-3ef4531ab702,IMPORT/25-07/00042-0,2025-07,2000.00,0,0,2000.00,pending
00000000-0000-0000-0000-000000000001,e6bd731a-1d8d-47b3-921b-c8b6eb67561b,IMPORT/25-07/00043-0,2025-07,2250.00,0,0,2250.00,pending
00000000-0000-0000-0000-000000000001,15da4db1-cdd2-49d8-aed7-464793ba22e9,IMPORT/25-04/00044-0,2025-04,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,c0c4e9d7-baf2-4738-a825-ce9465951ca3,IMPORT/25-04/00045-0,2025-04,10633.00,0,0,10633.00,pending
00000000-0000-0000-0000-000000000001,3d669ed3-98ce-410b-936b-f0722e5f5b87,IMPORT/25-05/00046-0,2025-05,4842.00,0,0,4842.00,pending
00000000-0000-0000-0000-000000000001,6ed1f01c-9097-4ef2-84e7-70410fecef29,IMPORT/25-05/00047-0,2025-05,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,4b3bedf0-a58d-468d-8c8e-e464daeda79f,IMPORT/25-05/00048-0,2025-05,4212.00,0,0,4212.00,pending
00000000-0000-0000-0000-000000000001,7664cbb5-9760-43fb-ad36-e1e7f3878619,IMPORT/25-05/00049-0,2025-05,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,5e39dbf8-aa32-483b-9f06-4548ebbdfe5c,IMPORT/25-06/00050-0,2025-06,15244.00,0,0,15244.00,pending
00000000-0000-0000-0000-000000000001,2eda85d8-a093-4266-aa54-014801950614,IMPORT/25-07/00051-0,2025-07,17200.00,0,0,17200.00,pending
00000000-0000-0000-0000-000000000001,f3bc381d-00e3-4005-a455-9db52de22eb7,IMPORT/25-08/00052-0,2025-08,2250.00,0,0,2250.00,pending
00000000-0000-0000-0000-000000000001,df142a6a-dcf3-41c8-9b57-0f4c531bf0e2,IMPORT/25-08/00053-0,2025-08,12179.00,0,0,12179.00,pending
00000000-0000-0000-0000-000000000001,88548afe-d2c7-468b-8235-b8cf78d0a404,IMPORT/25-09/00054-0,2025-09,1596.00,0,0,1596.00,pending
00000000-0000-0000-0000-000000000001,f4a28777-ac70-4f06-9bcb-29cdec038764,IMPORT/25-08/00055-0,2025-08,5613.00,0,0,5613.00,pending
00000000-0000-0000-0000-000000000001,aaa90333-3e0f-46ad-8f06-80f4857ad5c9,IMPORT/25-09/00056-0,2025-09,15448.00,0,0,15448.00,pending
00000000-0000-0000-0000-000000000001,b0a4e3b3-3265-4867-bd64-4b5ab41f9cf4,IMPORT/25-10/00057-0,2025-10,17050.00,0,0,17050.00,pending
00000000-0000-0000-0000-000000000001,f72eeebf-9b1d-4094-8ff7-9210c4384599,IMPORT/25-11/00058-0,2025-11,5200.00,0,0,5200.00,pending
00000000-0000-0000-0000-000000000001,bf805a9a-59f3-4ddd-83ed-82fd26769a49,IMPORT/24-01/00059-0,2024-01,6741.00,0,0,6741.00,pending
00000000-0000-0000-0000-000000000001,35ca1993-f238-4cb7-8815-d270291d8d0b,IMPORT/24-01/00060-0,2024-01,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,aee7b830-ffad-40d4-9870-a55ce9c91b5b,IMPORT/24-02/00061-0,2024-02,20375.00,0,0,20375.00,pending
00000000-0000-0000-0000-000000000001,8c69a4a0-1e0d-4c67-bb56-7ca33e47ad52,IMPORT/24-03/00062-0,2024-03,21552.00,0,0,21552.00,pending
00000000-0000-0000-0000-000000000001,f006b4b4-370d-4a01-97de-f4cfae435304,IMPORT/24-04/00063-0,2024-04,21325.00,0,0,21325.00,pending
00000000-0000-0000-0000-000000000001,bf3f4980-acfa-4061-9552-ed812dd6bfba,IMPORT/24-05/00064-0,2024-05,21849.00,0,0,21849.00,pending
00000000-0000-0000-0000-000000000001,76e3de92-e4fe-414a-affd-a8bd9446f95f,IMPORT/24-06/00065-0,2024-06,21759.00,0,0,21759.00,pending
00000000-0000-0000-0000-000000000001,c5fc5de4-c4cf-4fce-afc8-3379e0468e78,IMPORT/24-07/00066-0,2024-07,21400.00,0,0,21400.00,pending
00000000-0000-0000-0000-000000000001,98e2eb51-2eda-4bd7-9391-9086eb1e95f7,IMPORT/24-08/00067-0,2024-08,21480.00,0,0,21480.00,pending
00000000-0000-0000-0000-000000000001,276b3611-168a-411d-9719-544b11b8cf28,IMPORT/24-09/00068-0,2024-09,20386.00,0,0,20386.00,pending
00000000-0000-0000-0000-000000000001,9d697f2e-48bb-46ee-a989-aa11c2814ac3,IMPORT/24-10/00069-0,2024-10,21117.00,0,0,21117.00,pending
00000000-0000-0000-0000-000000000001,a2a75d6f-2c1b-48d9-af3d-562d5bf0a883,IMPORT/24-11/00070-0,2024-11,21232.00,0,0,21232.00,pending
00000000-0000-0000-0000-000000000001,d589d851-3280-4c03-ac27-8ad5430e7bb5,IMPORT/24-12/00071-0,2024-12,19616.00,0,0,19616.00,pending
00000000-0000-0000-0000-000000000001,ff42c3fd-6e7a-40bd-b382-87d29cc8f897,IMPORT/25-01/00072-0,2025-01,21511.00,0,0,21511.00,pending
00000000-0000-0000-0000-000000000001,f65e89bb-f91d-421f-8669-2ea1cd6373fa,IMPORT/25-02/00073-0,2025-02,21759.00,0,0,21759.00,pending
00000000-0000-0000-0000-000000000001,ba9ac118-e747-43a4-b123-38c29b31e95b,IMPORT/25-03/00074-0,2025-03,21688.00,0,0,21688.00,pending
00000000-0000-0000-0000-000000000001,17e8eb59-f28b-4721-9f61-f73c6786d023,IMPORT/25-04/00075-0,2025-04,20840.00,0,0,20840.00,pending
00000000-0000-0000-0000-000000000001,709a6556-4045-4b98-a03e-1af2dbcb472f,IMPORT/25-05/00076-0,2025-05,23010.00,0,0,23010.00,pending
00000000-0000-0000-0000-000000000001,d082f25c-00f5-40c9-9b8d-bec32fea50b9,IMPORT/25-06/00077-0,2025-06,23282.00,0,0,23282.00,pending
00000000-0000-0000-0000-000000000001,1a7f03aa-476b-451d-8bf3-d58e2cead00b,IMPORT/25-07/00078-0,2025-07,23490.00,0,0,23490.00,pending
00000000-0000-0000-0000-000000000001,f6832789-97cf-4fee-add9-0473d024dce4,IMPORT/25-08/00079-0,2025-08,23251.00,0,0,23251.00,pending
00000000-0000-0000-0000-000000000001,816cd290-61d6-492d-ac1c-cb94f30916d1,IMPORT/25-09/00080-0,2025-09,22259.00,0,0,22259.00,pending
00000000-0000-0000-0000-000000000001,3bfded16-a759-424a-ae83-d4e2ad1b3e42,IMPORT/25-10/00081-0,2025-10,22860.00,0,0,22860.00,pending
00000000-0000-0000-0000-000000000001,ea0b7666-55e2-46a7-8821-bb762bbd242c,IMPORT/25-11/00082-0,2025-11,22259.00,0,0,22259.00,pending
00000000-0000-0000-0000-000000000001,c906d0a2-d2e9-4550-b8c8-01678505f686,IMPORT/25-12/00083-0,2025-12,22170.00,0,0,22170.00,pending
00000000-0000-0000-0000-000000000001,e1ee177b-bb89-4802-93f4-d7ca6f58aedf,IMPORT/23-04/00084-0,2023-04,1360.00,0,0,1360.00,pending
00000000-0000-0000-0000-000000000001,e344b15b-d477-47e1-9aee-7f1e4a9c1879,IMPORT/23-05/00085-0,2023-05,11500.00,0,0,11500.00,pending
00000000-0000-0000-0000-000000000001,82bc8fea-e609-4f74-b631-8dde73a3e006,IMPORT/23-06/00086-0,2023-06,13050.00,0,0,13050.00,pending
00000000-0000-0000-0000-000000000001,43888d05-691e-4b3e-abf4-84f8a6a0e600,IMPORT/23-07/00087-0,2023-07,13330.00,0,0,13330.00,pending
00000000-0000-0000-0000-000000000001,efaea9a4-96a1-43d5-ae73-1a1698db9b47,IMPORT/23-08/00088-0,2023-08,13391.00,0,0,13391.00,pending
00000000-0000-0000-0000-000000000001,78099f5e-20dc-4da0-8db8-029554c7879e,IMPORT/23-09/00089-0,2023-09,13112.00,0,0,13112.00,pending
00000000-0000-0000-0000-000000000001,ee164c75-c15f-4485-b4c6-b248fa482055,IMPORT/23-10/00090-0,2023-10,13120.00,0,0,13120.00,pending
00000000-0000-0000-0000-000000000001,38f31cf1-e8e1-4a94-b8cd-8d7e2153085a,IMPORT/23-10/00091-0,2023-10,13.00,0,0,13.00,pending
00000000-0000-0000-0000-000000000001,4c55220f-aa3e-4218-8f4b-878cc88f03ee,IMPORT/23-11/00092-0,2023-11,12802.00,0,0,12802.00,pending
00000000-0000-0000-0000-000000000001,c5d3225a-58e7-4832-a1fd-00e1345438ae,IMPORT/23-12/00093-0,2023-12,13450.00,0,0,13450.00,pending
00000000-0000-0000-0000-000000000001,4c67a636-6f74-40e9-bfd7-b90a95554c05,IMPORT/24-01/00094-0,2024-01,12072.00,0,0,12072.00,pending
00000000-0000-0000-0000-000000000001,b1856886-fb57-4468-8029-3ecbad698f7f,IMPORT/24-02/00095-0,2024-02,13170.00,0,0,13170.00,pending
00000000-0000-0000-0000-000000000001,7581cb1a-e69b-4895-b7d8-5b8a4fededf1,IMPORT/24-03/00096-0,2024-03,14102.00,0,0,14102.00,pending
00000000-0000-0000-0000-000000000001,a1230e9c-c102-412c-8305-1110334a8c26,IMPORT/24-04/00097-0,2024-04,14767.00,0,0,14767.00,pending
00000000-0000-0000-0000-000000000001,a945bca0-8d6b-47e1-835f-c322541b8814,IMPORT/24-04/00098-0,2024-04,1500.00,0,0,1500.00,pending
00000000-0000-0000-0000-000000000001,cf647502-cacb-4244-b663-a802fdfd973a,IMPORT/24-05/00099-0,2024-05,15040.00,0,0,15040.00,pending
00000000-0000-0000-0000-000000000001,18730254-7aa2-4a84-bcc7-2468c1426dfd,IMPORT/24-06/00100-0,2024-06,13000.00,0,0,13000.00,pending
00000000-0000-0000-0000-000000000001,a837ace6-89cb-4a27-9d76-5f14fb65decf,IMPORT/24-07/00101-0,2024-07,13000.00,0,0,13000.00,pending
00000000-0000-0000-0000-000000000001,6ab8d4b9-35ba-4583-bf04-b2db3c74a2c6,IMPORT/24-08/00102-0,2024-08,15573.00,0,0,15573.00,pending
00000000-0000-0000-0000-000000000001,72b823d5-6864-450c-ad72-2502d3c68aa1,IMPORT/24-10/00103-0,2024-10,1.00,0,0,1.00,pending
00000000-0000-0000-0000-000000000001,17d6dfc9-8821-4b16-9940-dd205c7876b4,IMPORT/25-08/00104-0,2025-08,12629.00,0,0,12629.00,pending
00000000-0000-0000-0000-000000000001,8adb0003-bf28-4b29-bd17-3f3c21698299,IMPORT/25-08/00105-0,2025-08,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,383a9fa5-d7dc-4990-ad05-e894f5f8ac49,IMPORT/25-09/00106-0,2025-09,15240.00,0,0,15240.00,pending
00000000-0000-0000-0000-000000000001,26f75b4e-131c-4527-ade3-41c0f520004a,IMPORT/25-10/00107-0,2025-10,10510.00,0,0,10510.00,pending
00000000-0000-0000-0000-000000000001,a38398a2-f5ea-430d-9f20-b8b9275fed76,IMPORT/25-10/00108-0,2025-10,2250.00,0,0,2250.00,pending
00000000-0000-0000-0000-000000000001,cc614b83-c854-4812-8b50-fe5a5767d236,IMPORT/25-11/00109-0,2025-11,1140.00,0,0,1140.00,pending
00000000-0000-0000-0000-000000000001,c0347390-c6a4-4163-b442-24395e7c0046,IMPORT/25-01/00110-0,2025-01,9870.00,0,0,9870.00,pending
00000000-0000-0000-0000-000000000001,31a795f0-3c23-46ff-9ed2-a3c8aa4918d2,IMPORT/25-01/00111-0,2025-01,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,118865f3-5645-4061-853e-802625ad2358,IMPORT/25-02/00112-0,2025-02,19576.00,0,0,19576.00,pending
00000000-0000-0000-0000-000000000001,220809d2-6f4b-42ba-a1aa-f663b2b88c57,IMPORT/25-03/00113-0,2025-03,20176.00,0,0,20176.00,pending
00000000-0000-0000-0000-000000000001,b5902887-243f-41fd-88e0-31012535e38c,IMPORT/25-04/00114-0,2025-04,20891.00,0,0,20891.00,pending
00000000-0000-0000-0000-000000000001,bff09505-b6b8-462d-85e0-e4cb3f0a9b77,IMPORT/25-05/00115-0,2025-05,21810.00,0,0,21810.00,pending
00000000-0000-0000-0000-000000000001,1ef86491-a6fc-4145-9776-d38cf04b5a13,IMPORT/25-06/00116-0,2025-06,21639.00,0,0,21639.00,pending
00000000-0000-0000-0000-000000000001,f7963db3-50a8-415a-80d8-2adeae37eba2,IMPORT/25-07/00117-0,2025-07,21630.00,0,0,21630.00,pending
00000000-0000-0000-0000-000000000001,150de18e-129e-4e82-b074-b4615422b3b9,IMPORT/25-08/00118-0,2025-08,21484.00,0,0,21484.00,pending
00000000-0000-0000-0000-000000000001,64600b87-5a7e-45d6-90fa-72eba8e2e363,IMPORT/25-09/00119-0,2025-09,20988.00,0,0,20988.00,pending
00000000-0000-0000-0000-000000000001,cdeb32f0-898c-41dd-ad03-b6c43d874faf,IMPORT/25-10/00120-0,2025-10,153.00,0,0,153.00,pending
00000000-0000-0000-0000-000000000001,254fb58a-b754-40d0-be26-47cb4f8f6f5f,IMPORT/25-10/00121-0,2025-10,2250.00,0,0,2250.00,pending
00000000-0000-0000-0000-000000000001,5032ab95-dcc5-46cc-8a2c-63e51958c7bb,IMPORT/25-10/00122-0,2025-10,4585.00,0,0,4585.00,pending
00000000-0000-0000-0000-000000000001,febfb7a9-24bc-4b2e-91a9-7711703bf17c,IMPORT/25-11/00123-0,2025-11,102.00,0,0,102.00,pending
00000000-0000-0000-0000-000000000001,dc8a8aca-37a3-469f-8465-e5508d761936,IMPORT/25-06/00124-0,2025-06,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,31863f22-cec6-4b1e-9a6e-000b7c52a396,IMPORT/25-07/00125-0,2025-07,14500.00,0,0,14500.00,pending
00000000-0000-0000-0000-000000000001,4be22a31-9e51-48d6-b002-d8270b7b22eb,IMPORT/25-08/00126-0,2025-08,15926.00,0,0,15926.00,pending
00000000-0000-0000-0000-000000000001,14baa2e6-7d8b-41ef-bdf3-54cd4ea50eaa,IMPORT/25-09/00127-0,2025-09,10312.00,0,0,10312.00,pending
00000000-0000-0000-0000-000000000001,04ea8088-763c-42ff-908e-a03a5b6c60f0,IMPORT/25-10/00128-0,2025-10,260.00,0,0,260.00,pending
00000000-0000-0000-0000-000000000001,fdab80b3-06f4-4949-9ea2-89b154a26c8a,IMPORT/25-12/00129-0,2025-12,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,543205be-03af-4ab9-b5fe-bd9393bc23e0,IMPORT/24-07/00130-0,2024-07,19232.00,0,0,19232.00,pending
00000000-0000-0000-0000-000000000001,f54d58f2-d31d-4859-a6c3-ef9a23bfb8c1,IMPORT/24-08/00131-0,2024-08,18178.00,0,0,18178.00,pending
00000000-0000-0000-0000-000000000001,ab87c987-f165-48e4-b5e2-1f74f2bf7635,IMPORT/24-09/00132-0,2024-09,17992.00,0,0,17992.00,pending
00000000-0000-0000-0000-000000000001,567eef7d-1e0c-4c67-9792-49deb1934766,IMPORT/24-09/00133-0,2024-09,8.00,0,0,8.00,pending
00000000-0000-0000-0000-000000000001,8ca163f4-4bf2-4b19-b0a2-06ae67e443b8,IMPORT/24-10/00134-0,2024-10,18230.00,0,0,18230.00,pending
00000000-0000-0000-0000-000000000001,f8ee7e12-1d37-4eb6-b77a-64fc4e08fb9d,IMPORT/24-11/00135-0,2024-11,18333.00,0,0,18333.00,pending
00000000-0000-0000-0000-000000000001,8b74f103-d076-441e-96bb-47159e4c00e7,IMPORT/24-12/00136-0,2024-12,2250.00,0,0,2250.00,pending
00000000-0000-0000-0000-000000000001,51d95ddd-7527-4ff3-a330-dc5d4f3378e1,IMPORT/24-12/00137-0,2024-12,14400.00,0,0,14400.00,pending
00000000-0000-0000-0000-000000000001,46780387-d25e-4d79-97ca-123f425b0967,IMPORT/25-01/00138-0,2025-01,575.00,0,0,575.00,pending
00000000-0000-0000-0000-000000000001,f8475641-4d3a-4a28-b773-bee3cf938d53,IMPORT/25-07/00139-0,2025-07,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,79af6c03-0d5d-4e04-92b8-bc7e6af21371,IMPORT/25-07/00140-0,2025-07,2339.00,0,0,2339.00,pending
00000000-0000-0000-0000-000000000001,9b9f2df5-c5eb-499b-93d7-20d185ba8498,IMPORT/25-08/00141-0,2025-08,14905.00,0,0,14905.00,pending
00000000-0000-0000-0000-000000000001,27058ca7-cfed-44ff-8168-3014dcdfc3a9,IMPORT/25-09/00142-0,2025-09,13491.00,0,0,13491.00,pending
00000000-0000-0000-0000-000000000001,c154010f-b728-4de6-be47-420a50552d06,IMPORT/25-02/00143-0,2025-02,12536.00,0,0,12536.00,pending
00000000-0000-0000-0000-000000000001,cd450800-4e7b-43bb-a96a-7af7880d94e0,IMPORT/25-02/00144-0,2025-02,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,de28b2b4-c8d5-4b1e-9093-06474b275167,IMPORT/25-02/00145-0,2025-02,1.00,0,0,1.00,pending
00000000-0000-0000-0000-000000000001,a92c7976-5636-4eb7-9e94-9dda70717b56,IMPORT/25-03/00146-0,2025-03,14092.00,0,0,14092.00,pending
00000000-0000-0000-0000-000000000001,1aa2bf66-9b45-4e38-b9e0-de274fee1e29,IMPORT/25-04/00147-0,2025-04,14922.00,0,0,14922.00,pending
00000000-0000-0000-0000-000000000001,7eb04b23-9f94-459d-a8b0-b758e1c0dd1e,IMPORT/25-05/00148-0,2025-05,15330.00,0,0,15330.00,pending
00000000-0000-0000-0000-000000000001,696ef45e-2627-403d-97d9-35da15c39fe5,IMPORT/25-06/00149-0,2025-06,15825.00,0,0,15825.00,pending
00000000-0000-0000-0000-000000000001,bafbefcd-2bcb-497a-8a78-3bd794ef6c53,IMPORT/25-07/00150-0,2025-07,4697.00,0,0,4697.00,pending
00000000-0000-0000-0000-000000000001,a6a02adb-203d-4a1c-ba82-33a7979effa0,IMPORT/25-08/00151-0,2025-08,420.00,0,0,420.00,pending
00000000-0000-0000-0000-000000000001,7b10315d-273b-4634-9035-df48d577942d,IMPORT/25-03/00152-0,2025-03,12180.00,0,0,12180.00,pending
00000000-0000-0000-0000-000000000001,3269eb48-654c-4798-81f5-9e70afed2587,IMPORT/25-03/00153-0,2025-03,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,e145a99f-c3b5-457a-be65-78de64d8e845,IMPORT/25-04/00154-0,2025-04,16660.00,0,0,16660.00,pending
00000000-0000-0000-0000-000000000001,25de86c2-c1f2-4c09-9396-5c3a80e0ca72,IMPORT/25-05/00155-0,2025-05,18350.00,0,0,18350.00,pending
00000000-0000-0000-0000-000000000001,66d5562b-6411-4ced-8cc0-f86c6096d4d5,IMPORT/25-06/00156-0,2025-06,5032.00,0,0,5032.00,pending
00000000-0000-0000-0000-000000000001,545fd61d-6399-4662-9617-02ccadb20d13,IMPORT/25-07/00157-0,2025-07,505.00,0,0,505.00,pending
00000000-0000-0000-0000-000000000001,78c85ce8-d95e-4df7-ba8a-59b130f2cc68,IMPORT/24-04/00158-0,2024-04,12133.00,0,0,12133.00,pending
00000000-0000-0000-0000-000000000001,0b075e2f-52f0-4833-8fff-55d9ecfdac2d,IMPORT/24-04/00159-0,2024-04,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,c3af7742-906b-49d5-92ff-33595da73dec,IMPORT/24-05/00160-0,2024-05,13783.00,0,0,13783.00,pending
00000000-0000-0000-0000-000000000001,1ba84add-0b59-40ef-9009-353b74f49bb3,IMPORT/24-06/00161-0,2024-06,15759.00,0,0,15759.00,pending
00000000-0000-0000-0000-000000000001,32d0a5b5-61c8-4ceb-8a69-4b743389dcdf,IMPORT/24-07/00162-0,2024-07,15340.00,0,0,15340.00,pending
00000000-0000-0000-0000-000000000001,8e5ef612-d863-4f21-ba18-75dffa228c53,IMPORT/24-08/00163-0,2024-08,15232.00,0,0,15232.00,pending
00000000-0000-0000-0000-000000000001,a08a350d-d0a6-4b1b-b32d-1e6bf4cf7a94,IMPORT/24-09/00164-0,2024-09,15325.00,0,0,15325.00,pending
00000000-0000-0000-0000-000000000001,271e8124-f9d1-411a-881d-a24905a75575,IMPORT/24-10/00165-0,2024-10,14830.00,0,0,14830.00,pending
00000000-0000-0000-0000-000000000001,b8ada7fc-3d13-4abc-8276-e74ddd656868,IMPORT/24-11/00166-0,2024-11,14581.00,0,0,14581.00,pending
00000000-0000-0000-0000-000000000001,e7250342-e24c-4730-a9f1-4aee58f7aa14,IMPORT/24-12/00167-0,2024-12,13945.00,0,0,13945.00,pending
00000000-0000-0000-0000-000000000001,02e92986-d0f6-4acf-b743-5fb747964d95,IMPORT/25-01/00168-0,2025-01,14240.00,0,0,14240.00,pending
