id,expense_id,bed_id,organization_id,allocated_amount,created_at
ae701817-c85e-4b3e-a0f5-2ec91a2c27dd,01c1f14f-50d2-46d5-a82e-ac8a41e3b3f3,3adf68ca-04d2-f3f2-6459-8418efbb3e0a,00000000-0000-0000-0000-000000000001,600.0,2026-04-11 00:09:03.571139+00
a098bd77-2c1f-4e71-9d25-ca490a023528,01c1f14f-50d2-46d5-a82e-ac8a41e3b3f3,7a6a9299-de4c-2a5d-e8f7-c78170295aec,00000000-0000-0000-0000-000000000001,600.0,2026-04-11 00:09:03.571139+00
cbc8a179-9adc-4269-9fbc-9e7cda707499,ba3e404e-00c2-4214-8281-8ab32dfbc05d,caf1f559-25d7-959b-c416-cb63f4ded6cc,00000000-0000-0000-0000-000000000001,1750.0,2026-04-11 00:09:03.571139+00
e5011952-44ab-419c-a80e-d3313945d8b3,ba3e404e-00c2-4214-8281-8ab32dfbc05d,382e6330-c64e-2a4c-b734-e519ba94dc2c,00000000-0000-0000-0000-000000000001,1750.0,2026-04-11 00:09:03.571139+00
ed9d857b-cb18-473a-b66d-f477bd3cae2e,84ee67be-61f3-48de-af11-6f048bae0de0,caf1f559-25d7-959b-c416-cb63f4ded6cc,00000000-0000-0000-0000-000000000001,400.0,2026-04-11 00:09:03.571139+00
99357b6c-744d-4ec7-a086-b5ffdf5da238,84ee67be-61f3-48de-af11-6f048bae0de0,382e6330-c64e-2a4c-b734-e519ba94dc2c,00000000-0000-0000-0000-000000000001,400.0,2026-04-11 00:09:03.571139+00
20a2029c-3b72-4cbe-bb60-cc8d2d420f9f,3f410c97-c277-4885-82d0-727399f723a7,caf1f559-25d7-959b-c416-cb63f4ded6cc,00000000-0000-0000-0000-000000000001,600.0,2026-04-11 00:09:03.571139+00
6a475ad9-95f1-414d-9277-7c2e8aca0465,3f410c97-c277-4885-82d0-727399f723a7,382e6330-c64e-2a4c-b734-e519ba94dc2c,00000000-0000-0000-0000-000000000001,600.0,2026-04-11 00:09:03.571139+00
4ce6b6f5-f6a0-4145-a285-f21d71dfafd9,a1e404ab-f8c2-491c-92e6-91dbc9aa36f5,caf1f559-25d7-959b-c416-cb63f4ded6cc,00000000-0000-0000-0000-000000000001,1250.0,2026-04-11 00:09:03.571139+00
c7519b60-44d0-4c67-bfca-0e3bf4b298c9,a1e404ab-f8c2-491c-92e6-91dbc9aa36f5,382e6330-c64e-2a4c-b734-e519ba94dc2c,00000000-0000-0000-0000-000000000001,1250.0,2026-04-11 00:09:03.571139+00
997c41e5-d8db-4f6b-ab15-449344733f66,f2a71caf-bd50-4454-a6d2-b046b103b82d,caf1f559-25d7-959b-c416-cb63f4ded6cc,00000000-0000-0000-0000-000000000001,600.0,2026-04-11 00:09:03.571139+00
208b1d10-44c0-4609-ad7c-0620c74eb010,f2a71caf-bd50-4454-a6d2-b046b103b82d,382e6330-c64e-2a4c-b734-e519ba94dc2c,00000000-0000-0000-0000-000000000001,600.0,2026-04-11 00:09:03.571139+00
9f0151f8-347b-4d57-a1df-db631b9e4e1e,94c33f9c-5980-4545-9948-b1d3aebf3f8e,caf1f559-25d7-959b-c416-cb63f4ded6cc,00000000-0000-0000-0000-000000000001,1250.0,2026-04-11 00:09:03.571139+00
a228fc6c-4d8f-454e-97a9-15f32fc31c67,94c33f9c-5980-4545-9948-b1d3aebf3f8e,382e6330-c64e-2a4c-b734-e519ba94dc2c,00000000-0000-0000-0000-000000000001,1250.0,2026-04-11 00:09:03.571139+00
b87de953-bd18-492c-a511-9c9d139236a0,41a5e5c1-7bb5-4d35-b08a-00ebeece4932,1f70e1f3-db99-3d9f-94a0-610b383d5702,00000000-0000-0000-0000-000000000001,975.0,2026-04-11 00:09:03.571139+00
934b7fc5-1c7f-4e6f-b6ae-817aa403fb83,41a5e5c1-7bb5-4d35-b08a-00ebeece4932,7c40116d-93d8-18b7-496a-5f628dab192d,00000000-0000-0000-0000-000000000001,975.0,2026-04-11 00:09:03.571139+00
dfaf8c52-70d8-44e3-ae55-412be33a463d,51b435f0-eac6-473f-bc5a-dd5aaa290568,1f70e1f3-db99-3d9f-94a0-610b383d5702,00000000-0000-0000-0000-000000000001,75.0,2026-04-11 00:09:03.571139+00
e1bc6402-a3ac-4b33-87de-2019a6913715,51b435f0-eac6-473f-bc5a-dd5aaa290568,7c40116d-93d8-18b7-496a-5f628dab192d,00000000-0000-0000-0000-000000000001,75.0,2026-04-11 00:09:03.571139+00
bbd919f6-a2ae-47ee-8ffd-cea13229464c,792ecca0-fdb3-4a8a-b228-884b121efed7,1f70e1f3-db99-3d9f-94a0-610b383d5702,00000000-0000-0000-0000-000000000001,300.0,2026-04-11 00:09:03.571139+00
d6377624-b1f9-4788-8fb3-e69eab3c0479,792ecca0-fdb3-4a8a-b228-884b121efed7,7c40116d-93d8-18b7-496a-5f628dab192d,00000000-0000-0000-0000-000000000001,300.0,2026-04-11 00:09:03.571139+00
714e7f88-31b0-4423-9276-bb5937a0cb6b,d5112593-56c5-4c94-9199-cca9090bdcd1,1f70e1f3-db99-3d9f-94a0-610b383d5702,00000000-0000-0000-0000-000000000001,250.0,2026-04-11 00:09:03.571139+00
315810fc-6be4-4d13-bacd-80dadac1c76d,d5112593-56c5-4c94-9199-cca9090bdcd1,7c40116d-93d8-18b7-496a-5f628dab192d,00000000-0000-0000-0000-000000000001,250.0,2026-04-11 00:09:03.571139+00
5fc93fb7-8231-4505-bdc6-d4b50bd5c305,e6e395b4-ed5b-4f11-8c04-cd15f2c515cf,19becc73-ba94-4a59-e2ef-19d1d342aee3,00000000-0000-0000-0000-000000000001,400.0,2026-04-11 00:09:03.571139+00
51f501f7-98fd-4d28-bc53-d53a1e133bc1,e6e395b4-ed5b-4f11-8c04-cd15f2c515cf,25cdb264-370f-4be0-5004-6aeb735c94aa,00000000-0000-0000-0000-000000000001,400.0,2026-04-11 00:09:03.571139+00
3e427c95-0119-418b-bd6b-0eb2b311b8b6,ccea1d1d-9188-4736-8b6f-699c6552686a,19becc73-ba94-4a59-e2ef-19d1d342aee3,00000000-0000-0000-0000-000000000001,200.0,2026-04-11 00:09:03.571139+00
f7ecc88e-d85a-4883-bdb1-5e3b4a3ef7a5,ccea1d1d-9188-4736-8b6f-699c6552686a,25cdb264-370f-4be0-5004-6aeb735c94aa,00000000-0000-0000-0000-000000000001,200.0,2026-04-11 00:09:03.571139+00
c362f55b-e401-4588-81f2-bd315aea5ba8,fa3aa762-0e5e-42f8-9940-b37339eef47f,1f70e1f3-db99-3d9f-94a0-610b383d5702,00000000-0000-0000-0000-000000000001,225.0,2026-04-11 00:09:03.571139+00
3234ce27-bf2a-4815-9df5-48770e248f0d,fa3aa762-0e5e-42f8-9940-b37339eef47f,7c40116d-93d8-18b7-496a-5f628dab192d,00000000-0000-0000-0000-000000000001,225.0,2026-04-11 00:09:03.571139+00
4156571b-e00c-499c-8217-49a6eb39151a,2712c77e-a904-44fc-84b4-9acb9fc117dd,19becc73-ba94-4a59-e2ef-19d1d342aee3,00000000-0000-0000-0000-000000000001,1400.0,2026-04-11 00:09:03.571139+00
fb9244c6-e0fe-42cc-b539-a5ea692f928d,2712c77e-a904-44fc-84b4-9acb9fc117dd,25cdb264-370f-4be0-5004-6aeb735c94aa,00000000-0000-0000-0000-000000000001,1400.0,2026-04-11 00:09:03.571139+00
a3436b2b-769a-49ea-9641-1d6581024215,b3af9ad4-64d3-4057-a728-0105cb90616a,1f70e1f3-db99-3d9f-94a0-610b383d5702,00000000-0000-0000-0000-000000000001,250.0,2026-04-11 00:09:03.571139+00
f1d95611-f4e9-40c5-8e5e-f42a017758fc,b3af9ad4-64d3-4057-a728-0105cb90616a,7c40116d-93d8-18b7-496a-5f628dab192d,00000000-0000-0000-0000-000000000001,250.0,2026-04-11 00:09:03.571139+00
ab3e6aaf-f619-414d-905b-5a155f794d63,d793f877-b8db-4003-8def-2360d999e7b8,19becc73-ba94-4a59-e2ef-19d1d342aee3,00000000-0000-0000-0000-000000000001,1470.0,2026-04-11 00:09:03.571139+00
46a2c1f5-c3e2-4832-8040-8ebe3e65bd81,d793f877-b8db-4003-8def-2360d999e7b8,25cdb264-370f-4be0-5004-6aeb735c94aa,00000000-0000-0000-0000-000000000001,1470.0,2026-04-11 00:09:03.571139+00
84a53d0a-a4c1-4ce7-9bd6-5321d00bc0fe,01958fdf-60c6-4a9f-825d-ba4d86c0fc42,f108b08d-b6c6-e6fe-5782-ba89ca9c16ad,00000000-0000-0000-0000-000000000001,2750.0,2026-04-11 00:09:03.571139+00
083e77ea-9951-4e86-bf38-d3680e8f6a00,01958fdf-60c6-4a9f-825d-ba4d86c0fc42,d6055fee-34a1-8a0d-f508-a9469caccc68,00000000-0000-0000-0000-000000000001,2750.0,2026-04-11 00:09:03.571139+00
6ca15aff-8515-4eec-b0ff-07d98f0b541e,2f575b4e-3399-4a1e-ba4e-ba494ab18512,f108b08d-b6c6-e6fe-5782-ba89ca9c16ad,00000000-0000-0000-0000-000000000001,2000.0,2026-04-11 00:09:03.571139+00
9f1160ff-b1e9-4f76-aabf-79a7e7343afc,2f575b4e-3399-4a1e-ba4e-ba494ab18512,d6055fee-34a1-8a0d-f508-a9469caccc68,00000000-0000-0000-0000-000000000001,2000.0,2026-04-11 00:09:03.571139+00
076e8fa6-a0f6-40a4-aa16-c399f01e9890,5371a2c4-b4eb-4a16-ae60-b191b59ff8ec,f108b08d-b6c6-e6fe-5782-ba89ca9c16ad,00000000-0000-0000-0000-000000000001,6250.0,2026-04-11 00:09:03.571139+00
eadadf86-1a41-4867-8235-6bb389f1f6ac,5371a2c4-b4eb-4a16-ae60-b191b59ff8ec,d6055fee-34a1-8a0d-f508-a9469caccc68,00000000-0000-0000-0000-000000000001,6250.0,2026-04-11 00:09:03.571139+00
4ebdd293-bfac-472b-b1b3-93714670a5af,fe689c30-fc01-4b15-9d31-34f5e752950b,f108b08d-b6c6-e6fe-5782-ba89ca9c16ad,00000000-0000-0000-0000-000000000001,1200.0,2026-04-11 00:09:03.571139+00
e536d483-3cf2-4510-b5c8-960d902cc431,fe689c30-fc01-4b15-9d31-34f5e752950b,d6055fee-34a1-8a0d-f508-a9469caccc68,00000000-0000-0000-0000-000000000001,1200.0,2026-04-11 00:09:03.571139+00
6db57998-c342-4f71-8efd-c53c47fda775,6af2d0ce-1624-43df-8c41-71d1ad9d2356,f108b08d-b6c6-e6fe-5782-ba89ca9c16ad,00000000-0000-0000-0000-000000000001,600.0,2026-04-11 00:09:03.571139+00
31f49e28-b99d-4ee7-a48a-45028ee662a7,6af2d0ce-1624-43df-8c41-71d1ad9d2356,d6055fee-34a1-8a0d-f508-a9469caccc68,00000000-0000-0000-0000-000000000001,600.0,2026-04-11 00:09:03.571139+00
1acd2398-f0d6-4cea-aad0-7027d2a8c035,0ae5d117-6d15-4b86-8848-a19336284fdd,93a076cf-52c6-b904-02a9-5b95125d5dfb,00000000-0000-0000-0000-000000000001,400.0,2026-04-11 00:09:03.571139+00
7b0305ed-59f5-4da0-948a-9e4b3c8d579c,0ae5d117-6d15-4b86-8848-a19336284fdd,7f5d0339-af32-1588-78ab-cfbcebe8e47f,00000000-0000-0000-0000-000000000001,400.0,2026-04-11 00:09:03.571139+00
0d2e5c68-c422-4307-9b78-93e3d4451a8e,8382ef32-b6e6-4784-85d3-161c6ed11177,93a076cf-52c6-b904-02a9-5b95125d5dfb,00000000-0000-0000-0000-000000000001,150.0,2026-04-11 00:09:03.571139+00
8cf9fb8e-93fe-458a-8486-3d55d013befa,8382ef32-b6e6-4784-85d3-161c6ed11177,7f5d0339-af32-1588-78ab-cfbcebe8e47f,00000000-0000-0000-0000-000000000001,150.0,2026-04-11 00:09:03.571139+00
9dfee88c-c48d-41a4-a5a2-7fd738e893fb,b44724ba-8f10-47f3-a949-8bfca766059a,93a076cf-52c6-b904-02a9-5b95125d5dfb,00000000-0000-0000-0000-000000000001,300.0,2026-04-11 00:09:03.571139+00
875c330e-9bed-49a6-bf69-eef1a878c456,b44724ba-8f10-47f3-a949-8bfca766059a,7f5d0339-af32-1588-78ab-cfbcebe8e47f,00000000-0000-0000-0000-000000000001,300.0,2026-04-11 00:09:03.571139+00
b033054f-6262-40e6-9319-229a670c7a4f,c75b7bb0-4ab2-4935-8cd9-623a2769f58a,93a076cf-52c6-b904-02a9-5b95125d5dfb,00000000-0000-0000-0000-000000000001,250.0,2026-04-11 00:09:03.571139+00
a8a44504-deea-4a7e-895d-ea1bcfd436b7,c75b7bb0-4ab2-4935-8cd9-623a2769f58a,7f5d0339-af32-1588-78ab-cfbcebe8e47f,00000000-0000-0000-0000-000000000001,250.0,2026-04-11 00:09:03.571139+00
bd36d6e4-fe9f-4065-b4d5-cb00e0ab8404,ddf2721d-6708-489a-90ca-c815f9a221bb,93a076cf-52c6-b904-02a9-5b95125d5dfb,00000000-0000-0000-0000-000000000001,725.0,2026-04-11 00:09:03.571139+00
e7675511-f1a7-43b1-825d-27f1836289d6,ddf2721d-6708-489a-90ca-c815f9a221bb,7f5d0339-af32-1588-78ab-cfbcebe8e47f,00000000-0000-0000-0000-000000000001,725.0,2026-04-11 00:09:03.571139+00
93adcac3-d973-4a13-83c4-02e2359363bb,c96c6e77-7426-43aa-bc76-921459815a11,93a076cf-52c6-b904-02a9-5b95125d5dfb,00000000-0000-0000-0000-000000000001,90.0,2026-04-11 00:09:03.571139+00
f84ce4ff-eb44-4da9-8dd2-a9c1355c1233,c96c6e77-7426-43aa-bc76-921459815a11,7f5d0339-af32-1588-78ab-cfbcebe8e47f,00000000-0000-0000-0000-000000000001,90.0,2026-04-11 00:09:03.571139+00
9b20d564-f114-4255-a110-1bf436d5f276,1b69f910-3f24-4133-9edd-fcda9331d679,93a076cf-52c6-b904-02a9-5b95125d5dfb,00000000-0000-0000-0000-000000000001,200.0,2026-04-11 00:09:03.571139+00
9e0ef031-bd14-4643-bdc6-bdda7bd26fa8,1b69f910-3f24-4133-9edd-fcda9331d679,7f5d0339-af32-1588-78ab-cfbcebe8e47f,00000000-0000-0000-0000-000000000001,200.0,2026-04-11 00:09:03.571139+00
db0fbd3a-88ac-488d-a090-964d0a9a2443,cb69c52c-c7e8-422e-996f-4a45d5d34c63,93a076cf-52c6-b904-02a9-5b95125d5dfb,00000000-0000-0000-0000-000000000001,400.0,2026-04-11 00:09:03.571139+00
68f8a914-3626-43b7-b504-30a5885f7a3d,cb69c52c-c7e8-422e-996f-4a45d5d34c63,7f5d0339-af32-1588-78ab-cfbcebe8e47f,00000000-0000-0000-0000-000000000001,400.0,2026-04-11 00:09:03.571139+00
c9804833-7506-4c08-8092-5954be5fbbb1,5aea9ac9-6f0e-4775-97ea-38eb6ab7fec7,93a076cf-52c6-b904-02a9-5b95125d5dfb,00000000-0000-0000-0000-000000000001,200.0,2026-04-11 00:09:03.571139+00
84850618-302e-4fa3-ae89-be6c749b151b,5aea9ac9-6f0e-4775-97ea-38eb6ab7fec7,7f5d0339-af32-1588-78ab-cfbcebe8e47f,00000000-0000-0000-0000-000000000001,200.0,2026-04-11 00:09:03.571139+00
500813ae-c143-4f73-8023-ae492dfd0ea9,8735923f-acae-4374-bb41-76ab025a3726,93a076cf-52c6-b904-02a9-5b95125d5dfb,00000000-0000-0000-0000-000000000001,325.0,2026-04-11 00:09:03.571139+00
9a1dce50-c550-46a2-b1a2-194c5e2f1971,8735923f-acae-4374-bb41-76ab025a3726,7f5d0339-af32-1588-78ab-cfbcebe8e47f,00000000-0000-0000-0000-000000000001,325.0,2026-04-11 00:09:03.571139+00
b617d151-2cad-46a0-bf31-ac5dcc95bc17,5c98116e-1d2e-4f53-a565-42c8dbeae21f,7c369e8a-97c2-59de-b4b9-6f506fb0812f,00000000-0000-0000-0000-000000000001,500.0,2026-04-11 00:09:03.571139+00
8327d752-5a82-4aa1-a9f2-0aa7cb769db0,5c98116e-1d2e-4f53-a565-42c8dbeae21f,69a06a67-b0da-0493-6495-0620f46df91c,00000000-0000-0000-0000-000000000001,500.0,2026-04-11 00:09:03.571139+00
4e31adba-5ff3-42c1-a9a7-335889313f29,bbe10a15-7d19-4867-8218-242c1b51eccd,93a076cf-52c6-b904-02a9-5b95125d5dfb,00000000-0000-0000-0000-000000000001,600.0,2026-04-11 00:09:03.571139+00
e1adab88-7a4a-472b-ae1a-4cab351635cd,bbe10a15-7d19-4867-8218-242c1b51eccd,7f5d0339-af32-1588-78ab-cfbcebe8e47f,00000000-0000-0000-0000-000000000001,600.0,2026-04-11 00:09:03.571139+00
fb7a22e7-e96a-4489-9870-c2783cbaf45f,52c6d5b0-642f-4ff2-8f50-bd1c7d82b3b7,93a076cf-52c6-b904-02a9-5b95125d5dfb,00000000-0000-0000-0000-000000000001,225.0,2026-04-11 00:09:03.571139+00
e4e53c62-4275-4e67-8151-ff93ae508294,52c6d5b0-642f-4ff2-8f50-bd1c7d82b3b7,7f5d0339-af32-1588-78ab-cfbcebe8e47f,00000000-0000-0000-0000-000000000001,225.0,2026-04-11 00:09:03.571139+00
ea32b75a-d747-4708-ae71-cd04da0ebe06,24148af8-c926-487b-8b66-77add9c33820,7c369e8a-97c2-59de-b4b9-6f506fb0812f,00000000-0000-0000-0000-000000000001,1500.0,2026-04-11 00:09:03.571139+00
4d32b8e9-58ab-4744-a629-0a0345f3a242,24148af8-c926-487b-8b66-77add9c33820,69a06a67-b0da-0493-6495-0620f46df91c,00000000-0000-0000-0000-000000000001,1500.0,2026-04-11 00:09:03.571139+00
0aedf9a5-e031-49e9-b942-baec642cb0be,bc2b847e-607c-4dab-858d-6457c32d224e,66aab816-d365-9068-e62c-3d82356d8021,00000000-0000-0000-0000-000000000001,600.0,2026-04-11 00:09:03.571139+00
fdc08bc1-b777-4e92-9234-e8cc0e07db41,bc2b847e-607c-4dab-858d-6457c32d224e,f874f74a-642d-0943-eaae-4c54a18982cf,00000000-0000-0000-0000-000000000001,600.0,2026-04-11 00:09:03.571139+00
9bb4999b-6f2a-4882-83ba-430abdf44dac,29c7fc3f-025f-4c9c-83b5-1708f84c4b5a,66aab816-d365-9068-e62c-3d82356d8021,00000000-0000-0000-0000-000000000001,200.0,2026-04-11 00:09:03.571139+00
3cfd2f96-2549-4bf7-a167-2e4b866c34c0,29c7fc3f-025f-4c9c-83b5-1708f84c4b5a,f874f74a-642d-0943-eaae-4c54a18982cf,00000000-0000-0000-0000-000000000001,200.0,2026-04-11 00:09:03.571139+00
d9d83b9a-fa93-42e9-abaf-ee5306f2f920,2992f221-6092-4bf6-8b4b-87afe1972f09,66aab816-d365-9068-e62c-3d82356d8021,00000000-0000-0000-0000-000000000001,225.0,2026-04-11 00:09:03.571139+00
e294c6c9-e6ea-462b-9e9b-e68e01caf8e4,2992f221-6092-4bf6-8b4b-87afe1972f09,f874f74a-642d-0943-eaae-4c54a18982cf,00000000-0000-0000-0000-000000000001,225.0,2026-04-11 00:09:03.571139+00
bfe3f4b1-eaf0-409c-b836-812233f51596,8bffaf9f-8091-4d3d-8aa0-5cfc2d09ddb5,66aab816-d365-9068-e62c-3d82356d8021,00000000-0000-0000-0000-000000000001,1425.0,2026-04-11 00:09:03.571139+00
ef71beed-eecb-4c8f-892d-176c21f1475a,8bffaf9f-8091-4d3d-8aa0-5cfc2d09ddb5,f874f74a-642d-0943-eaae-4c54a18982cf,00000000-0000-0000-0000-000000000001,1425.0,2026-04-11 00:09:03.571139+00
b204d49d-3c3e-4865-bf73-63430c6fef0f,5a825a9e-f100-4449-8172-4bc4c8096401,66aab816-d365-9068-e62c-3d82356d8021,00000000-0000-0000-0000-000000000001,1400.0,2026-04-11 00:09:03.571139+00
6a01813f-cece-4502-b101-0acca4e1dfaf,5a825a9e-f100-4449-8172-4bc4c8096401,f874f74a-642d-0943-eaae-4c54a18982cf,00000000-0000-0000-0000-000000000001,1400.0,2026-04-11 00:09:03.571139+00
d6f631bd-a67f-4968-beee-3215b7681f44,db6c7231-fe50-43a2-bde3-c41f8484dc46,66aab816-d365-9068-e62c-3d82356d8021,00000000-0000-0000-0000-000000000001,250.0,2026-04-11 00:09:03.571139+00
57fe45f7-0096-4fbd-863f-611f367e1bc2,db6c7231-fe50-43a2-bde3-c41f8484dc46,f874f74a-642d-0943-eaae-4c54a18982cf,00000000-0000-0000-0000-000000000001,250.0,2026-04-11 00:09:03.571139+00
b6984936-e20c-469e-8873-cfa38f23c142,48f93853-5c34-43d2-9b6a-2f78efcb54fe,66aab816-d365-9068-e62c-3d82356d8021,00000000-0000-0000-0000-000000000001,400.0,2026-04-11 00:09:03.571139+00
bc074e24-5c1f-4971-ab44-b6e3ae1fa15f,48f93853-5c34-43d2-9b6a-2f78efcb54fe,f874f74a-642d-0943-eaae-4c54a18982cf,00000000-0000-0000-0000-000000000001,400.0,2026-04-11 00:09:03.571139+00
90d00047-a307-492a-a97f-514c143e297b,eba512f5-519b-44db-9469-fd4342da10de,66aab816-d365-9068-e62c-3d82356d8021,00000000-0000-0000-0000-000000000001,350.0,2026-04-11 00:09:03.571139+00
f4ae86a8-f9be-4d2f-9f11-4f5bf99ffb23,eba512f5-519b-44db-9469-fd4342da10de,f874f74a-642d-0943-eaae-4c54a18982cf,00000000-0000-0000-0000-000000000001,350.0,2026-04-11 00:09:03.571139+00
3906e8f9-933f-4aae-9bf9-8d9249aef54c,b29b8aa5-c7d0-454d-9264-d615ca0be781,66aab816-d365-9068-e62c-3d82356d8021,00000000-0000-0000-0000-000000000001,150.0,2026-04-11 00:09:03.571139+00
0088b6a3-d727-45fc-bbee-30d4ef763cac,b29b8aa5-c7d0-454d-9264-d615ca0be781,f874f74a-642d-0943-eaae-4c54a18982cf,00000000-0000-0000-0000-000000000001,150.0,2026-04-11 00:09:03.571139+00
96a5aa46-79db-4c53-b6fd-2528ff3bdbf8,5d8d3f1e-ecff-4ea4-ab20-bc66c1dc6bab,66aab816-d365-9068-e62c-3d82356d8021,00000000-0000-0000-0000-000000000001,150.0,2026-04-11 00:09:03.571139+00
48ceff59-646e-4464-abdd-93bf7b7276b8,5d8d3f1e-ecff-4ea4-ab20-bc66c1dc6bab,f874f74a-642d-0943-eaae-4c54a18982cf,00000000-0000-0000-0000-000000000001,150.0,2026-04-11 00:09:03.571139+00
edeb5312-6302-4cd6-ad2c-4f575b65f0e6,92f42cf0-ae89-44f0-af06-c88ed7171763,66aab816-d365-9068-e62c-3d82356d8021,00000000-0000-0000-0000-000000000001,300.0,2026-04-11 00:09:03.571139+00
c43878f9-a7d9-4f2a-ae9e-9f291ae6f0e0,92f42cf0-ae89-44f0-af06-c88ed7171763,f874f74a-642d-0943-eaae-4c54a18982cf,00000000-0000-0000-0000-000000000001,300.0,2026-04-11 00:09:03.571139+00
d1eb5639-a6cb-497f-b82d-3aacd9878d94,e440e769-cebe-4801-8fdb-e794ccfe56d2,3f71f5af-8bd3-fe23-4d09-0210257ad798,00000000-0000-0000-0000-000000000001,600.0,2026-04-11 00:09:03.571139+00
d0c59143-7e82-4a10-a950-4587659d9e9d,e440e769-cebe-4801-8fdb-e794ccfe56d2,b8e2da25-71c4-1b06-f7dd-e06f7f8f7741,00000000-0000-0000-0000-000000000001,600.0,2026-04-11 00:09:03.571139+00
b21ec4e6-d481-4548-b546-aba48a9e39a8,2bacd342-6f75-4335-9f21-897757e66617,3f71f5af-8bd3-fe23-4d09-0210257ad798,00000000-0000-0000-0000-000000000001,450.0,2026-04-11 00:09:03.571139+00
7b21a983-15ea-4935-950f-dd6f04994a39,2bacd342-6f75-4335-9f21-897757e66617,b8e2da25-71c4-1b06-f7dd-e06f7f8f7741,00000000-0000-0000-0000-000000000001,450.0,2026-04-11 00:09:03.571139+00
e544ae18-d862-47c5-b175-fb3b6c3806b3,fc36b675-79dd-4ba4-962b-a0b3d571de7f,f5f9de92-380f-d57b-ad87-139022e4d27a,00000000-0000-0000-0000-000000000001,500.0,2026-04-11 00:09:03.571139+00
0971dc0d-6bfb-4af8-b6ef-4b90b089f643,fc36b675-79dd-4ba4-962b-a0b3d571de7f,b8451620-5c0d-e318-9cbf-5ecba152b866,00000000-0000-0000-0000-000000000001,500.0,2026-04-11 00:09:03.571139+00
305f6948-c559-49d7-9eb3-e93efd46c08a,9f22edfc-eafb-4a25-ac3c-9aaf237f6b4c,f5f9de92-380f-d57b-ad87-139022e4d27a,00000000-0000-0000-0000-000000000001,1000.0,2026-04-11 00:09:03.571139+00
06a8f277-f91b-4ab5-a1c4-a375a4eefaa0,9f22edfc-eafb-4a25-ac3c-9aaf237f6b4c,b8451620-5c0d-e318-9cbf-5ecba152b866,00000000-0000-0000-0000-000000000001,1000.0,2026-04-11 00:09:03.571139+00
ed6200a4-1289-4948-b97b-d6a99aa56fe9,e5876c1a-ec69-49ab-87a3-04cac978a819,85eff0e3-3d5f-9fe4-005e-7501036edcbb,00000000-0000-0000-0000-000000000001,1750.0,2026-04-11 00:09:03.571139+00
8e788ec3-972d-4c3a-a981-5afe6b9f65a7,e5876c1a-ec69-49ab-87a3-04cac978a819,a607e4b0-3364-b1fb-774e-01d67c4fcdf1,00000000-0000-0000-0000-000000000001,1750.0,2026-04-11 00:09:03.571139+00
