allotment_id,organization_id,stored_balance,computed_balance,drift
b43f4ac3-9c75-4d81-b09f-a83bd965904e,00000000-0000-0000-0000-000000000001,0,30750,-30750
cb2cfb01-e883-450a-b629-528ae33ffc07,00000000-0000-0000-0000-000000000001,0,2250,-2250
d777fad1-3294-45a8-9b9f-a4db1dc1787b,00000000-0000-0000-0000-000000000001,0,22240,-22240
b9e2dadf-f366-494c-bb72-fcbe54f1404a,00000000-0000-0000-0000-000000000001,0,9041,-9041
68dcea2c-9101-48e1-80b1-1183a85f1def,00000000-0000-0000-0000-000000000001,0,21400,-21400
778655b7-c1e0-4699-9ee7-0e5834799010,00000000-0000-0000-0000-000000000001,0,26843.11,-26843.11
81b1c21e-ed7c-4ea3-a192-ef5429fd6e71,00000000-0000-0000-0000-000000000001,0,22532,-22532
3a6be2b9-53b0-479d-98e5-0cac6abef074,00000000-0000-0000-0000-000000000001,0,19900,-19900
26ec2515-a68d-4281-86b2-efe7e4c688fa,00000000-0000-0000-0000-000000000001,0,5982,-5982
6d185241-9d9d-4aca-8181-3856e4570373,00000000-0000-0000-0000-000000000001,0,4948,-4948
d96c536b-52f7-45c3-ab6e-4424d724f30c,00000000-0000-0000-0000-000000000001,0,45322,-45322
c5b7bc4d-7225-4d6a-85d8-c0dccecbed52,00000000-0000-0000-0000-000000000001,0,24000,-24000
f8713ef8-edaf-48d9-9785-c65aa13cce29,00000000-0000-0000-0000-000000000001,0,13120,-13120
52aa41af-44c0-4882-8e76-6bcd5beaca95,00000000-0000-0000-0000-000000000001,0,2446,-2446
74f14a8c-120f-495e-aa13-67707c1326f5,00000000-0000-0000-0000-000000000001,0,6311,-6311
153d7a52-8e69-4ec6-b3cf-a0dfe622329e,00000000-0000-0000-0000-000000000001,0,9334,-9334
5c95a1ac-7b19-4b5d-a083-135551f8438d,00000000-0000-0000-0000-000000000001,0,15696,-15696
c4a6e069-7bfb-4ad6-825a-a77999e62a37,00000000-0000-0000-0000-000000000001,0,25500,-25500
e763d526-0d47-4584-ae19-809d441191dc,00000000-0000-0000-0000-000000000001,0,7587.27,-7587.27
602c8df1-d6ec-46d3-b843-8ccdbefca07d,00000000-0000-0000-0000-000000000001,0,2250,-2250
03f784f3-5e39-4f6d-9192-43b724d68fcf,00000000-0000-0000-0000-000000000001,0,16766,-16766
f7502ebc-b898-48a8-a6bb-2247bf972051,00000000-0000-0000-0000-000000000001,0,853,-853
53a7fb28-646b-4386-84c8-81e1aed557c4,00000000-0000-0000-0000-000000000001,0,13769,-13769
abadcc8e-a1c4-402e-90b1-23cd3c4dcf00,00000000-0000-0000-0000-000000000001,0,6464,-6464
f53c4250-94f5-4132-a3fa-7ca85499040d,00000000-0000-0000-0000-000000000001,0,12582,-12582
450f401d-8436-48b4-a43d-76571ec1ee1f,00000000-0000-0000-0000-000000000001,0,24000,-24000
32ac9378-63fc-44d1-ae65-245ee1c47e4a,00000000-0000-0000-0000-000000000001,0,21610,-21610
b73b9bc5-69d7-459f-84dc-2612341f024a,00000000-0000-0000-0000-000000000001,0,18590,-18590
dd4843b8-b558-4f1f-898a-c8a764539497,00000000-0000-0000-0000-000000000001,0,641,-641
e18592c8-331f-4f10-9bb5-7d02b033cfe1,00000000-0000-0000-0000-000000000001,0,24000,-24000
ab90badf-0762-4759-9787-fd93c707cb2b,00000000-0000-0000-0000-000000000001,0,21150,-21150
38bf3373-724a-476b-97ef-ff29115bc036,00000000-0000-0000-0000-000000000001,0,12139,-12139
3b5c4873-3a99-40bf-bcbb-dfb9f530741c,00000000-0000-0000-0000-000000000001,0,21250,-21250
2277376a-ef6b-45df-a224-5c7e824b0f56,00000000-0000-0000-0000-000000000001,0,17320,-17320
39d1db8d-13bf-4a9b-9b97-fc08a3b18592,00000000-0000-0000-0000-000000000001,0,18250,-18250
70988ef1-13f8-4acd-ad04-bc3fea60f55f,00000000-0000-0000-0000-000000000001,0,1500,-1500
4cdbcb50-8269-4839-948a-b81ec476b274,00000000-0000-0000-0000-000000000001,0,23500,-23500
635810a5-180f-4ea0-9f8f-5f593362f834,00000000-0000-0000-0000-000000000001,0,7490,-7490
73908ccf-13c3-406c-bf1b-c3d0b1b3f4ec,00000000-0000-0000-0000-000000000001,0,23500,-23500
00146a12-cb97-4344-9cc3-21185f78e2be,00000000-0000-0000-0000-000000000001,0,6575,-6575
77bcab5b-9a93-4daa-91bd-9b8fa4b709e3,00000000-0000-0000-0000-000000000001,0,34137,-34137
f88277df-2e91-4c20-b4dc-542986b2e8d2,00000000-0000-0000-0000-000000000001,52493,51493,1000
b9eed860-8d09-4150-a723-dbc761073c5d,00000000-0000-0000-0000-000000000001,0,3607,-3607
fe0a7f8c-d7d4-4da8-a05e-1365fd88dd04,00000000-0000-0000-0000-000000000001,0,3650,-3650
21806f52-efbc-436b-aad0-36b019026f47,00000000-0000-0000-0000-000000000001,0,2249,-2249
5395b65b-ba1f-4960-9fca-37bcf710e72f,00000000-0000-0000-0000-000000000001,0,1000,-1000
eb56b25c-a8c0-47a7-a129-f50976eef501,00000000-0000-0000-0000-000000000001,0,28450,-28450
83336658-86b1-49ec-b67f-8e99853628a0,00000000-0000-0000-0000-000000000001,0,5250,-5250
56e6630d-239f-4544-99e4-87ae533ed05a,00000000-0000-0000-0000-000000000001,19476,0,19476
0ba08a0f-dfc9-4583-9301-a99a7e275d94,00000000-0000-0000-0000-000000000001,0,24760,-24760
e0cea7aa-9e68-4f66-9ae4-9f48e4753c98,00000000-0000-0000-0000-000000000001,0,8076,-8076
bf43080e-78f9-4c4f-af4a-147f9022981b,00000000-0000-0000-0000-000000000001,0,60469,-60469
43586048-77c9-4561-9383-a68fe6f1a296,00000000-0000-0000-0000-000000000001,0,20594,-20594
f775eabb-5fcf-4725-8ffa-808159d48485,00000000-0000-0000-0000-000000000001,15690,6145,9545
05399265-1bb2-476e-b9a9-9777cb248975,00000000-0000-0000-0000-000000000001,0,4021,-4021
1c67797f-b194-445b-969a-ea04d891a7c6,00000000-0000-0000-0000-000000000001,0,19356.00,-19356.00
81eaee4a-ea11-4d6e-90df-b97db88db260,00000000-0000-0000-0000-000000000001,0,2249,-2249
1a78acc0-9584-464e-b911-6ae39c248369,00000000-0000-0000-0000-000000000001,0,6420,-6420
7de85026-5c55-4ab3-b028-9efeef6d8701,00000000-0000-0000-0000-000000000001,0,21150,-21150
0d1e4741-28d6-485f-9142-a15e4ff5c364,00000000-0000-0000-0000-000000000001,0,5802,-5802
1b15a1a2-9fc0-49b4-813b-74c81725b2a3,00000000-0000-0000-0000-000000000001,0,8450,-8450
17064150-b244-4d6d-a375-bdb235815080,00000000-0000-0000-0000-000000000001,0,22750,-22750
960e9375-979e-48a5-8bf7-1f5e4f821d99,00000000-0000-0000-0000-000000000001,0,13807,-13807
a57a8308-4dac-4c6d-a841-21d5ba2de228,00000000-0000-0000-0000-000000000001,0,4940,-4940
47427b81-4142-421e-aa12-04d8f6f5d16d,00000000-0000-0000-0000-000000000001,0,32500,-32500
3459831f-b235-48ec-ab34-6e408a8f1bbd,00000000-0000-0000-0000-000000000001,0,1000,-1000
3a3ba4c0-5120-465d-8089-741506cc0adb,00000000-0000-0000-0000-000000000001,0,15322.39,-15322.39
daf26ce0-60d0-49e1-ab9d-f4d2f44a1f9b,00000000-0000-0000-0000-000000000001,0,40500,-40500
39ea3363-7669-4b60-8c30-7d3687b62a0d,00000000-0000-0000-0000-000000000001,0,12562,-12562
51d487a4-362a-4bd9-a6a6-9dc3ef618cf6,00000000-0000-0000-0000-000000000001,0,5537,-5537
d888fe48-4000-4a90-b404-f4440749e137,00000000-0000-0000-0000-000000000001,0,1050,-1050
1227a914-1fa1-4cef-b2e4-99515cf49056,00000000-0000-0000-0000-000000000001,0,8095,-8095
3783f917-d3aa-4d36-be87-c4cf3854fd8c,00000000-0000-0000-0000-000000000001,0,17502,-17502
8cee691a-97d4-4d48-9261-a1bac530fe9b,00000000-0000-0000-0000-000000000001,0,15558,-15558
7fe30671-daee-4f76-90ae-6f6c728383b0,00000000-0000-0000-0000-000000000001,0,5250,-5250
6eeeaa8d-a857-4a5d-bc20-06d00edbaedc,00000000-0000-0000-0000-000000000001,0,13050,-13050
ae624b44-7868-4260-8537-a51154f0745c,00000000-0000-0000-0000-000000000001,0,18695,-18695
ccd605eb-72a7-438a-82e2-25367f1e2b20,00000000-0000-0000-0000-000000000001,0,9579,-9579
a3211f6f-c8e9-4a53-84a7-f4b4e3680084,00000000-0000-0000-0000-000000000001,0,2250,-2250
4d963ab3-10bd-442e-9324-ca8a5b0bf68f,00000000-0000-0000-0000-000000000001,0,12600,-12600
0307c243-b060-4763-a9f2-e77ccf11b701,00000000-0000-0000-0000-000000000001,0,16430,-16430
ec4ceb31-f7e8-4478-b7c2-677f0db1d859,00000000-0000-0000-0000-000000000001,0,18360,-18360
f146269c-fbd2-4dea-aa16-c899ddebf093,00000000-0000-0000-0000-000000000001,0,2250,-2250
f9f92fc9-d5c0-4c1b-9d50-6671883c3e5d,00000000-0000-0000-0000-000000000001,0,19960,-19960
8b1e9788-785c-4db6-8417-dbf3b2e0e89d,00000000-0000-0000-0000-000000000001,0,36015,-36015
dcd6d78d-d735-4f74-9742-687ff8a8bf96,00000000-0000-0000-0000-000000000001,0,1697.67,-1697.67
c5dfcd7c-eb98-4ea5-b4ce-4b12cc02b40d,00000000-0000-0000-0000-000000000001,0,14000,-14000
de2d0f33-008f-484a-b327-a2ac4753c1b6,00000000-0000-0000-0000-000000000001,0,37279,-37279
20b2ba4d-fad2-47d5-90a9-d883c1caeb4a,00000000-0000-0000-0000-000000000001,0,11861,-11861
a875e623-57e2-4204-a50d-4945d3f0ec57,00000000-0000-0000-0000-000000000001,0,15705,-15705
5b402e4f-f074-438e-826b-fc33c15c440d,00000000-0000-0000-0000-000000000001,0,19132,-19132
db32d2dc-c76d-4a69-ac88-f42e35d95aac,00000000-0000-0000-0000-000000000001,0,13659,-13659
41ef036d-4bde-439a-b7a7-ad979c420d01,00000000-0000-0000-0000-000000000001,0,7769,-7769
efefda86-b8fe-43de-92d2-8a5949ecaa29,00000000-0000-0000-0000-000000000001,0,2250,-2250
ce8b33f9-7dcd-4a91-99bf-4080de6e45cc,00000000-0000-0000-0000-000000000001,0,8399,-8399
853365cf-91e5-4430-935f-075097e6d30a,00000000-0000-0000-0000-000000000001,0,17017,-17017
52d2cd7a-2b95-4dce-ad9f-b5f2a7500872,00000000-0000-0000-0000-000000000001,0,16649,-16649
311825bd-1639-4d90-9a9f-a7fc800d86fa,00000000-0000-0000-0000-000000000001,0,992,-992
d5f009f2-1511-4c26-8bcb-ca2d9dd1b868,00000000-0000-0000-0000-000000000001,0,26171,-26171
aa445c76-f817-4bbf-a0ed-429d9c2e97d7,00000000-0000-0000-0000-000000000001,0,4871,-4871
f85bb9c5-9916-4634-ae15-c1cacb03ec63,00000000-0000-0000-0000-000000000001,0,28450,-28450
4de925d8-04be-4537-b586-920bf18cc74f,00000000-0000-0000-0000-000000000001,0,20295,-20295
0c2d0599-14e8-4486-b844-47e01ce1c7bc,00000000-0000-0000-0000-000000000001,0,9148,-9148
279f73e8-7318-4266-87f1-059d87d91e6c,00000000-0000-0000-0000-000000000001,0,10950,-10950
06b5871f-d372-44f3-b954-354630efdbda,00000000-0000-0000-0000-000000000001,0,29695,-29695
0d1504e1-2884-4dba-97bd-0c3bc37e1669,00000000-0000-0000-0000-000000000001,13000,12000,1000
f2328684-b703-4862-a1ac-ccfb81f33593,00000000-0000-0000-0000-000000000001,0,2337,-2337
697875ab-bb4c-4ac9-8234-0c473478b420,00000000-0000-0000-0000-000000000001,0,36393.33,-36393.33
a18677b0-7ed0-4d9a-b9b3-f425550c1e96,00000000-0000-0000-0000-000000000001,0,39250,-39250
ac6b528f-3e64-4f40-a65a-a073b663edd0,00000000-0000-0000-0000-000000000001,2259,0,2259
8063d53b-2037-4d29-b8f9-6443c5209d1e,00000000-0000-0000-0000-000000000001,0,3750,-3750
c4529273-c445-4ef2-b476-ea0d5b539094,00000000-0000-0000-0000-000000000001,0,18887,-18887
845cdbab-67cd-4791-951f-ea3a752dd1e3,00000000-0000-0000-0000-000000000001,0,25550,-25550
f53bb669-9ac6-4b26-b92d-1989e6fd584a,00000000-0000-0000-0000-000000000001,0,1024,-1024
56b0ee82-1177-443e-8a50-b939786d1aad,00000000-0000-0000-0000-000000000001,4606,0,4606
b7f6d6bd-9b5d-40c2-89db-f5b4b8726078,00000000-0000-0000-0000-000000000001,0,7652.05,-7652.05
bb2d4adc-02c8-4fce-b240-f208f8c78ba0,00000000-0000-0000-0000-000000000001,0,2250,-2250
3447faae-0e3c-4f46-980b-208729833800,00000000-0000-0000-0000-000000000001,0,587,-587
3e5c4637-e490-4562-aa63-5e0308c4ec9d,00000000-0000-0000-0000-000000000001,0,18034,-18034
c2cffb02-40e8-49aa-8017-407cb38b85a8,00000000-0000-0000-0000-000000000001,0,2500,-2500
fa2e4c16-29fa-4e0c-a664-36ae14e6cc80,00000000-0000-0000-0000-000000000001,0,11315,-11315
3f3f190e-a2eb-48e6-b702-8b5e67672ac5,00000000-0000-0000-0000-000000000001,0,16400,-16400
f1b214c9-48e5-4d70-b5a7-f6e8d6efe35e,00000000-0000-0000-0000-000000000001,0,5658,-5658
17ff314f-3f55-4b40-9e82-aa85e601fdfb,00000000-0000-0000-0000-000000000001,0,18114,-18114
5cf89856-c380-4ae6-9003-cb9bb358d958,00000000-0000-0000-0000-000000000001,0,2150,-2150
24624e7d-1049-4d1d-a1d3-00acce0a4ef0,00000000-0000-0000-0000-000000000001,0,2250,-2250
57bb44d1-76cc-445a-9a85-03ea01da86a2,00000000-0000-0000-0000-000000000001,0,2250,-2250
06fddff5-f483-4b7b-ae7c-20537db5f8e2,00000000-0000-0000-0000-000000000001,0,18535,-18535
f633e445-026c-4a6f-8f98-d485242a4653,00000000-0000-0000-0000-000000000001,0,14726,-14726
1fd1f81d-2c6e-4859-b321-9e7b66417035,00000000-0000-0000-0000-000000000001,0,7973,-7973
a49dfe35-7e1e-4d81-a32b-8877a575eb1e,00000000-0000-0000-0000-000000000001,0,5034,-5034
c4d5ce55-6bde-429a-8f2c-049d9cb5b4be,00000000-0000-0000-0000-000000000001,0,22500,-22500
d825f52c-1ed8-4a3f-a461-cb3b0015a318,00000000-0000-0000-0000-000000000001,0,9066,-9066
f009d211-2428-4e63-8c09-22ad8ba10987,00000000-0000-0000-0000-000000000001,0,13276,-13276
c3be7cc9-30e3-4326-b978-7d4f000a8443,00000000-0000-0000-0000-000000000001,0,1000,-1000
2ac3401b-f8ca-4f58-ae09-6298c3a6e02d,00000000-0000-0000-0000-000000000001,0,23986,-23986
4fdb3490-3888-490f-94d3-f96a80c4bdbc,00000000-0000-0000-0000-000000000001,0,30750,-30750
38e67633-b581-40bb-b185-2ff884afe2f3,00000000-0000-0000-0000-000000000001,0,43052,-43052
afe8f1b5-83f6-449b-ab75-8c70ee10e02f,00000000-0000-0000-0000-000000000001,0,2250,-2250
aad0f942-1ddf-47cf-ba72-32342002566d,00000000-0000-0000-0000-000000000001,0,19690,-19690
53672f06-4cbc-4116-a538-2cd56e5f49c4,00000000-0000-0000-0000-000000000001,0,33546,-33546
96b11b68-e1cb-41d5-be11-128779a6cfcf,00000000-0000-0000-0000-000000000001,0,30750,-30750
6d011ce7-e45b-46e3-a3b4-3a304706eea2,00000000-0000-0000-0000-000000000001,0,30728,-30728
18df6412-8498-4a2a-9064-5a6222f47aa6,00000000-0000-0000-0000-000000000001,0,20500,-20500
e4100228-7bac-4db8-ad87-46c710e2ed5b,00000000-0000-0000-0000-000000000001,0,3309,-3309
677998dd-ed5b-48fe-a19d-27e5fb278729,00000000-0000-0000-0000-000000000001,0,2189,-2189
9ad1d363-c598-4faa-ad0e-b781657d4191,00000000-0000-0000-0000-000000000001,0,31362,-31362
f784a041-7255-4b65-938e-007dc3f575ac,00000000-0000-0000-0000-000000000001,0,32386,-32386
775396ff-81c7-4669-b5d7-e7436a0ea122,00000000-0000-0000-0000-000000000001,0,4410,-4410
bbf8a4e4-679e-4ff5-ae0d-6e67d9ae14e8,00000000-0000-0000-0000-000000000001,0,2250,-2250
785642e6-1ae8-4a83-99b9-2b8348a0cc73,00000000-0000-0000-0000-000000000001,0,31500,-31500
ed381183-4ca6-4302-84bc-e1e05958ed09,00000000-0000-0000-0000-000000000001,20850,0,20850
86f462a2-856c-4214-90c9-478d801f7838,00000000-0000-0000-0000-000000000001,26582,2250,24332
5b198a79-45c7-428f-8d45-a855dec2b7f6,00000000-0000-0000-0000-000000000001,0,1371,-1371
597c2d33-b758-4acd-811b-c7b22289dcbc,00000000-0000-0000-0000-000000000001,42000.27,43000.27,-1000.00
b1d94712-75ad-4600-b49a-9c86b8512f88,00000000-0000-0000-0000-000000000001,0,23935,-23935
c50a1107-9019-4658-b66d-fc9bf6bad064,00000000-0000-0000-0000-000000000001,0,24147,-24147
80eee016-bb9d-4eef-ae7d-9dc3447673bf,00000000-0000-0000-0000-000000000001,0,250,-250
681226d9-4d33-4f2a-909f-4d0a9fcbf8f8,00000000-0000-0000-0000-000000000001,0,24250,-24250
68eca912-7b7a-4d76-915a-45c78963740c,00000000-0000-0000-0000-000000000001,0,39912,-39912
889897ed-f2e0-4625-addc-0dd9f21e8189,00000000-0000-0000-0000-000000000001,0,21400,-21400
bcc476b6-3b2d-42cc-a440-6ff57fd6e3d3,00000000-0000-0000-0000-000000000001,0,7840,-7840
36f38854-7db5-4901-8e41-4206f82fd5f9,00000000-0000-0000-0000-000000000001,0,6120,-6120
1a597f5b-e031-40c3-bb3b-e9dbb360d6c2,00000000-0000-0000-0000-000000000001,0,2878,-2878
16f797ab-24e6-40ea-b71e-b2257911213d,00000000-0000-0000-0000-000000000001,0,10832,-10832
acdabd2e-60b7-45b6-83f6-c3dc448d0327,00000000-0000-0000-0000-000000000001,0,21044,-21044
7576e09b-31e9-4e4d-934f-f41e491fa425,00000000-0000-0000-0000-000000000001,0,5066,-5066
5796b3a9-09ff-4bbc-a812-d94bdb9a8953,00000000-0000-0000-0000-000000000001,0,21750,-21750
084cbeba-199b-4533-8ca4-f9abf83df8f8,00000000-0000-0000-0000-000000000001,0,25683,-25683
6bc31fe9-d45f-4e28-8495-14cdd8e9aaab,00000000-0000-0000-0000-000000000001,0,19900,-19900
319657d0-b51b-44fe-a8ed-d324b02bff95,00000000-0000-0000-0000-000000000001,0,2250,-2250
1ba4c129-2c50-449f-a8d9-d5da482f4d5a,00000000-0000-0000-0000-000000000001,0,9043.25,-9043.25
07b262bd-7a69-4d3b-b4cf-7fdfd82e019f,00000000-0000-0000-0000-000000000001,0,10971,-10971
025a7e54-0aa1-4250-9d6c-4222bd5fe8eb,00000000-0000-0000-0000-000000000001,0,20586,-20586
d3c75e3f-ebcf-4bd2-ba3f-80eb52ac9ee6,00000000-0000-0000-0000-000000000001,0,24040,-24040
ed206b50-b8c2-4587-907e-681f2c148f8e,00000000-0000-0000-0000-000000000001,0,2210,-2210
1ea77b42-81d1-4535-bfd4-de9a7bd31eca,00000000-0000-0000-0000-000000000001,0,12173,-12173
f1af4479-259b-4e41-871d-b6bab37db386,00000000-0000-0000-0000-000000000001,0,10050,-10050
65f64e54-dd00-471f-befe-cd9a90c8f991,00000000-0000-0000-0000-000000000001,0,1514,-1514
e25f1c90-70a9-4888-9ab7-965ce0b58477,00000000-0000-0000-0000-000000000001,0,40040,-40040
3da3ab8f-68d6-4938-b8fd-1e3cab1a6464,00000000-0000-0000-0000-000000000001,0,2250,-2250
33717087-45fe-4062-bb32-edb6d86b468d,00000000-0000-0000-0000-000000000001,0,19636,-19636
8441d5c4-fdfc-4731-9e95-7af2570dc7ea,00000000-0000-0000-0000-000000000001,0,276,-276
662dbf71-b455-4f65-87d6-caf121586f6b,00000000-0000-0000-0000-000000000001,0,27200,-27200
655866ca-fb62-4a05-a3eb-bccb8a53adac,00000000-0000-0000-0000-000000000001,0,25000,-25000
6c5f154c-ab3a-4495-a310-c207510ca983,00000000-0000-0000-0000-000000000001,0,31500,-31500
d8e97056-6537-4159-bcea-802e2f37fbff,00000000-0000-0000-0000-000000000001,0,21558,-21558
6eae3c53-9212-4814-b991-b284ea8da158,00000000-0000-0000-0000-000000000001,1000,0,1000
9c96f217-d8b2-4d8c-aae1-ac96d64f6a68,00000000-0000-0000-0000-000000000001,0,19900,-19900
43dd8c38-f19b-4e75-a934-ec4c973686b9,00000000-0000-0000-0000-000000000001,0,19950,-19950
8f974785-0027-4c0c-88de-592a5fb9ed17,00000000-0000-0000-0000-000000000001,0,1586,-1586
7accdd63-1485-464a-806d-b438e220d5f5,00000000-0000-0000-0000-000000000001,0,3135,-3135
7fbb45b3-c667-4029-8cc7-f4587a3f9901,00000000-0000-0000-0000-000000000001,0,13224,-13224
2de6ee53-a917-4a9b-962f-37e5d429949a,00000000-0000-0000-0000-000000000001,0,7910,-7910
43ba38ca-08a9-4fda-9c38-448a30f1cbe9,00000000-0000-0000-0000-000000000001,0,2250,-2250
5e06feb5-626b-4ffe-a13c-86bb5e349dfe,00000000-0000-0000-0000-000000000001,0,17917,-17917
4e99e268-4ae1-4512-ab86-632155c082f6,00000000-0000-0000-0000-000000000001,0,40859,-40859
788902e5-a961-4b4f-a8df-5f1b58c60105,00000000-0000-0000-0000-000000000001,0,26500,-26500
f51128e3-e243-4a13-9c81-ebeab17cc897,00000000-0000-0000-0000-000000000001,0,8755,-8755
5fcd5e70-7cdf-48fb-ad7e-d00f6d055871,00000000-0000-0000-0000-000000000001,0,2250,-2250
77b097a8-e856-4264-a152-5fc4d84e06a0,00000000-0000-0000-0000-000000000001,0,13379,-13379
2ca17745-8e1f-4a54-bd20-5ca34a0e6db1,00000000-0000-0000-0000-000000000001,0,26269,-26269
7df29bce-4c09-4875-b1ff-9a001f5753bc,00000000-0000-0000-0000-000000000001,0,83453,-83453
4532ca03-379f-45b7-8b13-2d30129ad6f7,00000000-0000-0000-0000-000000000001,0,4935,-4935
8232f9de-eb07-459b-999a-6fe2c9e44a47,00000000-0000-0000-0000-000000000001,0,5700,-5700
3776d00c-1c7a-4553-99ca-64fc396ce0e1,00000000-0000-0000-0000-000000000001,0,30661,-30661
1d55d3f1-9418-46a6-a13a-a6d090620184,00000000-0000-0000-0000-000000000001,0,19900,-19900
faddca8d-590d-4f07-b361-c93c405b2b5e,00000000-0000-0000-0000-000000000001,0,4812,-4812
59864420-62d6-4d3b-9b98-6872f9821633,00000000-0000-0000-0000-000000000001,0,16167,-16167
43c6b7ce-fe19-4510-999e-bea6584c3fae,00000000-0000-0000-0000-000000000001,0,21400,-21400
7d28ee88-18cb-440b-86e4-24732d117a8b,00000000-0000-0000-0000-000000000001,0,24000,-24000
00843cbc-9d3a-4994-be37-d7ab686c85d3,00000000-0000-0000-0000-000000000001,0,25500,-25500
6abcb9ba-4986-4fbc-ac9e-1c41b9a0cc13,00000000-0000-0000-0000-000000000001,0,22750,-22750
43900846-f9ce-4959-bb48-ffe5ba53ae57,00000000-0000-0000-0000-000000000001,0,3668,-3668
4397e78a-e410-49f9-89b8-18f3bbeabf47,00000000-0000-0000-0000-000000000001,0,28917,-28917
df6a638f-8008-4e24-9d5f-e2188a356b32,00000000-0000-0000-0000-000000000001,0,24672,-24672
dd5ec992-6b66-47df-96f8-dfd077b01677,00000000-0000-0000-0000-000000000001,0,25963,-25963
9bdf254a-5df8-44a7-813b-e9b06e4ff4f2,00000000-0000-0000-0000-000000000001,0,2532,-2532
d0b11ad6-7841-48cf-82cb-55e373063fac,00000000-0000-0000-0000-000000000001,13000,0,13000
ca41e865-9a60-42a6-9765-492dcb1e0790,00000000-0000-0000-0000-000000000001,0,6300,-6300
3a12feb1-bd30-4401-9a16-c09a6e29f6df,00000000-0000-0000-0000-000000000001,0,2250,-2250
47ff34bd-dce4-48e4-91d4-a599695e48f1,00000000-0000-0000-0000-000000000001,0,18201,-18201
5008836c-8f0b-4e7c-a0bc-a2df39870ecf,00000000-0000-0000-0000-000000000001,0,22061,-22061
c0d5ac03-c532-4c77-b4d1-1c695192a063,00000000-0000-0000-0000-000000000001,0,19807,-19807
025b834b-6af6-47c5-9e91-8ad4dd4f36c3,00000000-0000-0000-0000-000000000001,0,7080,-7080
abdf3e08-0e7d-4e9d-939e-2f4b77206a4a,00000000-0000-0000-0000-000000000001,0,20716,-20716
512e8781-33b0-43f5-b16d-c092917cfa1e,00000000-0000-0000-0000-000000000001,0,26140,-26140
f19c1e81-c028-4506-8a1f-249d1806837d,00000000-0000-0000-0000-000000000001,0,2250,-2250
c6c0baaf-37a5-4ce2-8082-131f6964ac58,00000000-0000-0000-0000-000000000001,0,3894,-3894
06c63c3f-e987-4c81-aa6d-b53c6832eb90,00000000-0000-0000-0000-000000000001,0,2343,-2343
d125242f-8938-482d-b6c9-20bbc5a91fa8,00000000-0000-0000-0000-000000000001,0,32866,-32866
db626b75-298b-43e0-aa14-5e1f48730fea,00000000-0000-0000-0000-000000000001,0,25000,-25000
1603dbbe-906a-4637-b5f3-7b439534f396,00000000-0000-0000-0000-000000000001,0,735.86,-735.86
add0fc75-c260-4d70-8744-7fea8a581cf6,00000000-0000-0000-0000-000000000001,0,29573,-29573
27061892-86db-42e5-9288-eb82923727ee,00000000-0000-0000-0000-000000000001,0,31500,-31500
ce72357c-0720-4252-89f1-98224577f53b,00000000-0000-0000-0000-000000000001,0,25500,-25500
347e8b01-eb88-45d8-a580-571e195ca777,00000000-0000-0000-0000-000000000001,0,2250,-2250
26649261-09f5-4778-9d41-98376cdae645,00000000-0000-0000-0000-000000000001,0,19900,-19900
16ba7f9b-b61c-4fb6-a957-8fdf8bf58876,00000000-0000-0000-0000-000000000001,5239,0,5239
