id,organization_id,entry_date,period,description,source_table,source_id,is_reversal_of,posted_at,posted_by,metadata
e39bcd87-5b5a-43f4-a49d-847cd227ceb2,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — d5141137-a0ad-44d1-bcd4-9121ff11af68 — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,d5141137-a0ad-44d1-bcd4-9121ff11af68,3398dabe-8e89-4829-8d7f-cfda7dc2e9b9,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
f71495c2-38f5-4a43-8f93-eb87b02d6238,00000000-0000-0000-0000-000000000001,2025-04-13,2025-04,Deposit settlement,deposit_settlements,d5141137-a0ad-44d1-bcd4-9121ff11af68,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
c0cb5f6b-1063-4302-a4a0-3045518485a8,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — 455a7a76-46e0-45f1-b6be-ed1e003755c9 — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,455a7a76-46e0-45f1-b6be-ed1e003755c9,31ed8297-cadd-4e3d-8e2b-62cf29d2f9f2,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
a0003334-1f84-411f-b0a2-8b0309a2b263,00000000-0000-0000-0000-000000000001,2024-06-27,2024-06,Deposit settlement,deposit_settlements,455a7a76-46e0-45f1-b6be-ed1e003755c9,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
2945b49b-8374-4b74-ae86-a5b8d34a96d4,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — 2ac36d42-9e1a-409b-b01d-628e7aae4f0a — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,2ac36d42-9e1a-409b-b01d-628e7aae4f0a,9c6789a1-e2d5-4ec2-bc68-994526873313,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
d8675434-f640-49c6-a2fc-6752180ab611,00000000-0000-0000-0000-000000000001,2025-08-09,2025-08,Deposit settlement,deposit_settlements,2ac36d42-9e1a-409b-b01d-628e7aae4f0a,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
c197092d-f247-4883-9dc7-e5fb447d4ea1,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — 5ab2feb5-3f3b-495a-895d-f69ae232e388 — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,5ab2feb5-3f3b-495a-895d-f69ae232e388,eeb3b631-88d2-4cb4-b593-a903293c4d0a,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
7162835a-e64b-4a51-82e6-793d98568739,00000000-0000-0000-0000-000000000001,2025-06-07,2025-06,Deposit settlement,deposit_settlements,5ab2feb5-3f3b-495a-895d-f69ae232e388,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
15dbef4e-944b-472a-91a4-d55ed2f58863,00000000-0000-0000-0000-000000000001,2025-07-11,2025-07,Deposit settlement,deposit_settlements,95d12e47-51a9-48e7-800c-0a9401869103,null,2026-07-24 16:27:54.659414+00,null,"{""status"":""completed""}"
2da9944e-8b62-447e-988f-3cfb2f17ed1b,00000000-0000-0000-0000-000000000001,2026-02-01,2026-02,Deposit settlement,deposit_settlements,236acdd1-e40f-48a2-bac3-39c3ba78064a,null,2026-07-24 16:27:54.659414+00,null,"{""status"":""completed""}"
9888b6c6-ac83-419b-85a6-2c591512ee8a,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — 3e181337-e67d-4d67-9291-761c132cc47c — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,3e181337-e67d-4d67-9291-761c132cc47c,cbf4e949-cc93-4c2f-a611-e4cec155e108,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
ef7578b3-efde-40c8-96f9-55bcf4166dae,00000000-0000-0000-0000-000000000001,2024-07-04,2024-07,Deposit settlement,deposit_settlements,3e181337-e67d-4d67-9291-761c132cc47c,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
807e43b5-b00b-490f-bdca-b079bd48ddab,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — 8a119a0e-0f53-4fae-892b-04a5946cf536 — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,8a119a0e-0f53-4fae-892b-04a5946cf536,46cc4cc6-caa2-47cd-a261-3e8581d34851,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
b0e03cdf-e51b-4d1e-a7cd-6af4271c17b5,00000000-0000-0000-0000-000000000001,2024-06-27,2024-06,Deposit settlement,deposit_settlements,8a119a0e-0f53-4fae-892b-04a5946cf536,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
46a945de-0ed9-4e29-a906-2b1af477dbf1,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — 59831d15-f6c9-47ed-b6bb-770952a7ad80 — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,59831d15-f6c9-47ed-b6bb-770952a7ad80,64a38545-9104-45bd-8a8d-59f33f00975c,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
ff37c2c1-e7d7-4b72-8099-5195e41f3574,00000000-0000-0000-0000-000000000001,2024-04-27,2024-04,Deposit settlement,deposit_settlements,59831d15-f6c9-47ed-b6bb-770952a7ad80,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
015f92b9-89f6-4739-aa8d-c74f770dc6e1,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — 472ffe34-0bd5-47d9-b9c9-c0683478e25e — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,472ffe34-0bd5-47d9-b9c9-c0683478e25e,d27542a7-78cc-4f91-95c6-56474cfbc806,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
2946a20c-178e-47e4-a235-9d6624294269,00000000-0000-0000-0000-000000000001,2025-10-04,2025-10,Advance to deposit (Excel import),manual,443012e2-1bde-493b-9e05-e6d366b5495b,null,2026-07-24 12:26:22.83935+00,null,{}
c2f3f31d-5157-495e-a282-4f4253088d5b,00000000-0000-0000-0000-000000000001,2025-06-22,2025-06,Deposit settlement,deposit_settlements,47b2bfe8-b038-4c25-84d2-65b61aaec745,null,2026-07-24 16:27:54.659414+00,null,"{""status"":""completed""}"
570488e2-b700-4fee-bf41-16cb48a1e967,00000000-0000-0000-0000-000000000001,2025-10-31,2025-10,Deposit settlement,deposit_settlements,67be4990-0bc1-42a5-87b0-5fd2583665b0,null,2026-07-24 16:27:54.659414+00,null,"{""status"":""completed""}"
491346e2-73ae-485f-a12e-9c2cabd92a6e,00000000-0000-0000-0000-000000000001,2023-09-05,2023-09,Deposit settlement,deposit_settlements,472ffe34-0bd5-47d9-b9c9-c0683478e25e,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
f7ec418e-fc3b-47ed-b1a5-ade6c4346790,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — f362aa9f-7407-4e53-8d7a-9710399b424a — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,f362aa9f-7407-4e53-8d7a-9710399b424a,42c03e69-f384-441f-9769-0204e0724331,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
19643ade-44cf-42a5-bb14-197fd56d5174,00000000-0000-0000-0000-000000000001,2025-10-03,2025-10,Deposit settlement,deposit_settlements,f362aa9f-7407-4e53-8d7a-9710399b424a,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
afa2b640-a0cb-4622-827d-b19a5dce3676,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — 7d3f1c92-4099-4480-a95e-bf4c9ccb591d — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,7d3f1c92-4099-4480-a95e-bf4c9ccb591d,330895b0-4d30-4068-a223-5e9b96b93256,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
b67a7361-3bdc-43b4-8303-885e0353facb,00000000-0000-0000-0000-000000000001,2026-04-16,2026-04,Deposit settlement,deposit_settlements,7d3f1c92-4099-4480-a95e-bf4c9ccb591d,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
b9b1fb84-08fa-4de2-958b-3b3030af3c4a,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — 646f5596-734a-4abb-b0c2-23639529000b — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,646f5596-734a-4abb-b0c2-23639529000b,dcd57899-2eb4-4141-8fc4-3ccda60c3eb3,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
800d3eab-fd65-451c-9849-c98423fc9ef4,00000000-0000-0000-0000-000000000001,2026-04-04,2026-04,Deposit settlement,deposit_settlements,646f5596-734a-4abb-b0c2-23639529000b,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
d39daf33-bd91-4372-b19a-99059a202119,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — 43fab134-1afd-40e8-b3c1-b6ba8bf97237 — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,43fab134-1afd-40e8-b3c1-b6ba8bf97237,96049c5d-2445-4e26-b669-7d0567b87654,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
9611a550-d38f-4aa0-8b47-82848ac6d444,00000000-0000-0000-0000-000000000001,2026-04-18,2026-04,Deposit settlement,deposit_settlements,43fab134-1afd-40e8-b3c1-b6ba8bf97237,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
4b8730ae-2519-4e45-8dac-15770cb643e1,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — e94667bf-8747-4109-94ad-6a9977bd0b3a — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,e94667bf-8747-4109-94ad-6a9977bd0b3a,66ea7da0-ca7d-479d-b84c-3906145c4a3e,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
26a0d88c-28b0-410c-b596-275b18f62818,00000000-0000-0000-0000-000000000001,2026-04-18,2026-04,Deposit settlement,deposit_settlements,e94667bf-8747-4109-94ad-6a9977bd0b3a,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
aa4ac1c7-570f-42a3-8bd2-9a16f4555d4b,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — e8fe8cf4-1e2f-490d-bf64-fd2c8c779796 — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,e8fe8cf4-1e2f-490d-bf64-fd2c8c779796,1d839f4e-52f6-4979-be26-f34d86c20e26,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
494fe4f7-c36a-441a-8fd4-af40ef9c2e68,00000000-0000-0000-0000-000000000001,2026-04-18,2026-04,Deposit settlement,deposit_settlements,e8fe8cf4-1e2f-490d-bf64-fd2c8c779796,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
39ab36f7-4a3e-470a-b54c-e45999282735,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — 5da7af29-d7c8-4c80-bbf1-0f173958820e — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,5da7af29-d7c8-4c80-bbf1-0f173958820e,2b7dff83-ba02-43c2-bdbc-a391840a6973,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
15aea95d-b8d3-471b-9792-87c657b2ba4a,00000000-0000-0000-0000-000000000001,2026-04-28,2026-04,Deposit settlement,deposit_settlements,5da7af29-d7c8-4c80-bbf1-0f173958820e,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
09f82df8-7c3c-443a-bc91-83fb47013c77,00000000-0000-0000-0000-000000000001,2026-05-01,2026-05,Deposit settlement,deposit_settlements,95cd7627-5526-47a7-880b-f533479fb758,null,2026-07-24 16:27:54.659414+00,null,"{""status"":""completed""}"
535983d3-62a6-4371-b56f-2a84e9565925,00000000-0000-0000-0000-000000000001,2026-03-31,2026-03,Deposit settlement,deposit_settlements,dd6b4089-da0f-4985-8fef-e17896be260c,null,2026-07-24 16:27:54.659414+00,null,"{""status"":""completed""}"
eb92ed50-74d1-492f-bd4e-2b9f6e57701c,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,b0179c37-8f57-4cb0-918c-9b0d37a7a7a1,b29d649e-347b-4866-84f8-7bc179e2e12a,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
ba566d20-a161-43d0-84ce-f6a52defea55,00000000-0000-0000-0000-000000000001,2026-05-09,2026-05,Deposit settlement,deposit_settlements,b0179c37-8f57-4cb0-918c-9b0d37a7a7a1,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
42fe6035-42fe-412e-81a5-9a773362e65d,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,bb85cf81-f85b-4660-bf31-f2ab54ea8922,b2fd1fe8-0bfd-4729-b766-8ac8f319e0e4,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
30ff5553-ec6d-43dd-aaa4-406383102dee,00000000-0000-0000-0000-000000000001,2026-05-07,2026-05,Deposit settlement,deposit_settlements,bb85cf81-f85b-4660-bf31-f2ab54ea8922,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
b2f25e68-b29f-4801-92d2-5777e85d3499,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,7df17ab5-5f10-458d-8895-2fc0b1204cd2,d9b4021b-de57-4c8d-9309-311f42e4a9d5,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
1a72d831-b2aa-4362-805b-6062bd02b485,00000000-0000-0000-0000-000000000001,2026-05-07,2026-05,Deposit settlement,deposit_settlements,7df17ab5-5f10-458d-8895-2fc0b1204cd2,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
e9dceb08-8bb7-461b-9ad4-48f74620c1a2,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,6f962fc4-fb31-45d0-81f6-ffa1500633e5,cd8c8932-0ae0-42e5-8bd3-c18e41759ba8,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
d7f1a45f-0b97-49c8-b78d-ae9537114737,00000000-0000-0000-0000-000000000001,2026-05-07,2026-05,Deposit settlement,deposit_settlements,6f962fc4-fb31-45d0-81f6-ffa1500633e5,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
e54058ac-d2a6-4bb3-97d0-3468ed91fa94,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,5dd69fcb-f9ec-41e5-bc5c-45bb0a16f46d,c5fc8824-6ad9-4741-8ab9-f0fc3e9364b9,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
f443dd50-b1d4-4ed7-ba6a-1b6b9c60ff32,00000000-0000-0000-0000-000000000001,2026-04-12,2026-04,Deposit settlement,deposit_settlements,5dd69fcb-f9ec-41e5-bc5c-45bb0a16f46d,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
5e6ae735-4866-4dbd-9cbc-d603b9a0a65f,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,744f4b0c-8a60-41d5-b522-d2526560d432,5410eae3-9831-4794-8a00-36ff1102c1e6,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
1ecbbc39-54a5-4aa8-961c-0a7dbf01a7f8,00000000-0000-0000-0000-000000000001,2026-05-07,2026-05,Deposit settlement,deposit_settlements,744f4b0c-8a60-41d5-b522-d2526560d432,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
aa335b29-f197-4085-ae32-c619816cad12,00000000-0000-0000-0000-000000000001,2025-10-31,2025-10,Deposit settlement,deposit_settlements,8ea97616-9234-4fd1-8a5a-d1e352c7319e,null,2026-07-24 16:27:54.659414+00,null,"{""status"":""completed""}"
7c05fa99-6be6-4dbc-aeab-68260390421b,00000000-0000-0000-0000-000000000001,2026-05-01,2026-05,Deposit settlement,deposit_settlements,f1b5cfde-0af5-4fae-983d-022dc11c777d,null,2026-07-24 16:27:54.659414+00,null,"{""status"":""completed""}"
29e3b926-6b2b-444d-b60b-2371ae6757c7,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,7eeed0ec-75ad-4658-a2ea-acb89edee65e,c1ff98b4-8fa4-477c-bb8d-206d102b9ed9,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
c68e77b5-f7ec-46bf-adea-9fb5b407b9ae,00000000-0000-0000-0000-000000000001,2026-05-12,2026-05,Deposit settlement,deposit_settlements,7eeed0ec-75ad-4658-a2ea-acb89edee65e,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
e326e51e-daa9-4f72-b5e0-e54e4b35cb0e,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,6d5e1b1e-fdf1-4146-bc5a-f2fbc7458cfc,98e28556-206d-4abc-9960-e4d50c0b0d5e,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
489e43f0-e3df-4105-bcf3-8e9517c42602,00000000-0000-0000-0000-000000000001,2026-05-22,2026-05,Deposit settlement,deposit_settlements,6d5e1b1e-fdf1-4146-bc5a-f2fbc7458cfc,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
d703a8df-22c5-4c5a-bfb6-82076e758bd5,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,c8a0c6d3-37ed-4600-885a-01f306d6beb0,0ddf2b66-45f2-4798-8374-106829ec2cbf,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
00f7d60c-efc1-45d3-9907-96e6a68b72d8,00000000-0000-0000-0000-000000000001,2026-05-19,2026-05,Deposit settlement,deposit_settlements,c8a0c6d3-37ed-4600-885a-01f306d6beb0,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
a4a38708-2fd7-40e6-a915-890a30789b9b,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,95630e50-14c1-4c74-901f-fd0524d184bb,c6ef76fc-0c71-463d-bc21-cc111b0ee46a,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
469470e7-1b38-4ce3-977d-7688c8d6530e,00000000-0000-0000-0000-000000000001,2026-05-19,2026-05,Deposit settlement,deposit_settlements,95630e50-14c1-4c74-901f-fd0524d184bb,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
da784be3-5690-4400-8bdc-61b69989f9cc,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,240507aa-ed0c-4848-97d0-145996eadbd9,ce088f9a-8e9e-4e83-9466-7130eb3b33f8,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
30b19ba5-968e-4f98-80c0-b79be8771c6a,00000000-0000-0000-0000-000000000001,2026-05-26,2026-05,Deposit settlement,deposit_settlements,240507aa-ed0c-4848-97d0-145996eadbd9,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
2396d84b-480f-4e44-8d7e-0e2509f1fe21,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,0c94af13-542d-4d5d-afd4-3b99a63cd14c,bb192257-0b29-4590-b1fe-ee5c1b0a69c0,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
78f85e96-8d6c-4b75-806b-8a6b6d1d0f2a,00000000-0000-0000-0000-000000000001,2026-05-26,2026-05,Deposit settlement,deposit_settlements,0c94af13-542d-4d5d-afd4-3b99a63cd14c,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
4a38c017-7e2c-4f3f-abd2-6d4b4e59c303,00000000-0000-0000-0000-000000000001,2026-06-08,2026-06,REVERSAL of Deposit settlement — Batch recompute settlement 2026-06-08 (EB double-count + split refund),deposit_settlements,a46be678-466c-4522-af23-226a88f12816,a0208870-a3f1-4908-8b93-f5242ecbe9d2,2026-06-08 14:23:50.993929+00,null,"{""reversal_reason"":""Batch recompute settlement 2026-06-08 (EB double-count + split refund)""}"
1f22ccfc-08c3-44eb-a679-69714c312ed8,00000000-0000-0000-0000-000000000001,2024-08-31,2024-08,Deposit settlement,deposit_settlements,a46be678-466c-4522-af23-226a88f12816,null,2026-06-08 14:23:50.993929+00,null,"{""recompute"":""batch 2026-06-08""}"
