apartment_id,issue_type_id,ticket_count,repeat_count,recur_le90,recur_le180,last_occurrence,days_since_last,prev_gap_days,hotspot,priority,date_confidence,reason,recommended_action
d2298bb8-a5e5-735a-c8ca-9b18c7daacd6,a5831922-eaeb-48c2-941c-fd96fae8813d,14,13,11,13,2026-08-04,8,27.0,True,High,high,recurred within 27d (14 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
dc4adc21-f501-0573-2e9a-d7bbbc89e5d6,abc84f5b-a950-406e-ab46-cefbe11df925,13,12,11,12,2026-06-08,65,31.0,True,High,low,recurred within 31d (13 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
1b4d1066-8fe4-199b-7b3b-39e4bded9714,47389994-b201-4bb1-bf91-8bce4dbde510,12,11,11,11,2026-02-07,186,26.0,True,High,low,recurred within 26d (12 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
c2ff0c11-4d1b-7b9b-b93c-aa37c9b6c40b,28158382-d5c1-436c-927b-3e3d9855c2af,12,11,10,11,2026-07-19,24,39.0,True,High,low,recurred within 39d (12 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
03edc7c5-4c46-b55e-523d-9fb7be29910b,a5831922-eaeb-48c2-941c-fd96fae8813d,12,11,9,10,2026-07-31,12,70.0,True,High,low,recurred within 70d (12 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
10c6863d-07c3-4fc4-94f9-6adc29157ce1,a5831922-eaeb-48c2-941c-fd96fae8813d,11,10,9,9,2026-07-28,15,53.0,True,High,low,recurred within 53d (11 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
990e8a3e-a69c-7b31-f606-3eeb21e3d4c6,a5831922-eaeb-48c2-941c-fd96fae8813d,11,10,9,9,2026-07-09,34,37.0,True,High,low,recurred within 37d (11 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
b0d4d2c8-f6ee-bc16-ffd7-fc33c8db8571,a5831922-eaeb-48c2-941c-fd96fae8813d,11,10,9,10,2026-06-07,66,2.0,True,High,low,recurred within 2d (11 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
bde00681-ebfc-ef38-4f6e-4906a012de6b,47389994-b201-4bb1-bf91-8bce4dbde510,11,10,9,10,2026-05-20,84,76.0,True,High,low,recurred within 76d (11 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
c2ff0c11-4d1b-7b9b-b93c-aa37c9b6c40b,a5831922-eaeb-48c2-941c-fd96fae8813d,11,10,9,9,2026-06-30,43,42.0,True,High,low,recurred within 42d (11 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
dc4adc21-f501-0573-2e9a-d7bbbc89e5d6,28158382-d5c1-436c-927b-3e3d9855c2af,11,10,9,9,2026-07-22,21,3.0,True,High,low,recurred within 3d (11 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
bde00681-ebfc-ef38-4f6e-4906a012de6b,01208ba1-4225-4a61-be39-3afe03dad690,10,9,9,9,2025-10-25,291,19.0,True,High,low,recurred within 19d (10 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
dd96a329-ec95-e96a-1348-69d976f39cd4,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,10,9,9,9,2026-08-08,4,41.0,True,High,high,recurred within 41d (10 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
5d204545-2f72-b89b-3190-a826b5ab6512,47389994-b201-4bb1-bf91-8bce4dbde510,12,11,8,11,2026-07-24,19,56.0,True,High,low,recurred within 56d (12 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
990e8a3e-a69c-7b31-f606-3eeb21e3d4c6,28158382-d5c1-436c-927b-3e3d9855c2af,11,10,8,9,2026-06-24,49,37.0,True,High,low,recurred within 37d (11 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
bc7f358d-0d6d-f95f-ff80-9089eefdef69,47389994-b201-4bb1-bf91-8bce4dbde510,11,10,8,10,2026-08-04,8,13.0,True,High,high,recurred within 13d (11 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
c2ff0c11-4d1b-7b9b-b93c-aa37c9b6c40b,01208ba1-4225-4a61-be39-3afe03dad690,11,10,8,9,2026-06-18,55,0.0,True,High,low,recurred within 0d (11 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
c2ff0c11-4d1b-7b9b-b93c-aa37c9b6c40b,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,11,10,8,10,2026-07-19,24,103.0,True,High,low,8 recurrences <=90d (11 tickets),Inspect recurring apartment/issue; review technician history
ffbd5fe0-d9b3-cb55-cfd7-2d72a3498109,a5831922-eaeb-48c2-941c-fd96fae8813d,11,10,8,10,2026-05-25,79,18.0,True,High,low,recurred within 18d (11 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
03edc7c5-4c46-b55e-523d-9fb7be29910b,caf6381e-5189-4c1f-bf0a-4dfd99d9b9e7,10,9,8,9,2026-02-28,165,178.0,True,High,low,8 recurrences <=90d (10 tickets),Inspect recurring apartment/issue; review technician history
574de174-c7bb-bc11-f282-cff2aa2501c5,01208ba1-4225-4a61-be39-3afe03dad690,10,9,8,9,2026-01-28,196,7.0,True,High,low,recurred within 7d (10 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
bde00681-ebfc-ef38-4f6e-4906a012de6b,a5831922-eaeb-48c2-941c-fd96fae8813d,10,9,8,9,2026-07-13,30,0.0,True,High,low,recurred within 0d (10 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
c2ff0c11-4d1b-7b9b-b93c-aa37c9b6c40b,47389994-b201-4bb1-bf91-8bce4dbde510,10,9,8,9,2026-05-11,93,0.0,True,High,low,recurred within 0d (10 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
dd96a329-ec95-e96a-1348-69d976f39cd4,28158382-d5c1-436c-927b-3e3d9855c2af,10,9,8,9,2026-05-11,93,6.0,True,High,low,recurred within 6d (10 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
1b4d1066-8fe4-199b-7b3b-39e4bded9714,28158382-d5c1-436c-927b-3e3d9855c2af,9,8,8,8,2026-01-12,212,43.0,True,High,low,recurred within 43d (9 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
79853a4a-cb02-508c-e041-7e23378aec9c,caf6381e-5189-4c1f-bf0a-4dfd99d9b9e7,10,9,7,9,2026-08-07,5,0.0,True,High,low,recurred within 0d (10 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
85292340-826d-52c1-65c7-7f2a9eb2c2c4,a5831922-eaeb-48c2-941c-fd96fae8813d,10,9,7,9,2026-07-06,37,35.0,True,High,low,recurred within 35d (10 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
b0d4d2c8-f6ee-bc16-ffd7-fc33c8db8571,28158382-d5c1-436c-927b-3e3d9855c2af,10,9,7,7,2026-07-12,31,30.0,True,High,low,recurred within 30d (10 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
b0d4d2c8-f6ee-bc16-ffd7-fc33c8db8571,47389994-b201-4bb1-bf91-8bce4dbde510,10,9,7,8,2026-08-09,3,109.0,True,High,low,7 recurrences <=90d (10 tickets),Inspect recurring apartment/issue; review technician history
bde00681-ebfc-ef38-4f6e-4906a012de6b,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,10,9,7,9,2026-05-26,78,107.0,True,High,low,7 recurrences <=90d (10 tickets),Inspect recurring apartment/issue; review technician history
dd96a329-ec95-e96a-1348-69d976f39cd4,01208ba1-4225-4a61-be39-3afe03dad690,10,9,7,9,2025-11-19,266,21.0,True,High,low,recurred within 21d (10 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
2fc42a4f-fe5a-ae08-0e4e-2c89ca71db85,d76dd3bd-ccb7-4991-a01f-ce158dfe908e,9,8,7,7,2026-08-09,3,185.0,True,High,low,7 recurrences <=90d (9 tickets),Inspect recurring apartment/issue; review technician history
417c9738-a0f7-5a00-1091-37a9fd083dd6,a5831922-eaeb-48c2-941c-fd96fae8813d,9,8,7,8,2026-07-22,21,12.0,True,High,low,recurred within 12d (9 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
d2298bb8-a5e5-735a-c8ca-9b18c7daacd6,caf6381e-5189-4c1f-bf0a-4dfd99d9b9e7,9,8,7,7,2026-04-17,117,7.0,True,High,low,recurred within 7d (9 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
dc4adc21-f501-0573-2e9a-d7bbbc89e5d6,a5831922-eaeb-48c2-941c-fd96fae8813d,9,8,7,7,2026-07-18,25,2.0,True,High,low,recurred within 2d (9 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
dc4adc21-f501-0573-2e9a-d7bbbc89e5d6,d76dd3bd-ccb7-4991-a01f-ce158dfe908e,9,8,7,8,2026-05-27,77,96.0,True,High,low,7 recurrences <=90d (9 tickets),Inspect recurring apartment/issue; review technician history
dd96a329-ec95-e96a-1348-69d976f39cd4,d76dd3bd-ccb7-4991-a01f-ce158dfe908e,9,8,7,8,2026-06-06,67,37.0,True,High,low,recurred within 37d (9 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
1b4d1066-8fe4-199b-7b3b-39e4bded9714,d76dd3bd-ccb7-4991-a01f-ce158dfe908e,8,7,7,7,2026-03-11,154,6.0,True,High,low,recurred within 6d (8 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
1b4d1066-8fe4-199b-7b3b-39e4bded9714,caf6381e-5189-4c1f-bf0a-4dfd99d9b9e7,9,8,6,7,2026-04-26,108,57.0,True,High,low,recurred within 57d (9 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
79853a4a-cb02-508c-e041-7e23378aec9c,47389994-b201-4bb1-bf91-8bce4dbde510,9,8,6,8,2026-07-30,13,13.0,True,High,low,recurred within 13d (9 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
990e8a3e-a69c-7b31-f606-3eeb21e3d4c6,abc84f5b-a950-406e-ab46-cefbe11df925,9,8,6,8,2026-06-24,49,24.0,True,High,low,recurred within 24d (9 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
aa73cade-c28c-dc5b-5980-55801ea0d415,a5831922-eaeb-48c2-941c-fd96fae8813d,9,8,6,8,2026-06-14,59,135.0,True,High,low,6 recurrences <=90d (9 tickets),Inspect recurring apartment/issue; review technician history
d2298bb8-a5e5-735a-c8ca-9b18c7daacd6,47389994-b201-4bb1-bf91-8bce4dbde510,9,8,6,7,2026-06-25,48,8.0,True,High,low,recurred within 8d (9 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
dc4adc21-f501-0573-2e9a-d7bbbc89e5d6,47389994-b201-4bb1-bf91-8bce4dbde510,9,8,6,8,2026-07-12,31,120.0,True,High,low,6 recurrences <=90d (9 tickets),Inspect recurring apartment/issue; review technician history
03edc7c5-4c46-b55e-523d-9fb7be29910b,47389994-b201-4bb1-bf91-8bce4dbde510,8,7,6,7,2026-07-24,19,41.0,True,High,low,recurred within 41d (8 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
1b4d1066-8fe4-199b-7b3b-39e4bded9714,01208ba1-4225-4a61-be39-3afe03dad690,8,7,6,7,2026-06-19,54,116.0,True,High,low,6 recurrences <=90d (8 tickets),Inspect recurring apartment/issue; review technician history
417c9738-a0f7-5a00-1091-37a9fd083dd6,47389994-b201-4bb1-bf91-8bce4dbde510,8,7,6,7,2025-12-31,224,163.0,True,High,low,6 recurrences <=90d (8 tickets),Inspect recurring apartment/issue; review technician history
bde00681-ebfc-ef38-4f6e-4906a012de6b,7917cc13-aaca-4558-a2c2-8be5cd8fc159,8,7,6,6,2026-04-24,110,42.0,True,High,low,recurred within 42d (8 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
bde00681-ebfc-ef38-4f6e-4906a012de6b,caf6381e-5189-4c1f-bf0a-4dfd99d9b9e7,8,7,6,6,2026-05-19,85,182.0,True,High,low,6 recurrences <=90d (8 tickets),Inspect recurring apartment/issue; review technician history
1b4d1066-8fe4-199b-7b3b-39e4bded9714,abc84f5b-a950-406e-ab46-cefbe11df925,7,6,6,6,2025-11-01,284,6.0,True,High,low,recurred within 6d (7 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
990e8a3e-a69c-7b31-f606-3eeb21e3d4c6,7917cc13-aaca-4558-a2c2-8be5cd8fc159,7,6,6,6,2026-03-17,148,0.0,True,High,low,recurred within 0d (7 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
233cca0e-efcf-e631-d2fc-9997a6ba5706,a5831922-eaeb-48c2-941c-fd96fae8813d,8,7,5,6,2026-07-01,42,0.0,True,High,low,recurred within 0d (8 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
5d204545-2f72-b89b-3190-a826b5ab6512,28158382-d5c1-436c-927b-3e3d9855c2af,8,7,5,7,2026-07-25,18,61.0,True,High,low,recurred within 61d (8 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
77c3a6fd-4651-d880-29aa-abd19c8324df,a5831922-eaeb-48c2-941c-fd96fae8813d,8,7,5,7,2026-07-11,32,45.0,True,High,high,recurred within 45d (8 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
9d5d0096-0b78-a663-1142-be871dfa2bda,a5831922-eaeb-48c2-941c-fd96fae8813d,8,7,5,7,2026-07-20,23,140.0,True,High,low,5 recurrences <=90d (8 tickets),Inspect recurring apartment/issue; review technician history
aa73cade-c28c-dc5b-5980-55801ea0d415,47389994-b201-4bb1-bf91-8bce4dbde510,8,7,5,6,2026-06-04,69,176.0,True,High,low,5 recurrences <=90d (8 tickets),Inspect recurring apartment/issue; review technician history
dc4adc21-f501-0573-2e9a-d7bbbc89e5d6,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,8,7,5,6,2026-05-10,94,25.0,True,High,low,recurred within 25d (8 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
03edc7c5-4c46-b55e-523d-9fb7be29910b,d76dd3bd-ccb7-4991-a01f-ce158dfe908e,7,6,5,5,2026-04-08,126,281.0,True,High,low,5 recurrences <=90d (7 tickets),Inspect recurring apartment/issue; review technician history
9d5d0096-0b78-a663-1142-be871dfa2bda,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,7,6,5,6,2026-02-28,165,99.0,True,High,low,5 recurrences <=90d (7 tickets),Inspect recurring apartment/issue; review technician history
aa73cade-c28c-dc5b-5980-55801ea0d415,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,7,6,5,5,2026-07-22,21,48.0,True,High,low,recurred within 48d (7 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
b0d4d2c8-f6ee-bc16-ffd7-fc33c8db8571,abc84f5b-a950-406e-ab46-cefbe11df925,7,6,5,6,2026-08-11,1,68.0,True,High,high,recurred within 68d (7 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
fb5cedd6-2992-1c62-7fba-4a7a6b43b2ff,abc84f5b-a950-406e-ab46-cefbe11df925,7,6,5,5,2026-08-11,1,48.0,True,High,high,recurred within 48d (7 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
2fc42a4f-fe5a-ae08-0e4e-2c89ca71db85,01208ba1-4225-4a61-be39-3afe03dad690,6,5,5,5,2025-10-18,298,0.0,True,High,low,recurred within 0d (6 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
a361bd0d-c2c1-2aee-6303-d65de004edd0,abc84f5b-a950-406e-ab46-cefbe11df925,6,5,5,5,2026-06-14,59,40.0,True,High,high,recurred within 40d (6 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
b0d4d2c8-f6ee-bc16-ffd7-fc33c8db8571,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,6,5,5,5,2026-06-03,70,56.0,True,High,low,recurred within 56d (6 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
fad74a92-8e64-787e-38c3-8ebdb9db6511,28158382-d5c1-436c-927b-3e3d9855c2af,6,5,5,5,2026-08-11,1,25.0,True,High,high,recurred within 25d (6 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
77c3a6fd-4651-d880-29aa-abd19c8324df,d76dd3bd-ccb7-4991-a01f-ce158dfe908e,8,7,4,7,2026-08-03,9,64.0,True,High,low,recurred within 64d (8 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
b0d4d2c8-f6ee-bc16-ffd7-fc33c8db8571,01208ba1-4225-4a61-be39-3afe03dad690,8,7,4,7,2026-08-03,9,19.0,True,High,low,recurred within 19d (8 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
574de174-c7bb-bc11-f282-cff2aa2501c5,28158382-d5c1-436c-927b-3e3d9855c2af,7,6,4,6,2026-06-08,65,129.0,True,High,low,4 recurrences <=90d (7 tickets),Inspect recurring apartment/issue; review technician history
5d204545-2f72-b89b-3190-a826b5ab6512,caf6381e-5189-4c1f-bf0a-4dfd99d9b9e7,7,6,4,5,2026-06-28,45,16.0,True,High,low,recurred within 16d (7 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
85292340-826d-52c1-65c7-7f2a9eb2c2c4,28158382-d5c1-436c-927b-3e3d9855c2af,7,6,4,6,2026-06-23,50,110.0,True,High,low,4 recurrences <=90d (7 tickets),Inspect recurring apartment/issue; review technician history
b0d4d2c8-f6ee-bc16-ffd7-fc33c8db8571,caf6381e-5189-4c1f-bf0a-4dfd99d9b9e7,7,6,4,5,2026-03-07,158,32.0,True,High,low,recurred within 32d (7 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
03edc7c5-4c46-b55e-523d-9fb7be29910b,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,6,5,4,5,2026-05-27,77,75.0,True,High,low,recurred within 75d (6 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
5d204545-2f72-b89b-3190-a826b5ab6512,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,6,5,4,4,2026-07-25,18,58.0,True,High,high,recurred within 58d (6 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
79853a4a-cb02-508c-e041-7e23378aec9c,28158382-d5c1-436c-927b-3e3d9855c2af,6,5,4,4,2026-05-21,83,29.0,True,High,high,recurred within 29d (6 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
85292340-826d-52c1-65c7-7f2a9eb2c2c4,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,6,5,4,5,2026-02-22,171,0.0,True,High,low,recurred within 0d (6 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
9d5d0096-0b78-a663-1142-be871dfa2bda,47389994-b201-4bb1-bf91-8bce4dbde510,6,5,4,4,2026-05-17,87,1.0,True,High,low,recurred within 1d (6 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
a361bd0d-c2c1-2aee-6303-d65de004edd0,d76dd3bd-ccb7-4991-a01f-ce158dfe908e,6,5,4,5,2026-02-19,174,0.0,True,High,low,recurred within 0d (6 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
c17c5093-48b7-139f-ebfc-1cd33ef5179c,7917cc13-aaca-4558-a2c2-8be5cd8fc159,6,5,4,4,2026-05-22,82,360.0,True,High,low,4 recurrences <=90d (6 tickets),Inspect recurring apartment/issue; review technician history
49ed1c8e-3653-c89b-ec74-16d8e20bb923,28158382-d5c1-436c-927b-3e3d9855c2af,5,4,4,4,2026-06-12,61,25.0,True,High,high,recurred within 25d (5 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
82b270bf-e567-2deb-5ef3-495baafd7645,28158382-d5c1-436c-927b-3e3d9855c2af,5,4,4,4,2026-06-15,58,3.0,True,High,high,recurred within 3d (5 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
82b270bf-e567-2deb-5ef3-495baafd7645,a5831922-eaeb-48c2-941c-fd96fae8813d,5,4,4,4,2026-08-03,9,34.0,True,High,high,recurred within 34d (5 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
85292340-826d-52c1-65c7-7f2a9eb2c2c4,caf6381e-5189-4c1f-bf0a-4dfd99d9b9e7,5,4,4,4,2026-06-06,67,25.0,True,High,low,recurred within 25d (5 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
ffbd5fe0-d9b3-cb55-cfd7-2d72a3498109,28158382-d5c1-436c-927b-3e3d9855c2af,5,4,4,4,2025-06-21,417,23.0,True,High,low,recurred within 23d (5 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
2fc42a4f-fe5a-ae08-0e4e-2c89ca71db85,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,7,6,3,5,2026-07-03,40,91.0,True,High,low,3 recurrences <=90d (7 tickets),Inspect recurring apartment/issue; review technician history
990e8a3e-a69c-7b31-f606-3eeb21e3d4c6,01208ba1-4225-4a61-be39-3afe03dad690,7,6,3,5,2026-07-04,39,254.0,True,High,low,3 recurrences <=90d (7 tickets),Inspect recurring apartment/issue; review technician history
a361bd0d-c2c1-2aee-6303-d65de004edd0,28158382-d5c1-436c-927b-3e3d9855c2af,7,6,3,5,2026-08-06,6,37.0,True,High,low,recurred within 37d (7 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
0a839c14-2a88-9896-c2f2-8d51fe610405,47389994-b201-4bb1-bf91-8bce4dbde510,6,5,3,5,2026-08-02,10,166.0,True,High,low,3 recurrences <=90d (6 tickets),Inspect recurring apartment/issue; review technician history
86ad1ceb-8d81-a926-d998-3a2f1cafba06,47389994-b201-4bb1-bf91-8bce4dbde510,6,5,3,3,2026-07-25,18,0.0,True,High,low,recurred within 0d (6 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
990e8a3e-a69c-7b31-f606-3eeb21e3d4c6,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,6,5,3,4,2026-05-02,102,6.0,True,High,low,recurred within 6d (6 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
aa73cade-c28c-dc5b-5980-55801ea0d415,28158382-d5c1-436c-927b-3e3d9855c2af,6,5,3,4,2026-05-24,80,175.0,True,High,low,3 recurrences <=90d (6 tickets),Inspect recurring apartment/issue; review technician history
c17c5093-48b7-139f-ebfc-1cd33ef5179c,47389994-b201-4bb1-bf91-8bce4dbde510,6,5,3,4,2026-04-09,125,1.0,True,High,high,recurred within 1d (6 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
03edc7c5-4c46-b55e-523d-9fb7be29910b,28158382-d5c1-436c-927b-3e3d9855c2af,5,4,3,3,2026-02-05,188,254.0,True,High,low,3 recurrences <=90d (5 tickets),Inspect recurring apartment/issue; review technician history
10c6863d-07c3-4fc4-94f9-6adc29157ce1,28158382-d5c1-436c-927b-3e3d9855c2af,5,4,3,3,2026-05-18,86,59.0,True,High,low,recurred within 59d (5 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
574de174-c7bb-bc11-f282-cff2aa2501c5,47389994-b201-4bb1-bf91-8bce4dbde510,5,4,3,4,2026-03-21,144,0.0,True,High,low,recurred within 0d (5 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
79853a4a-cb02-508c-e041-7e23378aec9c,a5831922-eaeb-48c2-941c-fd96fae8813d,5,4,3,3,2026-07-18,25,8.0,True,High,high,recurred within 8d (5 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
a361bd0d-c2c1-2aee-6303-d65de004edd0,01208ba1-4225-4a61-be39-3afe03dad690,5,4,3,3,2026-02-19,174,10.0,True,High,low,recurred within 10d (5 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
a361bd0d-c2c1-2aee-6303-d65de004edd0,47389994-b201-4bb1-bf91-8bce4dbde510,5,4,3,4,2026-07-01,42,104.0,True,High,low,3 recurrences <=90d (5 tickets),Inspect recurring apartment/issue; review technician history
a361bd0d-c2c1-2aee-6303-d65de004edd0,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,5,4,3,4,2026-07-01,42,17.0,True,High,low,recurred within 17d (5 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
bde00681-ebfc-ef38-4f6e-4906a012de6b,abc84f5b-a950-406e-ab46-cefbe11df925,5,4,3,4,2026-05-18,86,68.0,True,High,low,recurred within 68d (5 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
c17c5093-48b7-139f-ebfc-1cd33ef5179c,28158382-d5c1-436c-927b-3e3d9855c2af,5,4,3,4,2026-06-12,61,18.0,True,High,high,recurred within 18d (5 tickets),Inspect recurring apartment/issue; check if equipment needs repair/replacement
