review_id,property_name,themes,sentiment,pain_points,positive_drivers,customer_needs,purchase_signal,retention_signal,evidence_strength,extraction_status,model,evidence_snippet
ChZDSUhNMG9nS0VJQ0FnSUNaeDVlNVVnEAE,Kripa Homes PG,location|security|room_quality|cleanliness,positive,,location|security|room_quality|cleanliness,location|security|room_quality|cleanliness,False,False,medium,ok,openai/gpt-oss-120b,Good PG in Thiruvanmiyur area with Biometric security. Rooms were spacious and well maintained by regular cleaning.
Ci9DQUlRQUNvZENodHljRjlvT21oNVpGVm9OazlIZFdOMlduRTJiRmxJTW0xM1NtYxAB,Diyaa Paying Guest,location|room_quality|staff,positive,,location|room_quality|staff,location|room_quality|staff,False,True,medium,ok,openai/gpt-oss-120b,"I stayed there for 6 months when I was in Chennai for my job.
The room and area are good.
The owner of the PG is very supportive and always help in every situat"
Ci9DQUlRQUNvZENodHljRjlvT2pSaVlXWm1WbFJCYkdkbWREYzNjRTFyV0VGc1RXYxAB,Diyaa Paying Guest,location|staff|value,positive,,location|staff|value,location|staff|value,False,True,medium,ok,openai/gpt-oss-120b,Sharing my 6 months experience. Best pg in nearby areas. Owner is very helpful person. No restrictions.
ChZDSUhNMG9nS0VJQ0FnSURqbjZHTUZREAE,Diyaa Paying Guest,,neutral,,,,False,False,low,ok,openai/gpt-oss-120b,Try to better
ChdDSUhNMG9nS0VJQ0FnSURKakxXVjhnRRAB,Diyaa Paying Guest,value|staff,negative,value|staff,,value|staff,False,False,low,ok,openai/gpt-oss-120b,Worst pg ever guys please avoid this pg do not trust any postive review from this Address it is worst place you can efford for more money please don't hesitate 
ChZDSUhNMG9nS0VJQ0FnSUN4aVpqYllnEAE,Diyaa Paying Guest,security|staff|value,negative,security|staff|value,,security|staff|value,False,False,high,ok,openai/gpt-oss-120b,Better avoid this pg. You can never get back your deposit while leaving for sure. owner will create lot of trouble and pickup fight while leaving. Not at all se
ChZDSUhNMG9nS0VJQ0FnSUQtaTdMMFVREAE,Diyaa Paying Guest,value,neutral,,value,value,False,False,low,ok,openai/gpt-oss-120b,"I will say its ok , not very good and not bad . This is one of the budget friendly place if you want to save money."
ChZDSUhNMG9nS0VJQ0FnSUNXaU0yREtREAE,Diyaa Paying Guest,value,negative,value,,value,False,False,low,ok,openai/gpt-oss-120b,Worst place full scam they scamming all computer parts
ChdDSUhNMG9nS0VJQ0FnSURLMkwyZmdnRRAB,Diyaa Paying Guest,staff|value|security,negative,staff|value|security,,staff|value|security,False,False,high,ok,openai/gpt-oss-120b,"❌HIGHLY NOT RECOMMENDED❌

Sharing my experience after 3 months of stay, first think you have to know is you have to pay the deposit (advance) of 1 month rent an"
Ci9DQUlRQUNvZENodHljRjlvT2pNNVQwZzVRa0ZmVDJSMVpETlZOVEZ5VDNGNE5sRRAB,Sahithyan Men's PG,cleanliness|value,positive,,cleanliness|value,cleanliness|value,False,False,medium,ok,openai/gpt-oss-120b,Very good Hostel for boys... specially for students....very hygiene and clean...and available in the affordable rent.
Ci9DQUlRQUNvZENodHljRjlvT25OblltUjJhMDh6ZDNGTWVsVlpTWHB4YWxCbmRFRRAB,Olive Serviced Apartments,staff,positive,,staff,staff,False,False,low,ok,openai/gpt-oss-120b,Great service
Ci9DQUlRQUNvZENodHljRjlvT2pkSWVGUnBaSFJ2WDFOVGFHZzBZa0ZtUXpkTVRHYxAB,Olive Serviced Apartments,food|staff,positive,,food|staff,food|staff,False,False,low,ok,openai/gpt-oss-120b,All the workers and fooding for North Indian is osm .
Ci9DQUlRQUNvZENodHljRjlvT2tNd1lqTTRXR3d0V0dwdU1YSTJUVlZvT1ZoS1UzYxAB,Olive Serviced Apartments,staff|room_quality,positive,,staff|room_quality,staff|room_quality,False,False,medium,ok,openai/gpt-oss-120b,I enjoyed staying here as I came by business related work and stayed more than 1 week . All of the facilities were very good specially the boy named Vishal was 
Ci9DQUlRQUNvZENodHljRjlvT21GV1ZUQkRUek5UZDNaRFNWVldiRVpxUjFGRWFXYxAB,Olive Serviced Apartments,room_quality|cleanliness,positive,,room_quality|cleanliness,room_quality|cleanliness,False,False,medium,ok,openai/gpt-oss-120b,Great room and well cleaned.
Ci9DQUlRQUNvZENodHljRjlvT2pScU5qaFZaSEozTUdGRk5HRTViVlJpYTNWV01sRRAB,Olive Serviced Apartments,room_quality|staff,positive,,room_quality|staff,room_quality|staff,False,False,medium,ok,openai/gpt-oss-120b,Rooms and service is very good! Staffs are very very kind and good.
Ci9DQUlRQUNvZENodHljRjlvT2xWVVptdFBMV2RyVkZGM1NUSlZlVEYwY1V4eFpWRRAB,Olive Serviced Apartments,staff|room_quality,negative,staff|room_quality,,staff|room_quality,True,False,high,ok,openai/gpt-oss-120b,"Terrible service. Had booked for 3 pax - 1 room. An extra bed was given - Refused to give a pillow, as  4 pillows were given to the other 2 pax. On the double b"
Ci9DQUlRQUNvZENodHljRjlvT2xFM01WWXdZM2hpYUdaNE5tZFRNRU4wYTJWdk5uYxAB,Olive Serviced Apartments,cleanliness|room_quality|wifi|ac|location|security|parking,neutral,parking,cleanliness|room_quality|wifi|ac|location|security,parking|wifi|ac|cleanliness|security|location,False,False,high,ok,openai/gpt-oss-120b,"Good one...
Nice service...
Peace full.place to get along.."
Ci9DQUlRQUNvZENodHljRjlvT25kWFRpMTZaakJpUkRock1HMU1VbGxmVm1rME1uYxAB,Olive Serviced Apartments,,unknown,,,,False,False,unknown,missing,openai/gpt-oss-120b,"Very very good performance in room 👍😁😁 full happy 😁😊
Foods very nice 👍🙂"
Ci9DQUlRQUNvZENodHljRjlvT2pkWVZubFROa3hzV0ZBeE4zTXRjMnhKTUhSc04xRRAB,Olive Serviced Apartments,,unknown,,,,False,False,unknown,missing,openai/gpt-oss-120b,"- Rooms are very clean. All required facilities are available inside room like table, chair, cub boards, hangers, TV, Wifi, intercom, Air-conditions, fans, nice"
Ci9DQUlRQUNvZENodHljRjlvT2sxaFYwc3RaekpaTTJ3MmFFaHlUR05QTm5SdmRVRRAB,Feel At Home Ladies Hostel,,positive,,,,False,False,low,ok,openai/gpt-oss-120b,Had Good Experience. Good place to stay.
Ci9DQUlRQUNvZENodHljRjlvT25adFJXUm5ORWhRV1UxU1EyeDVMVFJ0Y1UxMlQzYxAB,Feel At Home Ladies Hostel,security|cleanliness|room_quality,positive,,security|cleanliness|room_quality,security|cleanliness|room_quality,False,False,medium,ok,openai/gpt-oss-120b,"The women’s hostel offers a safe, clean, and comfortable living space. It also encourages independence and fosters a friendly, supportive community."
Ci9DQUlRQUNvZENodHljRjlvT21sdWRESnNZMlZEYkhFd05XMVBTa00yTTFoMmNuYxAB,Feel At Home Ladies Hostel,safety|value|cleanliness|location,positive,,safety|value|cleanliness|location,safety|value|cleanliness,True,False,high,ok,openai/gpt-oss-120b,"I highly recommend OMR ladies hostel to any girl seeking safe, affordable, and hygienic accommodation in Chennai.
It's truly a home away from home"
Ci9DQUlRQUNvZENodHljRjlvT2xReU4wWjZjemxTVVdWWVgwOHRVMGhaYzNocVVGRRAB,Feel At Home Ladies Hostel,staff|safety,positive,,staff|safety,safety,False,False,medium,ok,openai/gpt-oss-120b,The staffs are kind and respectful. You are doing great job by giving safe place for working women
Ci9DQUlRQUNvZENodHljRjlvT2tkM1JVZDZNek5uUVVrNFYySXRjV1F4YUdKWFEzYxAB,Feel At Home Ladies Hostel,,positive,,,,False,False,low,ok,openai/gpt-oss-120b,Good hostel for working women
Ci9DQUlRQUNvZENodHljRjlvT210d1RGbzBha0pOVGt0QmR5MTZNVjlhVjFGcGRFRRAB,Feel At Home Ladies Hostel,cleanliness|food|staff|safety|room_quality,positive,,cleanliness|food|staff|safety|room_quality,cleanliness|food|staff|safety|room_quality,True,False,high,ok,openai/gpt-oss-120b,"Great PG stay! Clean rooms, good food, friendly management, and a safe environment. I felt very comfortable throughout my time here. Definitely recommend."
ChZDSUhNMG9nS0VJQ0FnTUNvNmRLSmZ3EAE,Feel At Home Ladies Hostel,,unknown,,,,False,False,unknown,missing,openai/gpt-oss-120b,:very good
ChZDSUhNMG9nS0VJQ0FnSURfM2NEelZREAE,Feel At Home Ladies Hostel,common_area,positive,,common_area,common_area,False,False,medium,ok,openai/gpt-oss-120b,Good hostel with all facilities. They have big dining hall to sit and relax with friends .
ChdDSUhNMG9nS0VJQ0FnSURfblkzbzZnRRAB,Feel At Home Ladies Hostel,location,positive,,location,location,False,False,medium,ok,openai/gpt-oss-120b,"Nice place, it's on OMR main road easy to go to Chennai one TCS"
ChZDSUhNMG9nS0VJQ0FnSUNfNk5pc2RREAE,Feel At Home Ladies Hostel,,positive,,,,False,False,low,ok,openai/gpt-oss-120b,Good
ChZDSUhNMG9nS0VJQ0FnSUNfaUttcE5REAE,Feel At Home Ladies Hostel,,positive,,,,False,False,low,ok,openai/gpt-oss-120b,Good place to stay
ChdDSUhNMG9nS0VJQ0FnSUNmMTYzNDZBRRAB,Feel At Home Ladies Hostel,food|value,positive,,food|value,food|value,False,False,medium,ok,openai/gpt-oss-120b,Affordable stay and good food
ChZDSUhNMG9nS0VJQ0FnSURyMzlXUUNREAE,Feel At Home Ladies Hostel,,positive,,,,False,False,low,ok,openai/gpt-oss-120b,Good experience!
ChdDSUhNMG9nS0VJQ0FnSURyNjZ2UGxBRRAB,Feel At Home Ladies Hostel,staff,positive,,staff,staff,False,False,medium,ok,openai/gpt-oss-120b,Friendly atmosphere and warden was so humble and such a kind personality
ChZDSUhNMG9nS0VJQ0FnSURUNWRQR0xREAE,Feel At Home Ladies Hostel,location|food|room_quality,positive,,location|food|room_quality,location|food|room_quality,False,False,medium,ok,openai/gpt-oss-120b,Located near OMR Thoraipakam  bus stop so easy to go anywhere. Good Food and good accommodation.
ChZDSUhNMG9nS0VJQ0FnSUNUcHVENk1REAE,Feel At Home Ladies Hostel,food|room_quality,neutral,,food|room_quality,food|room_quality,False,False,low,ok,openai/gpt-oss-120b,Good food and accommodation
Ci9DQUlRQUNvZENodHljRjlvT2pGVVdWOW9TR1ZyV2s5SFdrcGlSM28zV1VSV2IyYxAB,TSP PG Accommodation,value|food|laundry,positive,,value|food|laundry,value|food|laundry,False,False,medium,ok,openai/gpt-oss-120b,"Pg is good and affordable.

facilities are available, including food and washing machine."
Ci9DQUlRQUNvZENodHljRjlvT2s5bGIzVXdSbmRKU1V0bWVEVTViMmRwZUd0bFgxRRAB,TSP PG Accommodation,cleanliness|staff|room_quality,positive,,cleanliness|staff|room_quality,cleanliness|staff|room_quality,False,False,medium,ok,openai/gpt-oss-120b,very good and clean place to stay. People who are all working on this pg so friendly. Nice place to stay.
Ci9DQUlRQUNvZENodHljRjlvT2xJMU1XYzJWa3B3WW1kVlZtc3haVEZRUVZrd1FXYxAB,TSP PG Accommodation,sharing|staff|food|room_quality,positive,,sharing|staff|food|room_quality,sharing|staff|food|room_quality,False,False,high,ok,openai/gpt-oss-120b,Stayed in the Thiruvanmiyur Branch in 3 sharing. I had a good experience throughout my stay. Even if there is any sort of issues you can always talk with the ev
Ci9DQUlRQUNvZENodHljRjlvT2taTU5scE9ZbTlrVG1kbk5FNW1USEJVUkY5U2JGRRAB,TSP PG Accommodation,,neutral,,,,False,False,low,ok,openai/gpt-oss-120b,"The rooms are clean and well-maintained, and the environment is comfortable for daily living. Facilities like Wi-Fi, water, and electricity are reliable.

The f"
Ci9DQUlRQUNvZENodHljRjlvT25kR1YzQlRabGN0ZVVweVpFVlpiRVpmUzJjMFptYxAB,TSP PG Accommodation,staff,negative,staff,,staff,False,False,low,ok,openai/gpt-oss-120b,Ask Your Contact of Phone Give me ........
Ci9DQUlRQUNvZENodHljRjlvT2xaM2NIRmtlRUZQTjI1aE5IUnBXVnBPYkRCQk5FRRAB,TSP PG Accommodation,cleanliness|maintenance|food|staff|value|room_quality,positive,,cleanliness|maintenance|food|staff|value|room_quality,cleanliness|maintenance|food|staff|value|room_quality,True,False,high,ok,openai/gpt-oss-120b,"Good and comfortable stay at TSP PG, Thiruvanmiyur. Rooms are clean and well-maintained. Food is homely and tasty. Owners are friendly and very supportive. Budg"
Ci9DQUlRQUNvZENodHljRjlvT25CbFYwWlRaVEk0ZWs1WGNteE9MWGRUYmtkcVZVRRAB,TSP PG Accommodation,,unknown,,,,False,False,unknown,missing,openai/gpt-oss-120b,Poor enquiry response
Ci9DQUlRQUNvZENodHljRjlvT2s5NmNuZGtNa2xuTXpOaE0ybGZka0ZuZG1SR1kzYxAB,TSP PG Accommodation,,neutral,,,,False,False,low,ok,openai/gpt-oss-120b,Blast pg ever 💥
Ci9DQUlRQUNvZENodHljRjlvT2xCZmRrcFdhRmRJV1V4UGJubHpOMVZxTFdsSGVIYxAB,TSP PG Accommodation,room_quality|food|cleanliness,positive,,room_quality|food|cleanliness,room_quality|food|cleanliness,False,False,medium,ok,openai/gpt-oss-120b,"Nice and peaceful accommodation,
The food is tasty and healthy,
The places where clean and hygiene."
Ci9DQUlRQUNvZENodHljRjlvT2pCd2RESmhTbVptY0dnd2EwVkNjMnAyZEhsdWEyYxAB,TSP PG Accommodation,staff|value,positive,,staff|value,staff|value,False,False,medium,ok,openai/gpt-oss-120b,Affordable pricing with excellent amenities. The staff is cooperative and the atmosphere feels like home
Ci9DQUlRQUNvZENodHljRjlvT2tORVgwdG1TMGxXYVhSaVJrbFRaRFUzTmkxMU5IYxAB,TSP PG Accommodation,value,neutral,,,value,False,False,low,ok,openai/gpt-oss-120b,Can you share what was the rent
Ci9DQUlRQUNvZENodHljRjlvT2pGUU1sZHpNbWt5ZVdaQ1JrZENUSFJOVm1oWlpWRRAB,TSP PG Accommodation,staff|cleanliness|security|laundry|food|water|value,positive,,staff|cleanliness|security|laundry|food|water|value,staff|cleanliness|security|laundry|food|water|value,True,False,high,ok,openai/gpt-oss-120b,"Kind and supportive owner.
Neat & clean Budget friendly PG. Highly recommend.
Security surveillance great safe to keep our things, outside people can’t enter wi"
Ci9DQUlRQUNvZENodHljRjlvT210QmJFTk9jMFpTZDBsV1RFOVNaV1pZVkZoalFsRRAB,TSP PG Accommodation,cleanliness|food|staff|maintenance|room_quality,positive,,cleanliness|food|staff|maintenance|room_quality,cleanliness|food|staff|maintenance|room_quality,False,False,high,ok,openai/gpt-oss-120b,"""TSP hostel exceeded my expectations! Clean rooms, tasty food, and awesome vibes. Management is super helpful and responsive. A home away from home! Facilities "
Ci9DQUlRQUNvZENodHljRjlvT2xocWNub3RZblpmZUdRdE1IUXpha3RvUWxBNFlsRRAB,TSP PG Accommodation,cleanliness|room_quality|staff|location|safety|value|maintenance,positive,,cleanliness|room_quality|staff|location|safety|value|maintenance,cleanliness|room_quality|staff|location|safety|value|maintenance,True,False,high,ok,openai/gpt-oss-120b,"My stay at this PG has been extremely satisfying. The room was clean, comfortable, and exactly as shown in the photos. The environment is quiet and perfect for "
Ci9DQUlRQUNvZENodHljRjlvT2xCV01WRktObVZNVG05a2EyWkpWWFF5WVhWaVNIYxAB,TSP PG Accommodation,value,positive,,value,value,False,False,low,ok,openai/gpt-oss-120b,Compare to other it is good pg
Ci9DQUlRQUNvZENodHljRjlvT2tkdFVuSndWamwwUjNNelR6UnZhRk0yWW14MGVuYxAB,TSP PG Accommodation,staff|value|ac|laundry,positive,,staff|value|ac|laundry,staff|value|ac|laundry,False,False,medium,ok,openai/gpt-oss-120b,"Very good hospitality, owner behavior is very helping nature,
affordable rent
AC, washing machine, almirah available"
Ci9DQUlRQUNvZENodHljRjlvT2tzMVR6SnFlR1JSZDFwcGQwZFRVVW8yV1ZBd2FuYxAB,Subodhaya Paying Guest (Ladies),cleanliness|room_quality|food|maintenance,positive,,cleanliness|room_quality|food|maintenance,cleanliness|room_quality|food|maintenance,False,False,medium,ok,openai/gpt-oss-120b,This is ladies paying guest house. Room need to be booked in advance either daily basis or monthly basis. Well maintained and clean rooms and bathrooms. Home co
ChdDSUhNMG9nS0VJQ0FnSUR5aTZtdGpRRRAB,Subodhaya Paying Guest (Ladies),,positive,,,,False,False,low,ok,openai/gpt-oss-120b,Good fecilitys are is there
Ci9DQUlRQUNvZENodHljRjlvT2pGNFdFSlZUMDFvZHpVeUxWcHFkMGcyZEdSNU1GRRAB,Season 4 Rentals,location|parking|food|staff|cleanliness,negative,location|parking|food|staff|cleanliness,,location|parking|food|staff|cleanliness,False,False,high,ok,openai/gpt-oss-120b,"Noisy location, they says Noise proof glass windows .u cannot fill much noise in bedroom but in bathroom it’s too noisy. Kitchen drawers, fridge were not hygien"
Ci9DQUlRQUNvZENodHljRjlvT2xaMGJsWnRaamsxV25OdVgzZEVOM2MxU0hseFVGRRAB,Season 4 Rentals,staff,positive,,staff,staff,False,False,medium,ok,openai/gpt-oss-120b,"It's cool for us we are happy they are highly professional in the way they handle check in.and check out ,see we are very warm.to people we adress everyone as s"
Ci9DQUlRQUNvZENodHljRjlvT2xGc05FaHBhRGsyTjI4NFJWUndSakpFWjJGTWRuYxAB,Season 4 Rentals,staff|cleanliness|food|safety,negative,staff|cleanliness|food|safety,,staff|cleanliness|food|safety,False,False,high,ok,openai/gpt-oss-120b,"I recently stayed at this hotel for five days, and it was a thoroughly disappointing experience. The service was consistently poor and the staff was unfriendly."
Ci9DQUlRQUNvZENodHljRjlvT2xndFkwUkxjVFJwU2tzMk9VVldTVFJ4Tm5VM1RXYxAB,Season 4 Rentals,cleanliness|room_quality|staff,positive,staff,cleanliness|room_quality,cleanliness|room_quality|staff,True,True,medium,ok,openai/gpt-oss-120b,"Rooms are clean, little small with attached bathrooms, but perfect for 1-2 days stay. We went as a family of 5 members with 1 kid… kitchen was furnished with ov"
Ci9DQUlRQUNvZENodHljRjlvT21aYU9VSXdSMmhHV0hoRGRqTTNiblpmUTFaUllXYxAB,Season 4 Rentals,location|value|room_quality,positive,,location|value|room_quality,location|value|room_quality,False,False,low,ok,openai/gpt-oss-120b,Nicely curated property near to Thiruvanmaiyur bus stand. Stayed at 1bhk with all amenities although not used anything. Good value for money.
Ci9DQUlRQUNvZENodHljRjlvT2tOek5tOWxhM1ZOYUdKQ1NWaHFNRTAxTVY5R1VsRRAB,Season 4 Rentals,staff,positive,,staff,staff,False,False,low,ok,openai/gpt-oss-120b,Excellent hotel and Excellent staff. Thank you Manimaran
Ci9DQUlRQUNvZENodHljRjlvT21WcWJqaFplSFZGY2paNVZFWjJkR1p1Y3pKV1lWRRAB,Season 4 Rentals,staff|cleanliness|room_quality,positive,,staff|cleanliness|room_quality,staff|cleanliness|room_quality,False,False,medium,ok,openai/gpt-oss-120b,Friendly and cooperative staff and well maintained rooms and special thanks to Manimaran ji for helping.
Ci9DQUlRQUNvZENodHljRjlvT25aaFkyeENUM2hVTUc1U2VHaG5iamRtVFZWd2RrRRAB,Season 4 Rentals,location|staff|room_quality,positive,,location|staff|room_quality,location|staff|room_quality,False,False,medium,ok,openai/gpt-oss-120b,"It was an amazing and comfortable stay with close proximity to the temple. Especially, the service by Mr Manimaran was really great. Overall,  the experience an"
