ticket_id,apartment_id,issue_type_id,issue_type_name,assigned_to,created_ts,resolved_ts,resolution_hours,sla_hours,sla_remaining_hours,sla_breached,sla_status,lifecycle_quality,reason,recommended_action,method
37c4d587-a13a-a523-828b-8c1c3f47c6e5,03edc7c5-4c46-b55e-523d-9fb7be29910b,a5831922-eaeb-48c2-941c-fd96fae8813d,AC Issues,d2b6ece0-395c-4c27-9667-6d7ce50b417c,2026-04-20 07:40:09.223005,,,12,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
b5e44530-52eb-195c-23ce-0901df0f2811,03edc7c5-4c46-b55e-523d-9fb7be29910b,47389994-b201-4bb1-bf91-8bce4dbde510,Other,e213d0c5-7de3-4f91-b5d4-cda0cd2ade6c,2026-04-20 07:40:09.223005,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
58afb6b4-58c2-bb78-8401-0d840281812e,03edc7c5-4c46-b55e-523d-9fb7be29910b,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,Furniture,d2b6ece0-395c-4c27-9667-6d7ce50b417c,2026-04-20 07:40:09.223005,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
50c923c5-a984-3119-6443-cfa0e8805482,03edc7c5-4c46-b55e-523d-9fb7be29910b,a5831922-eaeb-48c2-941c-fd96fae8813d,AC Issues,d2b6ece0-395c-4c27-9667-6d7ce50b417c,2026-04-20 07:40:09.223005,,,12,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
cb8c9894-64d9-69dd-3677-6f430d882b79,c2ff0c11-4d1b-7b9b-b93c-aa37c9b6c40b,01208ba1-4225-4a61-be39-3afe03dad690,RO Water Issues,e213d0c5-7de3-4f91-b5d4-cda0cd2ade6c,2026-04-20 07:40:09.223005,,,6,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
752c8d81-bc98-42db-d215-788d17dba6eb,c2ff0c11-4d1b-7b9b-b93c-aa37c9b6c40b,47389994-b201-4bb1-bf91-8bce4dbde510,Other,e213d0c5-7de3-4f91-b5d4-cda0cd2ade6c,2026-04-20 07:40:09.223005,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
7db38434-5d5c-80cd-e524-00e52d3546e6,c2ff0c11-4d1b-7b9b-b93c-aa37c9b6c40b,47389994-b201-4bb1-bf91-8bce4dbde510,Other,d2b6ece0-395c-4c27-9667-6d7ce50b417c,2026-04-20 07:40:09.223005,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
96c1cf88-5d0c-4449-a197-7c8bc5fd4dc3,1b4d1066-8fe4-199b-7b3b-39e4bded9714,a25aca1b-211b-41d3-ab08-78bd2b9541e8,Toilet Issues,bd081ad6-5fe3-4c1d-a919-81b1055efa19,2026-06-03 12:58:38.559295,2026-06-04 10:14:25.976721,21.26317150722222,4,-17.26317150722222,True,SLA Breached,measurable,reconstructed resolution 21.3h vs 4h SLA,Review breach — slow resolution for this issue type,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
846c9340-23b3-47a4-8a54-5953b41f2f7a,03edc7c5-4c46-b55e-523d-9fb7be29910b,c5f1c3c0-af88-4c54-9730-ebffed128bc9,Kitchen Equipment,8c42685b-f2df-4dec-96bd-0e77b715e33e,2026-07-24 06:45:20.791749,,,12,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
f0de0900-6a45-49e5-87a7-f90468c0021f,82b270bf-e567-2deb-5ef3-495baafd7645,a5831922-eaeb-48c2-941c-fd96fae8813d,AC Issues,bd081ad6-5fe3-4c1d-a919-81b1055efa19,2026-04-18 06:55:19.141318,2026-04-21 19:35:38.573624,84.67206452944444,12,-72.67206452944444,True,SLA Breached,measurable,reconstructed resolution 84.7h vs 12h SLA,Review breach — slow resolution for this issue type,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
8940a72b-e97b-c430-fe80-dd5f703d2b2c,c2ff0c11-4d1b-7b9b-b93c-aa37c9b6c40b,01208ba1-4225-4a61-be39-3afe03dad690,RO Water Issues,e213d0c5-7de3-4f91-b5d4-cda0cd2ade6c,2026-04-20 07:40:09.223005,,,6,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
9cc03432-0168-846b-b8af-34f2e82c1304,233cca0e-efcf-e631-d2fc-9997a6ba5706,a5831922-eaeb-48c2-941c-fd96fae8813d,AC Issues,d2b6ece0-395c-4c27-9667-6d7ce50b417c,2026-04-20 07:40:09.223005,,,12,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
3214e117-49c9-552b-6e9c-cbcfa2d83bf4,233cca0e-efcf-e631-d2fc-9997a6ba5706,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,Furniture,d2b6ece0-395c-4c27-9667-6d7ce50b417c,2026-04-20 07:40:09.223005,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
bfbf4ee4-3dd6-8946-090f-0356ae9756b7,233cca0e-efcf-e631-d2fc-9997a6ba5706,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,Furniture,d2b6ece0-395c-4c27-9667-6d7ce50b417c,2026-04-20 07:40:09.223005,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
01f41bfa-c2f0-c2c6-f86a-f9b8cf2cc167,233cca0e-efcf-e631-d2fc-9997a6ba5706,a5831922-eaeb-48c2-941c-fd96fae8813d,AC Issues,d2b6ece0-395c-4c27-9667-6d7ce50b417c,2026-04-20 07:40:09.223005,,,12,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
e62170fd-2a8f-147c-f99a-7f35f5948a80,233cca0e-efcf-e631-d2fc-9997a6ba5706,caf6381e-5189-4c1f-bf0a-4dfd99d9b9e7,Washing machine Issue,e213d0c5-7de3-4f91-b5d4-cda0cd2ade6c,2026-04-20 07:40:09.223005,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
caa1c9b3-3c45-4470-f1b3-515b2aea1edc,233cca0e-efcf-e631-d2fc-9997a6ba5706,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,Furniture,e213d0c5-7de3-4f91-b5d4-cda0cd2ade6c,2026-04-20 07:40:09.223005,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
1b3d336b-b145-5392-6446-db743197dacb,233cca0e-efcf-e631-d2fc-9997a6ba5706,caf6381e-5189-4c1f-bf0a-4dfd99d9b9e7,Washing machine Issue,e213d0c5-7de3-4f91-b5d4-cda0cd2ade6c,2026-04-20 07:40:09.223005,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
65cada80-da95-693b-58dd-f609d026c2a1,233cca0e-efcf-e631-d2fc-9997a6ba5706,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,Furniture,e213d0c5-7de3-4f91-b5d4-cda0cd2ade6c,2026-04-20 07:40:09.223005,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
e61d2cb9-3140-4ef0-b62a-d73a1c750756,dd96a329-ec95-e96a-1348-69d976f39cd4,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,Furniture,bd081ad6-5fe3-4c1d-a919-81b1055efa19,2026-05-12 11:25:55.075373,2026-05-13 09:53:38.257276,22.461994973055557,24,1.5380050269444432,False,Within SLA,measurable,reconstructed resolution 22.5h vs 24h SLA,OK,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
76d61ead-a174-4c32-b826-99c5a6277e1f,49ed1c8e-3653-c89b-ec74-16d8e20bb923,28158382-d5c1-436c-927b-3e3d9855c2af,Electrical Issues,bd081ad6-5fe3-4c1d-a919-81b1055efa19,2026-04-19 05:52:59.356115,2026-04-20 12:10:36.082930,30.29353522638889,6,-24.29353522638889,True,SLA Breached,measurable,reconstructed resolution 30.3h vs 6h SLA,Review breach — slow resolution for this issue type,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
6383a047-73e9-0049-6be1-ad420bb426d6,188aee4d-68e0-1ddb-38e6-a946bc75072d,01208ba1-4225-4a61-be39-3afe03dad690,RO Water Issues,bd081ad6-5fe3-4c1d-a919-81b1055efa19,2026-04-20 07:40:09.877871,,,6,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
298682a6-471a-a4c0-1cc9-4b9dc5ecfaa8,03edc7c5-4c46-b55e-523d-9fb7be29910b,01208ba1-4225-4a61-be39-3afe03dad690,RO Water Issues,e213d0c5-7de3-4f91-b5d4-cda0cd2ade6c,2026-04-20 07:40:09.877871,,,6,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
998c2e22-122e-bbe3-865b-e1ff25394044,188aee4d-68e0-1ddb-38e6-a946bc75072d,47389994-b201-4bb1-bf91-8bce4dbde510,Other,d2b6ece0-395c-4c27-9667-6d7ce50b417c,2026-04-20 07:40:09.877871,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
a4884c74-2b30-25a0-62a9-6c621ae380fe,188aee4d-68e0-1ddb-38e6-a946bc75072d,47389994-b201-4bb1-bf91-8bce4dbde510,Other,e213d0c5-7de3-4f91-b5d4-cda0cd2ade6c,2026-04-20 07:40:09.877871,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
72405ca5-e55a-4349-9fdd-ca700389fd6b,b0875d50-a469-821b-57c3-03ac62809198,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,Furniture,bd081ad6-5fe3-4c1d-a919-81b1055efa19,2026-04-18 12:18:21.743314,2026-04-18 12:29:51.990603,0.19173535805555555,24,23.808264641944444,False,Within SLA,measurable,reconstructed resolution 0.2h vs 24h SLA,OK,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
c1863a04-127e-cef5-7eff-0a3bd5bca7fc,188aee4d-68e0-1ddb-38e6-a946bc75072d,47389994-b201-4bb1-bf91-8bce4dbde510,Other,d2b6ece0-395c-4c27-9667-6d7ce50b417c,2026-04-20 07:40:09.877871,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
cfa2d054-c1d3-89ad-2e1b-cc4421339451,4d1dd99b-b75a-70b5-406b-f5e869954002,d76dd3bd-ccb7-4991-a01f-ce158dfe908e,Plumbing,a55e7168-b152-4072-8b01-0cd4b7e299ca,2026-04-20 07:40:09.877871,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
ed21b145-26a5-65ab-bf2c-ddf190872e8f,4d1dd99b-b75a-70b5-406b-f5e869954002,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,Furniture,e213d0c5-7de3-4f91-b5d4-cda0cd2ade6c,2026-04-20 07:40:09.877871,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
44316f83-5813-fb8e-d2ab-1343d0fab3f2,4d1dd99b-b75a-70b5-406b-f5e869954002,d76dd3bd-ccb7-4991-a01f-ce158dfe908e,Plumbing,e213d0c5-7de3-4f91-b5d4-cda0cd2ade6c,2026-04-20 07:40:09.877871,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
88a47516-18c5-fc32-41c5-90261c772576,4d1dd99b-b75a-70b5-406b-f5e869954002,d76dd3bd-ccb7-4991-a01f-ce158dfe908e,Plumbing,a55e7168-b152-4072-8b01-0cd4b7e299ca,2026-04-20 07:40:09.877871,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
dd4fdec3-f242-30e5-f5e1-aa357590564d,4d1dd99b-b75a-70b5-406b-f5e869954002,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,Furniture,a55e7168-b152-4072-8b01-0cd4b7e299ca,2026-04-20 07:40:09.877871,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
2a9075fb-d301-bbad-581c-adcd1678f49e,85292340-826d-52c1-65c7-7f2a9eb2c2c4,a5831922-eaeb-48c2-941c-fd96fae8813d,AC Issues,e213d0c5-7de3-4f91-b5d4-cda0cd2ade6c,2026-04-20 07:40:09.877871,,,12,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
34da8673-bdcf-9b98-1ca2-9f2896b7f74f,85292340-826d-52c1-65c7-7f2a9eb2c2c4,01208ba1-4225-4a61-be39-3afe03dad690,RO Water Issues,e213d0c5-7de3-4f91-b5d4-cda0cd2ade6c,2026-04-20 07:40:09.877871,,,6,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
63f97aaf-b20e-8b0a-5d96-7a6350f33a27,85292340-826d-52c1-65c7-7f2a9eb2c2c4,01208ba1-4225-4a61-be39-3afe03dad690,RO Water Issues,e213d0c5-7de3-4f91-b5d4-cda0cd2ade6c,2026-04-20 07:40:09.877871,,,6,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
a6ee1147-a3cb-5e19-004b-15055ccb08ce,85292340-826d-52c1-65c7-7f2a9eb2c2c4,47389994-b201-4bb1-bf91-8bce4dbde510,Other,d2b6ece0-395c-4c27-9667-6d7ce50b417c,2026-04-20 07:40:09.877871,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
dee0cae2-cd15-c3db-131c-74eb0aaa95da,85292340-826d-52c1-65c7-7f2a9eb2c2c4,47389994-b201-4bb1-bf91-8bce4dbde510,Other,d2b6ece0-395c-4c27-9667-6d7ce50b417c,2026-04-20 07:40:09.877871,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
10c1b27a-bfc6-9920-7298-f5e427cb51e0,85292340-826d-52c1-65c7-7f2a9eb2c2c4,47389994-b201-4bb1-bf91-8bce4dbde510,Other,e213d0c5-7de3-4f91-b5d4-cda0cd2ade6c,2026-04-20 07:40:09.877871,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
1b7a9324-3f5b-bd8a-c773-49a8f0277d78,d2298bb8-a5e5-735a-c8ca-9b18c7daacd6,a5831922-eaeb-48c2-941c-fd96fae8813d,AC Issues,d2b6ece0-395c-4c27-9667-6d7ce50b417c,2026-04-20 07:40:09.877871,,,12,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
2132b30e-45a1-4021-801e-c0772c7fcc4d,dd96a329-ec95-e96a-1348-69d976f39cd4,47389994-b201-4bb1-bf91-8bce4dbde510,Other,bd081ad6-5fe3-4c1d-a919-81b1055efa19,2026-04-03 06:12:44.808072,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
41bdac72-19c0-5a9b-a35f-efc615ffa556,aa73cade-c28c-dc5b-5980-55801ea0d415,a5831922-eaeb-48c2-941c-fd96fae8813d,AC Issues,d2b6ece0-395c-4c27-9667-6d7ce50b417c,2026-04-20 07:40:09.877871,,,12,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
2d0426ce-4364-67e9-68d1-143468bc86b1,03edc7c5-4c46-b55e-523d-9fb7be29910b,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,Furniture,e213d0c5-7de3-4f91-b5d4-cda0cd2ade6c,2026-04-20 07:40:09.877871,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
4e4b885f-7557-9cf8-c749-6b24d2c0b86b,03edc7c5-4c46-b55e-523d-9fb7be29910b,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,Furniture,e213d0c5-7de3-4f91-b5d4-cda0cd2ade6c,2026-04-20 07:40:09.877871,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
807cd978-b74c-c028-1930-847256523211,03edc7c5-4c46-b55e-523d-9fb7be29910b,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,Furniture,bd081ad6-5fe3-4c1d-a919-81b1055efa19,2026-04-20 07:40:09.877871,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
19f805a8-9b26-2b32-379c-99affa8e1f6b,10c6863d-07c3-4fc4-94f9-6adc29157ce1,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,Furniture,d2b6ece0-395c-4c27-9667-6d7ce50b417c,2026-04-20 07:40:09.877871,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
1d6c1d1e-c163-a3ed-f124-0be3e1ea6a82,85292340-826d-52c1-65c7-7f2a9eb2c2c4,e2aa2aaa-8af6-4807-9a4e-7665c5421eed,Furniture,e213d0c5-7de3-4f91-b5d4-cda0cd2ade6c,2026-04-20 07:40:09.877871,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
09781585-3e29-b7f6-d8df-192b30112013,85292340-826d-52c1-65c7-7f2a9eb2c2c4,abc84f5b-a950-406e-ab46-cefbe11df925,Cleaning Issues,d2b6ece0-395c-4c27-9667-6d7ce50b417c,2026-04-20 07:40:09.877871,,,4,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
5f9e416d-811a-4ecf-1b31-737be7ceb3a4,85292340-826d-52c1-65c7-7f2a9eb2c2c4,47389994-b201-4bb1-bf91-8bce4dbde510,Other,e213d0c5-7de3-4f91-b5d4-cda0cd2ade6c,2026-04-20 07:40:09.877871,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
a92341f2-7949-9d9a-059c-7ec91da5f73f,85292340-826d-52c1-65c7-7f2a9eb2c2c4,47389994-b201-4bb1-bf91-8bce4dbde510,Other,e213d0c5-7de3-4f91-b5d4-cda0cd2ade6c,2026-04-20 07:40:09.877871,,,24,,,Insufficient lifecycle data,insufficient_lifecycle_data,insufficient_lifecycle_data,No resolved event yet / open,Reconstructed created->resolved SLA from ticket_logs + issue_types.sla_hours (NOT verified app formula)
