asset_id,asset_type,purchase_date,allocation_date,asset_start_date,date_source,asset_age_days,asset_age_years
841133bb-570c-43b6-a0f9-a32fc9c79c36,Cupboard,,2026-04-10,2026-04-10,allocation_date,125,0.34
114aab82-4f20-4f3d-b21c-e523417369fb,Dining Table,2025-09-09,2025-09-09,2025-09-09,purchase_date,338,0.93
e4693315-a816-4efc-8139-a350a1ab680d,Fan,,2026-04-10,2026-04-10,allocation_date,125,0.34
a737be05-86f4-4f25-92c3-c7d286af64ba,Fan,,2026-04-10,2026-04-10,allocation_date,125,0.34
37597e49-c4ae-4637-83cb-f43ea7ef8d35,Fan,,2026-04-10,2026-04-10,allocation_date,125,0.34
5307c51c-cc4a-48a2-91bc-bb07ec8413fc,Fan,,2026-04-10,2026-04-10,allocation_date,125,0.34
5d1e1809-a3be-4fa4-9f6b-69ec87bed164,Induction Stove,2025-08-13,2025-08-13,2025-08-13,purchase_date,365,1.0
408088bc-8911-4fed-a69d-2a34f35c1055,Mattress,2025-08-05,2025-08-05,2025-08-05,purchase_date,373,1.02
acdb0a61-293f-4fc3-9618-7a489fccb393,Mattress,2025-08-05,2025-08-05,2025-08-05,purchase_date,373,1.02
88d23aa7-9d23-4269-af47-cd6ed26894ab,Mattress,2025-08-05,2025-08-05,2025-08-05,purchase_date,373,1.02
606383b6-81a7-4c7b-8de3-09b5aaed8911,Mattress,2025-08-05,2025-08-05,2025-08-05,purchase_date,373,1.02
7b4e8f5f-a901-41dd-b6dc-ce93e1fd0022,Mattress,2025-08-05,2025-08-05,2025-08-05,purchase_date,373,1.02
42630e09-f024-4e3d-94c6-e2d880bfd980,Microwave Oven,2025-07-29,2025-07-29,2025-07-29,purchase_date,380,1.04
524430a2-c574-48fc-b517-e233b50fb133,Refrigerator,2025-07-29,2025-07-29,2025-07-29,purchase_date,380,1.04
0325290a-dbc8-48bf-9d1e-2810811aa692,RO Water Purifier,2025-07-31,2025-07-31,2025-07-31,purchase_date,378,1.03
71be3747-375d-4ea0-a888-f55fc54aebae,Sofa,2025-08-04,2025-08-04,2025-08-04,purchase_date,374,1.02
c10fbdd0-ea26-4978-9f92-5524d8d50195,Study Table,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
619e3ed8-c122-4d37-9a77-deca87cddd14,Study Table,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
6666033d-741a-4c99-ba36-5f71eb95ee26,Study Table,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
73b15a6e-3200-4063-ac3c-914d027d0482,Study Table,,2026-04-10,2026-04-10,allocation_date,125,0.34
0e70e5ad-aa2b-4ab7-b2f9-1957079bab78,Study Table,,2026-04-10,2026-04-10,allocation_date,125,0.34
c7066361-60be-4b4e-a8d5-05208c4bf674,Shoe Stand,,2026-04-10,2026-04-10,allocation_date,125,0.34
f15838f4-7a3b-41e0-9d13-18bbdac92b10,Wardrobe,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
55644e44-e138-4d08-9daf-445cf2012210,Wardrobe,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
6ce198d6-f9cf-43f0-bb8d-37a92c5d0310,Wardrobe,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
504ebac1-c8eb-4a75-9001-1ab3673d0d61,Wardrobe,2025-06-17,2025-06-17,2025-06-17,purchase_date,422,1.16
20f9a927-f62d-4cfe-afb3-86a889d8289f,Washing Machine,2025-07-29,2025-07-29,2025-07-29,purchase_date,380,1.04
3dcde4e4-b93d-47ca-bb2b-6cf540d73913,Water Heater,,2026-04-10,2026-04-10,allocation_date,125,0.34
bb608c97-fb57-4dff-8b3f-bd2bdd3cfefa,Water Heater,,2026-04-10,2026-04-10,allocation_date,125,0.34
c3244668-b722-40c0-b19b-e0c31814cc52,ACCL Device,2025-07-22,2025-07-22,2025-07-22,purchase_date,387,1.06
7c736843-8e67-42a0-ad37-46f0794f96a2,Air Conditioner,2025-07-30,2025-07-30,2025-07-30,purchase_date,379,1.04
baa0543d-6af0-4f49-8a6f-e75000c7c10b,Air Conditioner,2025-07-30,2025-07-30,2025-07-30,purchase_date,379,1.04
30f2ceb7-a517-4770-9a35-c55d4c25903a,Air Conditioner,2025-07-30,2025-07-30,2025-07-30,purchase_date,379,1.04
471a2a61-0105-46b3-97e6-5621254f8a34,Center Table,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
6c249b59-8091-4307-b7dc-c22d108cbc24,Chair,,2026-04-10,2026-04-10,allocation_date,125,0.34
9ade6e41-c16f-4874-972e-597ecd2eed67,Chair,,2026-04-10,2026-04-10,allocation_date,125,0.34
832be97a-ad70-4a9f-a5c8-a72c61f487cb,Chair,,2026-04-10,2026-04-10,allocation_date,125,0.34
8f320136-8123-4b5f-8731-479f266ebf13,Cot (Bed Frame),2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
ce9c7e2d-43f2-4489-acd1-cf34cb5b5ea5,Cot (Bed Frame),2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
49feb165-92c1-4e3c-9d3b-a65d29d80c5a,Cot (Bed Frame),2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
61506952-e2b5-4200-b996-0e1120e3b6db,Cot (Bed Frame),2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
e36c7f96-468a-4f85-ab72-b1f06d7c3280,Cot (Bed Frame),2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
29c552f8-59a0-4a87-9dc5-8e7e32dc0928,Cupboard,,2026-04-10,2026-04-10,allocation_date,125,0.34
3a224b59-0dd0-4f95-84b6-801bb8ccfe6d,Cupboard,,2026-04-10,2026-04-10,allocation_date,125,0.34
b7442893-3874-48c9-a15e-29dfcfe82af9,Cupboard,,2026-04-10,2026-04-10,allocation_date,125,0.34
ebaf125f-5591-41a8-aa54-76d858dd7e3f,Cupboard,,2026-04-10,2026-04-10,allocation_date,125,0.34
3864cf12-52be-4176-bd29-9c54288244b5,Cupboard,,2026-04-10,2026-04-10,allocation_date,125,0.34
48f6f0d2-30f5-47ab-a1ff-e93ffccadc1d,Dining Table,2025-09-09,2025-09-09,2025-09-09,purchase_date,338,0.93
a99fdc58-1005-488c-aa22-e374d6cb53d9,Fan,,2026-04-10,2026-04-10,allocation_date,125,0.34
6fc0e5b5-8ce6-43ab-a30c-deebe4be47bd,Fan,,2026-04-10,2026-04-10,allocation_date,125,0.34
2aad7f3b-4f26-4119-b806-c2d5fd371310,Fan,,2026-04-10,2026-04-10,allocation_date,125,0.34
63abfed1-307e-4b4a-ad9b-fed25d492ef3,Fan,,2026-04-10,2026-04-10,allocation_date,125,0.34
cf86ad66-889c-4dd5-af13-8a73a2485327,Induction Stove,2025-08-08,2025-08-08,2025-08-08,purchase_date,370,1.01
9791b1b8-b88b-44ec-a6dc-fb083b8f96d7,Mattress,2025-08-05,2025-08-05,2025-08-05,purchase_date,373,1.02
fe25cd2d-6e9e-498a-9c2f-c2dc56529d86,Mattress,2025-08-05,2025-08-05,2025-08-05,purchase_date,373,1.02
051c0296-7d8e-493e-854f-ea4de5e3cfcf,Mattress,2025-08-05,2025-08-05,2025-08-05,purchase_date,373,1.02
9679fae7-48d6-4017-bd1e-e28cf1708aa8,Mattress,2025-08-05,2025-08-05,2025-08-05,purchase_date,373,1.02
4684a44b-6a7b-4c27-b3bf-4592ccb44eee,Mattress,2025-08-05,2025-08-05,2025-08-05,purchase_date,373,1.02
53b66cdb-6740-4046-b7fd-4bb51f268e44,Microwave Oven,2025-09-07,2025-09-07,2025-09-07,purchase_date,340,0.93
c6c692d3-8a04-473b-94a2-a0b433c16cc7,Refrigerator,2025-07-29,2025-07-29,2025-07-29,purchase_date,380,1.04
2d352216-2da2-4a5d-90b6-cd5be136e002,RO Water Purifier,2025-07-31,2025-07-31,2025-07-31,purchase_date,378,1.03
9a14ad58-c9b9-4f04-acf3-1db2f40800af,Sofa,2025-08-04,2025-08-04,2025-08-04,purchase_date,374,1.02
f5b7e3f9-21f2-45ed-bef1-ad6fc4063d20,Study Table,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
b2786642-8957-4ab4-bc7b-5f2ca42a6894,Study Table,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
5014f5c7-d65f-4476-8d94-cdda6f5af954,Study Table,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
97a6e1c1-974f-4a98-ad25-14092fb60285,Study Table,,2026-04-10,2026-04-10,allocation_date,125,0.34
a434f145-0ddf-4620-881f-5551cde86076,Study Table,,2026-04-10,2026-04-10,allocation_date,125,0.34
b22709fb-8da1-48f0-9bdf-488592e889ee,TV,,2026-04-10,2026-04-10,allocation_date,125,0.34
84688bd8-abad-441f-9cd8-9f8f2c669cc6,Wardrobe,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
e4b56ca3-b2f6-4889-be71-ca2f993cfcef,Wardrobe,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
52be8901-7942-42bf-9176-06505fed334b,Wardrobe,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
328ece74-5dd5-47cd-863b-662e18012180,Wardrobe,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
964f1e8e-c69a-4356-b3aa-5f59795c3739,Wardrobe,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
9f9f07a2-aadd-4a53-a014-38d27e275b28,Washing Machine,2025-07-29,2025-07-29,2025-07-29,purchase_date,380,1.04
670130e0-116d-4992-aa65-1d9afe592bb7,Water Heater,,2026-04-10,2026-04-10,allocation_date,125,0.34
c7e281a5-6e1d-4ef1-8858-781b88c98471,Water Heater,,2026-04-10,2026-04-10,allocation_date,125,0.34
6b304c3f-616d-4dd8-ba7b-5c50efebba7d,Water Heater,,2026-04-10,2026-04-10,allocation_date,125,0.34
022b0aa4-a8ee-448f-bac2-7866c3ab2443,ACCL Device,2025-07-22,2025-07-22,2025-07-22,purchase_date,387,1.06
2d1918a4-981d-42f1-ae20-b04652453276,Air Conditioner,2025-07-30,2025-07-30,2025-07-30,purchase_date,379,1.04
00052eb3-d252-4c13-99b0-fd1ca3ece733,Center Table,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
687bc14c-3a33-4179-b3ff-ef411a85c513,Cot (Bed Frame),2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
2dcfb37d-8a87-4ea3-9a2a-fc3eb6667edf,Cot (Bed Frame),2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
d7c47856-8a29-4070-9744-df4de6ba478d,Cot (Bed Frame),2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
4313f33a-2b56-4907-a265-9ffeeaa522c1,Cot (Bed Frame),2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
9ca85a29-76e7-4643-a43a-88e188518617,Cot (Bed Frame),2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
447f4281-e00b-42d6-bd80-b09cf2bcf35d,Dining Table,2025-09-09,2025-09-09,2025-09-09,purchase_date,338,0.93
12f48c0f-5999-4a6b-b41c-f01596539a27,Induction Stove,2025-08-08,2025-08-08,2025-08-08,purchase_date,370,1.01
b4a6fd3d-e58a-4c48-a3b1-dc2be8252755,Mattress,2025-08-05,2025-08-05,2025-08-05,purchase_date,373,1.02
9c23b832-74b3-4d2d-8b4c-527a50362771,Mattress,2025-08-05,2025-08-05,2025-08-05,purchase_date,373,1.02
0e59f13b-9641-43b1-9b00-6a6857756338,Mattress,2025-08-05,2025-08-05,2025-08-05,purchase_date,373,1.02
da9ce613-4b13-4767-9411-a135e5f14eac,Mattress,2025-08-05,2025-08-05,2025-08-05,purchase_date,373,1.02
82367e3b-82a2-49c4-988e-35a492ee6af5,Mattress,2025-08-05,2025-08-05,2025-08-05,purchase_date,373,1.02
0d6292dc-684d-4c3b-a412-8ee5c61a5285,Microwave Oven,2025-07-29,2025-07-29,2025-07-29,purchase_date,380,1.04
aa1744c9-1b38-4618-8a0c-463b28d05b6b,Refrigerator,2025-07-29,2025-07-29,2025-07-29,purchase_date,380,1.04
66388cb3-50da-4166-a24b-1498d3904916,RO Water Purifier,2025-08-10,2025-08-10,2025-08-10,purchase_date,368,1.01
c96b056f-c66e-48ef-a84b-6847a9b8a75c,Sofa,2025-08-04,2025-08-04,2025-08-04,purchase_date,374,1.02
3bf0a210-d020-4310-948a-388abe414b37,Study Table,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
960a5b9f-9b1b-49cc-9aea-6dae2a1a03cb,Study Table,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
41fbdd5d-f582-4c40-8bfa-36ecdc229c6f,Study Table,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
9221129b-a373-441b-8b48-17d117e1f709,Wardrobe,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
bb1905ab-e625-4a64-88fa-6b6f77c1885c,Wardrobe,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
3b1b0fd3-65c2-4d4a-8b87-6e6a8625295b,Wardrobe,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
39901510-5d14-4754-afd9-47fe760422d1,Wardrobe,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
b043d153-9fb3-4491-ad14-2195d503f15c,Wardrobe,2025-08-02,2025-08-02,2025-08-02,purchase_date,376,1.03
6af9024d-b5bf-4844-b85b-6f3d9349c25e,Washing Machine,2025-07-29,2025-07-29,2025-07-29,purchase_date,380,1.04
35ec240d-87ee-4bcc-b912-3116c4209142,Air Conditioner,,2026-04-10,2026-04-10,allocation_date,125,0.34
bb6e04f9-78bd-4e10-921f-10a2f48b185f,Air Conditioner,,2026-04-10,2026-04-10,allocation_date,125,0.34
9a617a18-45e3-4139-8e9b-4babbc1c20eb,Air Conditioner,,2026-04-10,2026-04-10,allocation_date,125,0.34
a231cb7f-1f73-4c71-b744-141ab46351ac,Bedside Table,,2026-04-10,2026-04-10,allocation_date,125,0.34
6cc39c41-14cb-4612-be32-381c348ffdff,Chair,,2026-04-10,2026-04-10,allocation_date,125,0.34
6cffe5b3-c661-44c0-9962-f14b18590c31,Chair,,2026-04-10,2026-04-10,allocation_date,125,0.34
3b0b696d-a151-4741-8d8b-0637cb94eee3,Chair,,2026-04-10,2026-04-10,allocation_date,125,0.34
1a5e3c45-4b87-495a-98f2-2944342d9fde,Chair,,2026-04-10,2026-04-10,allocation_date,125,0.34
ea09bcd3-65e5-424a-9311-8fb814e32af2,Chair,,2026-04-10,2026-04-10,allocation_date,125,0.34
2b63f8f7-67f0-4e72-9431-ffec03a8ae23,Cot (Bed Frame),2025-06-17,2025-06-17,2025-06-17,purchase_date,422,1.16
15055f35-2f83-4054-97be-d4a5ebe1f0c4,Cot (Bed Frame),,2026-04-10,2026-04-10,allocation_date,125,0.34
2fd1ab2a-f222-4330-bd45-1da2cc9509c0,Cot (Bed Frame),,2026-04-10,2026-04-10,allocation_date,125,0.34
cd09fda4-a742-40c1-8e1c-349797ca124a,Cot (Bed Frame),,2026-04-10,2026-04-10,allocation_date,125,0.34
ae20fe5e-d8c7-436d-b973-129c60309ec7,Cot (Bed Frame),,2026-04-10,2026-04-10,allocation_date,125,0.34
c8821692-1886-4706-9b60-6d3fee0b640a,Cupboard,,2026-04-10,2026-04-10,allocation_date,125,0.34
e8d71662-62d7-480e-8d3b-159689214e74,Cupboard,,2026-04-10,2026-04-10,allocation_date,125,0.34
ce6e8257-0ab4-41a2-8591-e64ce3268138,Cupboard,,2026-04-10,2026-04-10,allocation_date,125,0.34
21a53b0e-1cae-4990-a85f-49a967885075,Cupboard,,2026-04-10,2026-04-10,allocation_date,125,0.34
2d705be7-15d1-4138-86d2-baa1cee931f0,Cupboard,,2026-04-10,2026-04-10,allocation_date,125,0.34
29358585-cf58-4e22-9d33-c6210636e011,Dining Table,,2026-04-10,2026-04-10,allocation_date,125,0.34
69cb270b-e8f3-410e-9142-2752016b44f9,Fan,,2026-04-10,2026-04-10,allocation_date,125,0.34
45cf3ce8-48d0-4b37-b975-1b26af059c69,Fan,,2026-04-10,2026-04-10,allocation_date,125,0.34
b0bccede-ab77-4d9a-8dc5-2bdcaf8624f4,Fan,,2026-04-10,2026-04-10,allocation_date,125,0.34
e94e2714-8749-4fb3-abe4-c88124d1c485,Fan,,2026-04-10,2026-04-10,allocation_date,125,0.34
e19b8a01-087e-4f91-8345-a8d65cd0dea5,Induction Stove,2025-05-05,2025-05-05,2025-05-05,purchase_date,465,1.27
ef6a6d30-c70e-4162-8adf-0bd6063ba0a3,Mattress,,2026-04-10,2026-04-10,allocation_date,125,0.34
4813413b-565b-4e84-8d8f-6a44ab0b2345,Mattress,,2026-04-10,2026-04-10,allocation_date,125,0.34
85f215f4-fb81-4f11-985b-03f19f8d92db,Mattress,,2026-04-10,2026-04-10,allocation_date,125,0.34
e4b60c59-8c73-4adf-b72b-b66cc45454f4,Mattress,,2026-04-10,2026-04-10,allocation_date,125,0.34
361822af-76e9-477c-91d6-644f19d909ed,Mattress,,2026-04-10,2026-04-10,allocation_date,125,0.34
0878a42d-baca-4c65-9725-bfbe5132fbb2,Microwave Oven,,2026-04-10,2026-04-10,allocation_date,125,0.34
74e57001-2693-4795-8072-3fe0b73742e5,Refrigerator,,2026-04-10,2026-04-10,allocation_date,125,0.34
98885f45-4010-403c-8884-8649d4cdd02a,RO Water Purifier,2023-03-30,2023-03-30,2023-03-30,purchase_date,1232,3.37
6d646074-2025-446a-a7f9-4ffd8f30d9c1,Shoe Stand,,2026-04-10,2026-04-10,allocation_date,125,0.34
c6f5b194-f58c-46a2-93b2-439f2d15ac34,Sofa,,2026-04-10,2026-04-10,allocation_date,125,0.34
bab4a438-b9fd-4b22-8f52-42ccf8d8a96c,Study Table,,2026-04-10,2026-04-10,allocation_date,125,0.34
1de68ea5-52f0-4d85-9458-33f9dd20f5d4,Study Table,,2026-04-10,2026-04-10,allocation_date,125,0.34
985c8867-73b6-4869-a71b-6c6e9660acec,Study Table,,2026-04-10,2026-04-10,allocation_date,125,0.34
d77c3c46-bcc6-4136-b3d2-495c366106a8,Washing Machine,,2026-04-10,2026-04-10,allocation_date,125,0.34
420b8a83-5d8e-4ad3-af8a-bc82b45015c4,Water Heater,,2026-04-10,2026-04-10,allocation_date,125,0.34
853401e7-853b-4772-81be-e285fa894e20,Water Heater,,2026-04-10,2026-04-10,allocation_date,125,0.34
dccbf35d-537d-48ac-92d9-d1d792755a15,Water Heater,,2026-04-10,2026-04-10,allocation_date,125,0.34
84fadbc1-0050-4330-a93c-81d5666058b8,Air Conditioner,,2026-04-10,2026-04-10,allocation_date,125,0.34
fba581ce-b901-44df-b458-e9a545b30e8a,Air Conditioner,,2026-04-10,2026-04-10,allocation_date,125,0.34
f22d37ca-e9d3-456f-8aa3-70b7ab94fc0c,Air Conditioner,,2026-04-10,2026-04-10,allocation_date,125,0.34
e9567b70-ce24-4a74-9300-de151d27d129,Bedside Table,,2026-04-10,2026-04-10,allocation_date,125,0.34
9fadb565-1985-4e3c-a12d-5de9a2d0d1b5,Bedside Table,,2026-04-10,2026-04-10,allocation_date,125,0.34
caaa23f7-7934-4931-82db-658e72c529b1,Bedside Table,,2026-04-10,2026-04-10,allocation_date,125,0.34
1ea4ee71-a379-4948-ab46-3be764d45254,Chair,,2026-04-10,2026-04-10,allocation_date,125,0.34
8cad06fb-70f0-4484-b0b3-9b548f0e6805,Chair,,2026-04-10,2026-04-10,allocation_date,125,0.34
87fa137b-3588-4e7b-8bbd-f9c0c03f405d,Chair,,2026-04-10,2026-04-10,allocation_date,125,0.34
d18f2a4e-8748-4934-a47f-4f211589215d,Chair,,2026-04-10,2026-04-10,allocation_date,125,0.34
7ec0c885-e9a3-4c39-9b00-d15a8071387d,Cot (Bed Frame),2025-06-17,2025-06-17,2025-06-17,purchase_date,422,1.16
8d32730f-62b6-4fee-b6e2-df4adb61fd75,Cot (Bed Frame),2025-06-17,2025-06-17,2025-06-17,purchase_date,422,1.16
c3d5bd54-03bd-4cc6-9a8c-6174188bda3a,Cot (Bed Frame),,2026-04-10,2026-04-10,allocation_date,125,0.34
c73bfaed-fb61-42fe-abeb-b62f33bc153c,Cot (Bed Frame),,2026-04-10,2026-04-10,allocation_date,125,0.34
72d03baa-d690-4c89-87eb-654b209938fe,Cot (Bed Frame),,2026-04-10,2026-04-10,allocation_date,125,0.34
c32a1512-0cf2-4d78-8ced-09cec00eafe9,Cot (Bed Frame),,2026-04-10,2026-04-10,allocation_date,125,0.34
bf13d001-4fe7-419a-80e3-185bc45bc91e,Cot (Bed Frame),,2026-04-10,2026-04-10,allocation_date,125,0.34
0960ae76-0826-4ab5-ac32-040685c20804,Cupboard,,2026-04-10,2026-04-10,allocation_date,125,0.34
b131666d-2636-489f-8f37-e9d5b081712a,Cupboard,,2026-04-10,2026-04-10,allocation_date,125,0.34
61453173-daf0-4c97-a133-659008131872,Cupboard,,2026-04-10,2026-04-10,allocation_date,125,0.34
aa7615c6-3e0d-40c4-99ec-d7a5d002a154,Cupboard,,2026-04-10,2026-04-10,allocation_date,125,0.34
87c4a9a0-791d-4517-8cd6-b10e61bb6b67,Cupboard,,2026-04-10,2026-04-10,allocation_date,125,0.34
1ed7ea1e-919f-4189-ac1c-92fbcc60760a,Cupboard,,2026-04-10,2026-04-10,allocation_date,125,0.34
1e0a548e-6d70-4397-bf2b-6293b15b37b3,Dining Table,,2026-04-10,2026-04-10,allocation_date,125,0.34
f15d0ff8-209b-4934-92c8-1900afec3fa5,Fan,,2026-04-10,2026-04-10,allocation_date,125,0.34
28ed04a4-7793-4fd0-bac2-06c3fbaa1dce,Fan,,2026-04-10,2026-04-10,allocation_date,125,0.34
df1d62da-3735-4274-b898-260ef96db619,Fan,,2026-04-10,2026-04-10,allocation_date,125,0.34
66ccee02-9bf9-4116-a392-e8d46fb9b166,Fan,,2026-04-10,2026-04-10,allocation_date,125,0.34
1b79db3e-83de-48da-8975-5a78e4ca24fb,Induction Stove,,2026-04-10,2026-04-10,allocation_date,125,0.34
26a9e952-e6b6-4ce1-8dae-38bfd6766493,Mattress,,2026-04-10,2026-04-10,allocation_date,125,0.34
95e058fc-ed6f-415c-a40f-5cd769dbe264,Mattress,,2026-04-10,2026-04-10,allocation_date,125,0.34
7d6c17bf-4050-40fc-987e-c4c937ed04a1,Mattress,,2026-04-10,2026-04-10,allocation_date,125,0.34
6cbe1fad-8815-4566-827e-6e8e6151ee8a,Mattress,,2026-04-10,2026-04-10,allocation_date,125,0.34
38d691f8-90b6-496f-8fad-651a5a26f6be,Mattress,,2026-04-10,2026-04-10,allocation_date,125,0.34
6d2906ca-3f71-4eb4-8d8c-b00d6de5dde2,Mattress,,2026-04-10,2026-04-10,allocation_date,125,0.34
b8234f81-000b-4b13-b761-5e6e8203ca91,Microwave Oven,,2026-04-10,2026-04-10,allocation_date,125,0.34
b6e8eadc-9e56-4b2a-acd4-7031e9caeb15,Refrigerator,,2026-04-10,2026-04-10,allocation_date,125,0.34
7a398fa6-ac27-43af-b69a-886f22b62f3a,RO Water Purifier,2025-05-26,2025-05-26,2025-05-26,purchase_date,444,1.22
a0766c33-05da-4c49-8c8f-d774b535c112,Shoe Stand,,2026-04-10,2026-04-10,allocation_date,125,0.34
313e942c-dc21-4831-a082-f2681de898ec,Sofa,,2026-04-10,2026-04-10,allocation_date,125,0.34
b1f8ed14-07d1-4624-92ad-1bc5500b1f84,Study Table,,2026-04-10,2026-04-10,allocation_date,125,0.34
0aa3b7f3-53c5-4c88-8747-b5ed946be0fe,Study Table,,2026-04-10,2026-04-10,allocation_date,125,0.34
84612d6d-e106-404c-84e2-185168266c53,Study Table,,2026-04-10,2026-04-10,allocation_date,125,0.34
af72c599-70cf-40f6-90f7-66ec5eef2e85,Wardrobe,2025-06-17,2025-06-17,2025-06-17,purchase_date,422,1.16
ea9ed2e7-fd3d-460a-8927-dc4f167fa2c7,Washing Machine,,2026-04-10,2026-04-10,allocation_date,125,0.34
027d437f-821c-48ba-9d3a-d937218e464a,Water Heater,,2026-04-10,2026-04-10,allocation_date,125,0.34
1f34f4a7-c993-4d15-815b-8d19cbbc3505,Water Heater,,2026-04-10,2026-04-10,allocation_date,125,0.34
9d7eb51b-a72a-427a-96d1-b9977571e892,Air Conditioner,,2026-04-10,2026-04-10,allocation_date,125,0.34
cd2cff77-0bf2-48a6-a0df-59635215d520,Air Conditioner,,2026-04-10,2026-04-10,allocation_date,125,0.34
71701352-6d07-4b20-b6f7-7b70117dd5a3,Air Conditioner,,2026-04-10,2026-04-10,allocation_date,125,0.34
9b9582bc-1a57-4820-80ae-ce7589129083,Air Conditioner,,2026-04-10,2026-04-10,allocation_date,125,0.34
d6ba6370-ca76-4dc8-846d-9b25d96a1ac8,Chair,,2026-04-10,2026-04-10,allocation_date,125,0.34
b3b327a1-754b-48eb-8618-5cf0c33bf8ea,Chair,,2026-04-10,2026-04-10,allocation_date,125,0.34
18efef0f-0a5b-49b9-8c9e-28ae6b51471c,Chair,,2026-04-10,2026-04-10,allocation_date,125,0.34
747faa0f-b4b9-4b39-9dd5-39a362977c74,Chair,,2026-04-10,2026-04-10,allocation_date,125,0.34
badbe9bd-5cdb-4a9a-a0a2-b005df1d813e,Chair,,2026-04-10,2026-04-10,allocation_date,125,0.34
